pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,score_IRIS,score_NEO,score_ALEX,score_EVA,score_consensus
KIC 10525077 b,KIC 10525077,1,1,Transit,2015,854.083,5.5,25.9,,6091.0,1.01,1.01,1461.15,0.0,93.44370710987425,30.0,10.0,33.36092677746856
KIC 5437945 b,KIC 5437945,1,2,Transit,2015,440.7813,6.4,33.6,308.0,6340.0,1.24,1.07,1274.01,23.6,81.23945823634199,39.362186363472354,31.68806666666667,43.972427816620254
Kepler-442 b,Kepler-442,1,1,Transit,2015,112.3053,1.34,2.36,241.0,4402.0,0.598,0.609,365.965,40.0,84.09115677418124,40.499207675333814,34.134739269406396,49.68127592973036
HD 67087 b,HD 67087,1,2,Radial Velocity,2015,352.2,13.1,973.0,,6330.0,1.55,1.36,76.5217,0.0,72.22866245843221,30.0,38.94794520547945,35.29415191597791
HATS-13 b,HATS-13,1,1,Transit,2015,3.0440499,13.585308,172.58169,1244.0,5523.0,0.887,0.962,421.855,0.0,67.87286532760203,30.563169581219462,0.0,24.60900872720537
HD 33844 c,HD 33844,1,2,Radial Velocity,2015,916.0,13.5,556.2025,,4861.0,5.29,1.78,105.779,0.0,73.92986825071794,30.0,10.0,28.482467062679486
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,2372.0,13.4,657.90480249,,5727.0,1.111044,0.94,38.0786,0.0,70.62610302278367,30.0,10.0,27.656525755695917
Kepler-437 b,Kepler-437,1,1,Transit,2015,66.65062,2.14,5.22,308.0,4551.0,0.68,0.707,304.0,53.6,87.26496839271587,43.750484536799405,13.3947998173516,49.50256318671672
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,Microlensing,2015,,13.6,120.0,,,,0.34,1300.0,0.0,79.01626355834279,30.0,40.0,37.254065889585696
HATS-14 b,HATS-14,1,1,Transit,2015,2.7667641,11.646151,340.39593,1276.0,5346.0,0.933,0.967,513.011,0.0,69.35578897658336,37.73644150622677,0.0,26.77305762070253
KELT-6 c,KELT-6,1,2,Radial Velocity,2015,1276.0,13.0,1179.1493,,6272.0,1.529,1.126,240.726,0.0,69.02058036777446,30.0,10.0,27.255145091943614
HAT-P-54 b,HAT-P-54,1,1,Transit,2015,3.799847,10.581296,241.5508,818.0,4390.0,0.617,0.645,143.651,0.0,82.9006054726348,41.535022455635165,0.0,31.108906982067488
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,5.20851,10.704595,153.82972,,5150.0,1.78,1.01,766.183,0.0,84.14102074408432,30.0,10.428096712328767,31.14227936410327
Kepler-435 b,Kepler-435,1,1,Transit,2015,8.6001536,22.31,266.97,1729.0,6161.0,3.21,1.538,1418.77,0.0,39.40038496476459,0.0,0.0,9.850096241191148
Kepler-434 b,Kepler-434,1,1,Transit,2015,12.8747099,12.67,908.96,1000.0,5977.0,1.38,1.198,1222.54,0.0,69.1810701432734,30.04727306787018,0.0,24.807085802785895
Kepler-433 b,Kepler-433,1,1,Transit,2015,5.33408384,16.25,896.24,1776.0,6360.0,2.26,1.46,1878.31,0.0,44.397620533677106,8.514462239461281,0.0,13.228020693284597
Kepler-445 d,Kepler-445,1,3,Transit,2015,8.15275,1.25,2.1,305.0,3157.0,0.21,0.18,127.201,86.0,85.58794084529079,43.455793750311194,31.399255707762563,61.61074757584114
Kepler-445 c,Kepler-445,1,3,Transit,2015,4.871229,2.51,6.85,341.0,3157.0,0.21,0.18,127.201,17.200000000000003,88.82417433177031,45.24446731558507,4.879541652968037,39.03704582508085
Kepler-432 b,Kepler-432,2,2,Transit,2015,52.501129,12.834305,1719.4603,812.0,4995.0,4.06,1.32,848.023,0.0,66.45170726535797,17.168488232412933,0.0,20.905048874442727
Kepler-445 b,Kepler-445,1,3,Transit,2015,2.984151,1.58,3.12,401.0,3157.0,0.21,0.18,127.201,30.0,88.45307237798274,48.048923352859845,11.074439351598173,44.39410877061019
Kepler-446 d,Kepler-446,1,3,Transit,2015,5.148921,1.35,2.39,436.0,3359.0,0.24,0.22,96.339,30.0,88.83979168344837,49.60677034312009,14.506532319634708,45.7382735865508
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015,,16.14096,4417.837,,3064.0,0.281,0.108,40.08964117,0.0,38.43681029219609,30.0,40.0,27.109202573049025
HATS-6 b,HATS-6,1,1,Transit,2015,3.3252725,11.186582,101.38777,712.8,3724.0,0.57,0.574,169.318,0.0,81.94624655343364,37.68313098648659,0.0,29.907344384980057
WASP-41 c,WASP-41,1,2,Radial Velocity,2015,421.0,13.1,1010.6994,241.0,5545.0,0.87,0.93,163.371,0.0,59.01560745477532,14.337601169583749,30.501426940639274,25.963658891249587
Kepler-449 c,Kepler-449,1,2,Transit,2015,33.6727,2.764,8.07,661.0,5649.18,1.467,1.02,241.949,0.0,96.78333059502265,60.063981574147675,0.0,39.21182804229258
Kepler-450 c,Kepler-450,1,3,Transit,2015,15.413135,2.62,12.5,944.0,6197.21,1.64162,1.19,455.982,0.0,95.80939008818405,80.0,0.0,43.95234752204601
HAT-P-50 b,HAT-P-50,1,1,Transit,2015,3.1220109,14.437192,429.0705,1862.0,6280.0,1.698,1.273,515.458,0.0,49.66827919193846,15.40138245606488,0.0,16.267415412000837
Kepler-431 d,Kepler-431,1,3,Transit,2015,11.922,1.11,1.41,856.0,6004.0,1.092,1.071,486.546,30.0,94.97463204283517,80.0,25.37989041095891,57.58863061344852
Kepler-431 c,Kepler-431,1,3,Transit,2015,8.703,0.668,0.229,951.0,6004.0,1.092,1.071,486.546,30.0,91.90660630077325,80.0,7.625315068493148,52.3829803423166
Kepler-449 b,Kepler-449,1,2,Transit,2015,12.58242,2.056,4.88,917.0,5649.18,1.467,1.02,241.949,0.0,95.34788611706539,80.0,0.0,43.83697152926635
HD 1461 c,HD 1461,1,2,Radial Velocity,2015,13.5052,2.23,5.59,,5765.0,1.152288,1.02,23.4534,10.0,98.73723704711637,30.0,11.110016438356165,37.46181337136813
GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,14.207,2.46,6.6,,3526.0,0.439,0.47,23.619,10.0,99.17594535032292,30.0,11.167698630136986,37.58591099511498
Kepler-430 c,Kepler-430,1,2,Transit,2015,110.979,1.75,3.71,458.0,5884.0,1.485,1.166,917.477,40.0,89.95409439350172,50.75406632009469,8.913228310502284,47.405347256024676
Kepler-444 b,Kepler-444,3,5,Transit,2015,3.6001053,0.403,0.0374,938.0,5046.0,0.752,0.758,36.4396,0.0,91.70390176309205,80.0,0.0,42.925975440773016
Kepler-444 c,Kepler-444,3,5,Transit,2015,4.5458841,0.497,0.0793,868.0,5046.0,0.752,0.758,36.4396,0.0,93.52118632738075,80.0,0.0,43.38029658184519
Kepler-450 d,Kepler-450,1,3,Transit,2015,7.51464,0.837,17.6,1199.0,6197.21,1.64162,1.19,455.982,0.0,86.44829856706538,80.0,5.727641643835614,43.04398505272525
HD 219134 g,HD 219134,1,6,Radial Velocity,2015,94.2,3.28,10.80622,,4913.0,0.77,0.794,6.53127,0.0,99.10322865332978,30.0,17.742465753424657,36.71142360168861
Kepler-444 e,Kepler-444,3,5,Transit,2015,7.743493,0.546,0.1,727.0,5046.0,0.752,0.758,36.4396,30.0,94.13409854779113,62.21513310091012,0.01645147945205494,46.59142078203833
Kepler-444 d,Kepler-444,3,5,Transit,2015,6.189392,0.53,0.2,783.0,5046.0,0.752,0.758,36.4396,30.0,95.41349563780983,64.60961925285142,2.4087171506849288,48.107958010336546
Kepler-444 f,Kepler-444,3,5,Transit,2015,9.740486,0.741,0.332,673.0,5046.0,0.752,0.758,36.4396,30.0,93.24031837227322,60.07485158401453,12.990587890410957,49.076439461674674
HIP 107773 b,HIP 107773,1,1,Radial Velocity,2015,144.3,13.4,629.3034,,4945.0,11.6,2.42,105.18,0.0,74.90889395562856,30.0,21.86027397260274,31.692291982057824
HATS-8 b,HATS-8,1,1,Transit,2015,3.583893,9.785457,43.86054,1324.0,5679.0,1.086,1.056,794.637,0.0,74.18928871761003,45.41140253001129,0.0,29.90017281190533
HD 219134 h,HD 219134,1,6,Radial Velocity,2015,2247.0,12.7,108.0622,,4913.0,0.77,0.794,6.53127,0.0,76.74667809365762,30.0,10.0,29.186669523414405
WASP-82 b,WASP-82,1,1,Transit,2015,2.70579,18.15858,371.8611,2190.0,6480.0,2.1,1.48,275.664,0.0,35.49457735782628,0.0,0.0,8.87364433945657
Kepler-280 c,Kepler-280,1,2,Transit,2014,4.807091,2.01,4.7,1088.0,5744.0,0.886,0.962,780.361,0.0,91.24183053795703,80.0,0.0,42.810457634489254
Kepler-263 c,Kepler-263,1,2,Transit,2014,47.332773,2.47,6.66,386.0,5265.0,0.785,0.793,754.747,0.0,89.75655105824484,47.3592477477578,3.6820315707762568,35.19945759419472
Kepler-150 d,Kepler-150,1,5,Transit,2014,12.56093,2.79,8.2,734.0,5560.0,0.939,0.956,891.092,0.0,98.57659478978107,63.41653204094963,0.0,40.49828170768268
Kepler-221 d,Kepler-221,1,4,Transit,2014,10.04156,2.73,3.61,712.0,5243.0,0.821,0.854,385.231,0.0,97.90623073560015,62.444602828507634,0.0,40.08770839102694
Kepler-311 c,Kepler-311,1,3,Transit,2014,19.738286,1.43,2.63,744.0,5905.0,1.188,0.994,778.654,30.0,96.20872228040163,63.967660875836444,0.0,47.54409578905952
Kepler-150 e,Kepler-150,1,5,Transit,2014,30.826557,3.12,9.91,544.0,5560.0,0.939,0.956,891.092,0.0,93.83183874287556,54.40904745187149,0.0,37.06022154868676
Kepler-272 c,Kepler-272,1,3,Transit,2014,6.057342,1.79,97.8,947.0,5297.0,0.929,0.91,889.608,0.0,93.46295524421478,80.0,0.0,43.365738811053696
Kepler-152 c,Kepler-152,1,2,Transit,2014,88.255055,2.39,6.3,326.0,5088.0,0.724,0.779,441.09,39.2,88.1244245691154,44.566810653539825,13.295506803652973,46.296685506577056
WASP-96 b,WASP-96,1,1,Transit,2014,3.4252602,13.45,152.55,1285.0,5540.0,1.05,1.06,352.464,0.0,67.33381078645117,30.824556440282578,0.0,24.539591806683436
Kepler-419 c,Kepler-419,1,2,Transit Timing Variations,2014,675.47,12.6,2320.1,,6430.0,1.74,1.39,1011.36,0.0,61.350486196822175,30.0,14.481917808219176,26.45810100126034
Kepler-419 b,Kepler-419,1,2,Transit,2014,69.7546,10.8,794.5,613.0,6430.0,1.74,1.39,1011.36,0.0,74.4735355160598,33.05308183828238,0.0,26.881654338585545
HD 154857 c,HD 154857,1,2,Radial Velocity,2014,3452.0,13.2,819.97,,5605.0,1.76,1.718,63.4482,0.0,67.68913381509968,30.0,10.0,26.92228345377492
Kepler-413 b,Kepler-413,2,1,Transit,2014,66.262,4.347,67.0,,4700.0,0.7761,0.82,847.536,0.0,96.6906619854698,30.0,15.446191780821916,35.53421344157293
Kepler-186 b,Kepler-186,1,5,Transit,2014,3.8867907,1.07,1.24,571.0,3788.0,0.472,0.478,177.594,30.0,91.464847441844,55.72166561504983,31.5402955826484,52.18170215988556
Kepler-186 d,Kepler-186,1,5,Transit,2014,13.342996,1.4,2.54,379.0,3788.0,0.472,0.478,177.594,30.0,87.61478778345403,46.96558847889591,19.617517936073053,46.04947354960575
GU Psc b,GU Psc,1,1,Imaging,2014,,14.179,3591.3,1050.0,4031.81,0.450458,0.325,47.5501,0.0,42.82950192348649,0.0,10.0,13.207375480871622
Kepler-31 d,Kepler-31,1,3,Transit,2014,87.6451,3.9,2161.244,484.0,6340.0,1.22,1.21,1664.64,0.0,72.95049682748495,20.278251679936716,0.0,23.307187126855418
HAT-P-44 b,HAT-P-44,1,2,Transit,2014,4.301219,13.922,111.871,1108.0,5295.0,0.949,0.942,347.85,0.0,70.93533310030989,29.80977515028411,0.0,25.1862770626485
HAT-P-44 c,HAT-P-44,1,2,Radial Velocity,2014,872.2,13.0,1271.3,,5295.0,0.949,0.942,347.85,0.0,68.98563771581658,30.0,10.0,27.246409428954145
HATS-5 b,HATS-5,1,1,Transit,2014,4.763387,10.223,75.323,1025.0,5304.0,0.871,0.936,246.384,0.0,80.11148045735514,45.36176719287995,0.0,31.368311912558774
Kepler-415 c,Kepler-415,1,2,Transit Timing Variations,2014,8.708,2.01,4.7,543.0,4362.0,0.643,0.67,530.487,0.0,92.60709471356276,54.76381086669921,0.0,36.84272639506549
Kepler-122 f,Kepler-122,1,5,Transit Timing Variations,2014,56.268,1.75,36.0,543.0,5917.0,0.949,1.03,1027.45,10.0,91.89625501050313,54.73141413039445,0.0,39.156917285224395
Kepler-414 c,Kepler-414,1,2,Transit Timing Variations,2014,7.171,3.01,29.9,890.0,5536.0,0.946,0.89,413.46,0.0,97.16345007161753,80.0,0.0,44.29086251790439
Kepler-415 b,Kepler-415,1,2,Transit Timing Variations,2014,4.176,1.21,119.9,694.0,4362.0,0.643,0.67,530.487,0.0,93.78153362364581,61.33628402529561,4.043232876712331,39.790262631413434
Kepler-338 e,Kepler-338,1,4,Transit Timing Variations,2014,9.341,1.56,8.5,1143.0,5999.0,1.735,1.14,552.798,30.0,89.15109095198218,80.0,0.0,49.787772737995546
Kepler-130 c,Kepler-130,2,3,Transit,2014,27.50868,2.9,8.75,683.0,5879.0,1.17,1.0,316.663,0.0,97.49513992631677,60.98229437264378,0.0,39.61935857474013
Kepler-418 b,Kepler-418,1,2,Transit,2014,86.67856,13.45,349.6112477,434.0,5820.0,1.09,0.98,1002.53,0.0,68.9965426023564,22.534667556381763,1.9159318721461247,23.361785507721073
Kepler-269 b,Kepler-269,1,2,Transit,2014,5.326718,2.47,6.66,1007.0,5847.0,0.959,0.92,2257.32,0.0,94.01731965866573,80.0,0.0,43.50432991466643
Kepler-300 c,Kepler-300,1,2,Transit,2014,40.714955,2.25,5.69,516.0,5986.0,0.9,1.07,1098.45,0.0,92.39269002909006,53.48568465312958,0.0,36.469593670554914
Kepler-149 d,Kepler-149,1,3,Transit,2014,160.018032,3.96,14.9,306.0,5381.0,0.953,1.013,571.034,25.200000000000003,86.42757909652795,42.77443524044564,21.27716701369863,43.919795337668056
Kepler-124 d,Kepler-124,1,3,Transit,2014,30.950851,1.11,1.41,428.0,4984.0,0.636,0.706,420.046,40.0,88.17918560569912,49.119894968791,42.36057222831052,54.914913200700155
Kepler-297 b,Kepler-297,1,3,Transit,2014,38.871826,2.87,48.5,509.0,5619.0,0.915,0.927,692.14,0.0,93.12489400391014,52.93943168527338,0.0,36.51608142229588
Kepler-402 c,Kepler-402,1,4,Transit,2014,6.124821,1.56,3.05,1140.0,6090.0,1.264,1.072,625.339,30.0,89.17007884081247,80.0,0.0,49.792519710203116
Kepler-157 b,Kepler-157,1,3,Transit,2014,1.732342,1.32,2.3,1546.0,5774.0,1.044,0.95,773.713,30.0,79.19913288110143,80.0,0.5423842739726012,47.43537928876851
Kepler-288 c,Kepler-288,1,3,Transit,2014,19.305772,2.85,8.5,815.0,5918.0,1.091,0.842,1194.15,0.0,99.24549167158577,67.05961911703056,0.0,41.57627769715408
Kepler-295 b,Kepler-295,1,3,Transit,2014,12.645164,1.22,1.98,741.0,5603.0,0.898,0.89,1699.19,30.0,95.74869819355202,63.66222360097064,5.03932854794521,48.61256258561697
Kepler-178 d,Kepler-178,1,3,Transit,2014,96.678988,3.95,14.8,392.0,5676.0,1.066,0.852,716.025,0.0,88.57598817748028,46.70737390177388,7.112884858447494,35.59906173442542
Kepler-287 c,Kepler-287,1,2,Transit,2014,44.851896,3.26,66.0,513.0,5806.0,1.032,0.963,835.86,0.0,92.3689522405733,52.8485428146259,0.0,36.3043737637998
Kepler-285 b,Kepler-285,1,2,Transit,2014,2.633867,1.34,2.36,1131.0,5411.0,0.808,0.915,824.31,30.0,88.95675021266835,80.0,0.016482219178080015,49.7433081079616
Kepler-181 b,Kepler-181,1,2,Transit,2014,3.137873,1.27,2.15,1041.0,5333.0,0.749,0.81,609.283,30.0,90.9323503798711,80.0,2.157907369863011,50.77256443743352
Kepler-284 b,Kepler-284,1,2,Transit,2014,12.699149,2.24,5.65,686.0,5615.0,0.814,0.766,1031.95,0.0,96.4015990114426,61.44739791134329,0.0,39.46224923069647
Kepler-199 c,Kepler-199,1,2,Transit,2014,67.093408,3.25,10.6,420.0,5644.0,0.967,0.96,521.054,0.0,90.62459738864314,48.58921922573006,1.764526684931507,35.244585824826174
Kepler-214 b,Kepler-214,1,2,Transit,2014,15.660544,2.61,7.32,758.0,6169.0,1.352,1.11,1208.44,0.0,98.79282863098756,64.65474553049874,0.0,40.861893540371575
Kepler-115 c,Kepler-115,1,2,Transit,2014,8.990889,2.6,7.27,960.0,5979.0,1.205,1.042,623.609,0.0,95.37310188946716,80.0,0.0,43.84327547236679
Kepler-341 c,Kepler-341,1,4,Transit,2014,8.01041,1.7,3.53,940.0,6012.0,1.024,0.976,1047.03,30.0,94.12306601639162,80.0,0.0,51.030766504097905
Kepler-225 b,Kepler-225,1,2,Transit,2014,6.738975,1.2,1.87,579.0,3682.0,0.48,0.593,561.101,30.0,91.9060618581327,56.1798121814186,8.45388835616438,46.63494059892892
Kepler-216 b,Kepler-216,1,2,Transit,2014,7.693641,2.35,6.12,1069.0,6091.0,1.26,1.126,1187.47,0.0,92.3405432990874,80.0,0.0,43.085135824771854
Kepler-259 c,Kepler-259,1,2,Transit,2014,36.924931,2.7,7.75,530.0,5938.0,0.898,0.867,1002.14,0.0,93.58728870016758,54.009742359586284,0.0,36.89925776493847
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.254196,3.07,9.64,657.0,5804.0,0.957,0.934,974.633,0.0,96.59034599264531,59.64493554572992,0.0,39.05882038459381
Kepler-291 b,Kepler-291,1,2,Transit,2014,3.546511,2.16,5.31,1212.0,6002.0,1.016,1.023,1786.48,0.0,88.62183034930327,80.0,0.0,42.15545758732581
Kepler-242 c,Kepler-242,1,2,Transit,2014,14.496481,2.0,4.66,613.0,5020.0,0.85,0.748,600.241,30.0,94.23497456587575,58.043374668733435,0.0,45.569587308652295
Kepler-240 b,Kepler-240,1,2,Transit,2014,4.144495,1.37,2.45,864.0,4985.0,0.739,0.868,746.927,30.0,95.26874443339632,80.0,0.0,51.31718610834908
Kepler-148 c,Kepler-148,1,3,Transit,2014,4.180043,3.6,12.6,957.0,5272.0,0.851,0.86,791.163,0.0,94.62838690059927,80.0,0.0,43.65709672514981
Kepler-179 b,Kepler-179,1,2,Transit,2014,2.735926,1.64,3.33,1075.0,5302.0,0.759,0.893,605.68,30.0,90.83817590470971,80.0,0.0,50.20954397617743
Kepler-303 b,Kepler-303,1,2,Transit,2014,1.937055,0.89,0.64,802.0,3944.0,0.485,0.575,209.738,30.0,95.8026086767263,66.01504761617251,26.059210000000004,54.4692165732247
Kepler-260 b,Kepler-260,1,2,Transit,2014,8.187399,2.01,4.7,782.0,5250.0,0.862,1.013,627.365,0.0,98.20279625173319,65.9616576485319,0.0,41.04111347506627
Kepler-226 b,Kepler-226,1,3,Transit,2014,3.940997,1.55,24.0,1018.0,5571.0,0.802,0.904,980.138,0.0,91.96216280432502,80.0,0.0,42.99054070108126
Kepler-165 c,Kepler-165,1,2,Transit,2014,15.31299,2.23,5.6,581.0,5211.0,0.77,0.746,560.885,0.0,93.92270411378412,56.53257476380436,0.0,37.61381971939712
Kepler-197 d,Kepler-197,2,4,Transit,2014,15.677563,1.22,1.98,810.0,6004.0,1.12,0.857,330.575,30.0,96.26233340904908,66.80155708691728,5.2885668219178115,49.58811432947104
Kepler-125 b,Kepler-125,1,2,Transit,2014,4.164389,2.37,6.21,590.0,3810.0,0.512,0.542101,183.365,0.0,94.38619600478737,56.926963869629354,0.0,37.82828996860418
Kepler-306 c,Kepler-306,1,4,Transit,2014,7.240193,2.35,6.12,716.0,4954.0,0.719,0.75,775.679,0.0,97.30410959623181,62.823547135242634,0.0,40.03191418286861
Kepler-222 c,Kepler-222,1,3,Transit,2014,10.08881,4.64,19.4,734.0,5433.0,0.869,0.933,758.854,0.0,95.39803687882649,60.381858758764395,0.0,38.94497390939772
Kepler-184 d,Kepler-184,1,3,Transit,2014,29.022358,2.49,6.76,559.0,5788.0,0.873,0.872,610.326,0.0,93.87921027222896,55.44358523188888,0.0,37.33069887602946
Kepler-309 b,Kepler-309,1,2,Transit,2014,5.923653,1.56,3.05,531.0,4713.0,0.721,0.816,544.568,30.0,91.46457293233576,54.119463712789866,0.0,43.896009161281405
Kepler-166 c,Kepler-166,1,3,Transit,2014,34.260281,2.38,6.26,468.0,5413.0,0.742,0.811,603.53,0.0,91.52859653648757,51.216161649363215,0.0,35.6861895464627
Kepler-275 b,Kepler-275,1,3,Transit,2014,10.300682,2.34,6.08,1015.0,6165.0,1.383,1.189,2034.25,0.0,93.59073041293128,80.0,0.0,43.39768260323282
Kepler-108 b,Kepler-108,2,2,Transit,2014,49.183921,8.65,56.0,669.0,5854.0,2.192,1.247,338.732,0.0,86.00366547346044,46.07145887717118,0.0,33.018781087657906
Kepler-264 b,Kepler-264,1,2,Transit,2014,40.806231,3.33,11.1,772.0,6158.0,1.55,1.426,942.173,0.0,98.76776699952211,64.51964913601985,0.0,40.82185403388549
Kepler-279 b,Kepler-279,1,4,Transit,2014,12.309681,3.62,4180.93,1104.0,6363.0,1.746,1.2,1037.4,0.0,56.42178277293701,0.0,0.0,14.105445693234252
Kepler-286 c,Kepler-286,1,4,Transit,2014,3.468095,1.37,2.45,1098.0,5580.0,0.863,0.83,1226.85,30.0,89.7879543887965,80.0,0.0,49.94698859719912
Kepler-261 b,Kepler-261,1,2,Transit,2014,10.381227,2.18,5.39,672.0,5098.0,0.794,0.834,317.499,0.0,95.95502522747726,60.800959082972,0.0,39.188996077612316
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.055679,2.23,5.6,808.0,5299.0,0.826,0.865,1056.48,0.0,98.22214720149705,67.15807271851853,0.0,41.345054980003894
Kepler-119 b,Kepler-119,1,2,Transit,2014,2.422082,3.6,12.6,1213.0,5595.0,0.839,0.918,701.996,0.0,88.630460773995,80.0,0.0,42.15761519349875
Kepler-297 c,Kepler-297,1,3,Transit,2014,74.920137,6.54,42.1,409.0,5619.0,0.915,0.927,692.14,0.0,83.9357708300142,43.21701924880535,3.5536528127853835,32.67661072290123
Kepler-343 b,Kepler-343,1,2,Transit,2014,8.96855,2.41,6.39,1024.0,5807.0,1.433,1.055,927.193,0.0,93.51123171582329,80.0,0.0,43.37780792895582
Kepler-158 b,Kepler-158,1,3,Transit,2014,16.709184,2.12,5.14,500.0,4623.0,0.624,0.655,315.177,0.0,91.813567773257,52.747837044925944,0.0,36.14035120454574
Kepler-273 b,Kepler-273,1,2,Transit,2014,2.936532,1.5,2.86,1209.0,5626.0,0.815,0.756,713.964,30.0,87.43457707714238,80.0,0.0,49.35864426928559
Kepler-306 b,Kepler-306,1,4,Transit,2014,4.646186,1.52,2.92,830.0,4954.0,0.719,0.75,775.679,30.0,96.35065202983448,80.0,0.0,51.587663007458616
Kepler-267 d,Kepler-267,1,3,Transit,2014,28.464515,2.27,5.77,301.0,4258.0,0.555,0.541571,264.993,49.2,87.41841108699388,43.412638123426895,10.98538251141552,47.75410793045907
Kepler-266 b,Kepler-266,1,2,Transit,2014,6.61833,2.48,6.71,1066.0,5885.0,1.028,0.947,1370.79,0.0,92.65720926959177,80.0,0.0,43.16430231739794
Kepler-121 c,Kepler-121,1,2,Transit,2014,41.008011,2.27,5.77,425.0,5311.0,0.701,0.859,510.523,0.0,90.29933780525154,49.22097941231262,0.0,34.88007930439104
Kepler-338 d,Kepler-338,1,4,Transit,2014,44.431014,3.0,9.27,680.0,5923.0,1.735,1.105,552.798,0.0,97.21123131608073,60.7606424757755,0.0,39.49296844796406
Kepler-126 d,Kepler-126,1,3,Transit,2014,100.283134,2.5,54.59018723,475.0,6239.0,1.358,1.108,237.401,0.0,91.47356988906667,51.50196940479641,0.0,35.74388482346577
Kepler-381 c,Kepler-381,1,3,Transit,2014,13.391635,1.12,1.46,1180.0,6152.0,1.568,1.144,267.323,30.0,87.40935793629187,80.0,23.70068232876712,55.27751006626475
Kepler-249 d,Kepler-249,1,3,Transit,2014,15.368459,1.57,3.09,332.0,3568.0,0.482,0.510238,190.401,64.4,86.83489067277569,44.81887058114535,19.57982768036529,53.908397233571584
Kepler-254 d,Kepler-254,1,3,Transit,2014,18.746477,2.5,6.8,686.0,5957.0,0.91,0.849,1389.48,0.0,96.89087686146844,61.36753380940195,0.0,39.564602667717594
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,2.05,4.86,905.0,5593.0,1.485,1.226,762.596,0.0,95.61630583706949,80.0,0.0,43.90407645926737
Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,1.46,2.73,1326.0,6209.0,1.048,1.088,1856.28,30.0,84.61943199907519,80.0,0.0,48.654857999768794
Kepler-141 b,Kepler-141,1,2,Transit,2014,3.107675,0.69,0.257,968.0,4910.0,0.787,0.878,301.183,30.0,91.539792696138,80.0,8.665425342465753,52.55130450965093
Kepler-142 d,Kepler-142,1,3,Transit,2014,41.809118,2.16,5.31,582.0,5790.0,1.269,0.978,548.686,0.0,93.764511611985,56.58715852495506,0.0,37.58791753423502
Kepler-400 b,Kepler-400,1,2,Transit,2014,9.024389,1.65,3.36,939.0,5886.0,1.145,1.08,845.97,30.0,94.05327234267189,80.0,0.0,51.013318085667976
Kepler-204 c,Kepler-204,1,2,Transit,2014,25.660593,1.79,3.86,683.0,5812.0,1.238,1.038,686.723,30.0,95.45395820082004,61.292174694557715,0.0,46.686533223844435
Kepler-312 c,Kepler-312,1,2,Transit,2014,19.747412,3.15,10.1,754.0,6115.0,1.467,1.314,797.72,0.0,98.71491152073366,63.96318392282246,0.0,40.66952386088903
Kepler-286 d,Kepler-286,1,4,Transit,2014,5.914323,1.33,2.33,919.0,5580.0,0.863,0.83,1226.85,30.0,93.90811848372833,80.0,0.5861087397260256,51.12355680586359
Kepler-354 b,Kepler-354,1,3,Transit,2014,5.47666,1.84,4.04,741.0,4648.0,0.674,0.652,554.064,30.0,96.91392216196805,64.01728340939118,0.0,47.732801392839804
Kepler-368 b,Kepler-368,1,2,Transit,2014,26.84768,3.26,10.7,800.0,5502.0,2.019,1.165,770.978,0.0,98.9459473050563,65.85088499763562,0.0,41.19920807567298
Kepler-135 b,Kepler-135,1,2,Transit,2014,6.00253,1.81,3.93,1209.0,6090.0,1.275,1.047,621.855,30.0,88.02959603212273,80.0,0.0,49.50739900803068
Kepler-383 b,Kepler-383,1,2,Transit,2014,12.904532,1.32,2.3,545.0,4710.0,0.672,0.669,470.0,30.0,91.34938674330958,54.6702453083112,4.689813132420081,45.17736129601022
Kepler-314 c,Kepler-314,1,2,Transit,2014,5.960392,2.9,8.75,890.0,5378.0,0.95,0.99,268.881,0.0,97.50602044205384,80.0,0.0,44.37650511051346
Kepler-104 c,Kepler-104,2,3,Transit,2014,23.668205,3.13,7.14430805,668.0,5711.0,1.349,0.818,400.785,0.0,96.70675630332373,60.09105713459865,0.0,39.19945335948059
Kepler-369 c,Kepler-369,1,2,Transit,2014,14.871572,1.41,2.57,391.0,3591.0,0.471,0.5,214.0,30.0,87.91342700470855,47.52946308641132,18.1931543196347,45.90901110268864
Kepler-371 b,Kepler-371,1,2,Transit,2014,34.763278,1.89,4.23,554.0,5666.0,0.992,0.876,813.192,40.0,92.60700102717449,55.27062951255139,0.0,46.969407634931464
Kepler-147 b,Kepler-147,1,2,Transit,2014,12.610584,1.53,2.96,953.0,6012.0,1.468,1.145,1042.02,30.0,93.50388915930033,80.0,0.0,50.875972289825086
Kepler-132 d,Kepler-132,2,4,Transit,2014,18.010199,1.55,3.02,758.0,6003.0,1.178,0.929,349.549,30.0,96.76767024041793,64.69236235417226,0.0,47.86500814864755
