pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,score_IRIS,score_NEO,score_ALEX,score_EVA,score_consensus
Kepler-1905 b,Kepler-1905,1,1,Transit,2021,3.42392993,1.4460734,2.69,1212.0,5788.0,1.015,1.038,1051.53,30.0,87.26280635157944,80.0,0.0,49.315701587894864
Kepler-1839 b,Kepler-1839,1,1,Transit,2021,5.056759834,1.9493759,4.46,1049.0,5926.0,0.939,1.03,1136.6,30.0,92.0400135666466,80.0,0.0,50.510003391661655
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2021,5.213965,2.27,5.77,866.0,5171.0,0.8,0.83,418.395,0.0,96.93694608433073,80.0,0.0,44.23423652108268
Kepler-1858 b,Kepler-1858,1,1,Transit,2021,88.07160187,2.42168247,6.44,330.0,4939.0,0.819,0.785,833.055,36.0,88.27892371784996,44.748386753681935,12.863761797534245,45.472768067266536
Kepler-1841 b,Kepler-1841,1,1,Transit,2021,25.88599968,1.48912557,2.82,542.0,5190.0,0.899,0.823,631.7,30.0,91.5796484049803,54.60710931666014,0.9955159787214676,44.29556842509048
Kepler-1723 b,Kepler-1723,1,1,Transit,2021,39.75289917,2.88046569,8.65,568.0,6072.0,1.01,0.96,811.278,0.0,94.81571157053615,55.68148079356156,0.0,37.62429809102443
Kepler-1783 b,Kepler-1783,1,1,Transit,2021,8.277440071,1.31946731,2.3,1088.0,5129.0,1.781,0.887,264.078,30.0,89.93497274869412,80.0,1.0963182400821907,50.257822747194076
Kepler-1752 b,Kepler-1752,1,1,Transit,2021,56.35850143,4.54060463,18.7,419.0,5446.0,0.821,0.824,962.888,0.0,88.14292176432403,47.220666521874975,0.9863722636529744,34.08749013746299
NGTS-10 b,NGTS-10,1,1,Transit,2020,0.7668944,13.506845,687.14846,1332.0,4600.0,0.697,0.696,324.69865036,0.0,61.66623817791765,27.628613781828896,0.0,22.323712989936638
Kepler-595 c,Kepler-595,1,2,Transit,2020,12.38602,1.009,3.3,679.0,5138.5,0.821,0.93,643.009,30.0,93.91224168578844,60.63329942088326,10.748029041095894,48.823392536941896
HD 63433 c,HD 63433,1,3,Transit,2020,20.5438281,2.692,15.539,678.92,5553.0,0.934,0.956,22.4035,0.0,97.07855329348244,60.94073904908493,0.0,39.504823085641846
HD 63433 b,HD 63433,1,3,Transit,2020,7.1079475,2.14,21.755,967.11,5553.0,0.934,0.956,22.4035,0.0,94.28319968666855,80.0,0.0,43.57079992166714
HIP 67522 b,HIP 67522,1,2,Transit,2020,6.9594731,9.9872018,71.4,1175.0,5675.0,1.38,1.22,127.28,0.0,77.07720198650645,46.176143370816774,0.0,30.813336339330807
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,Microlensing,2020,,14.2,130.0,,,,0.56,5200.0,0.0,77.80930173675236,30.0,40.0,36.95232543418809
HIP 38594 c,HIP 38594,2,2,Radial Velocity,2020,3477.768,7.94,48.4,,4086.3,0.626646,0.61,17.7886,0.0,83.92348673999845,30.0,10.0,30.980871684999613
Kepler-1690 b,Kepler-1690,1,1,Transit,2020,234.636,2.81109223,8.3,267.0,5404.0,0.862346,0.94,703.789,33.599999999999994,87.28231514548571,41.69608569928856,27.09765068493151,47.41901288242644
HIP 65 A b,HIP 65 A,2,1,Transit,2020,0.9809734,22.75427,1021.18779,1411.0,4590.0,0.7242,0.781,61.7856,0.0,39.715005516592306,0.0,0.0,9.928751379148077
GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,11.949,2.79,8.2,,3910.0,0.465216,0.47,16.6186,10.0,99.80487274382163,30.0,10.982109589041098,37.69674558321569
Kepler-1693 b,Kepler-1693,1,2,Transit,2020,12.0999,1.28938413,2.21,807.0,5432.34,0.878295,0.95,760.065,30.0,96.46498363435234,66.73989588511073,2.3129884287671203,48.87946698705755
HD 136352 b,HD 136352,1,3,Radial Velocity,2019,11.57797,1.664,4.72,905.0,5664.0,1.058,0.87,14.682,30.0,94.89163689863528,80.0,0.0,51.22290922465882
HD 221416 b,HD 221416,1,1,Transit,2019,14.2767,9.17,60.5,789.15,5080.0,2.943,1.212,95.5483,0.0,87.74516861689833,46.946056182085755,0.0,33.67280619974602
GJ 357 d,GJ 357,1,3,Radial Velocity,2019,55.661,2.34,6.1,219.6,3505.0,0.337,0.342,9.44181,0.0,85.59673627435704,39.5914685187869,7.449876712328766,33.15952037636818
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,9.1247,1.66,3.4,401.2,3505.0,0.337,0.342,9.44181,30.0,88.62105304802724,48.0774479540635,9.158308675799102,43.96420241947246
HD 221420 b,HD 221420,1,1,Radial Velocity,2019,10090.0,12.0,7278.2705203,,5847.0,1.947,1.351,31.1415,0.0,4.057269380475539,30.0,10.0,11.014317345118885
GJ 357 b,GJ 357,1,3,Transit,2019,3.9306,1.2,1.84,518.0,3505.0,0.337,0.342,9.44181,30.0,90.47228035193872,53.350575606324576,15.164729680365287,47.24689640965715
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1,1,Microlensing,2019,,13.3,700.0,,,,0.49,7100.0,0.0,74.74396732712253,30.0,40.0,36.18599183178063
HD 181234 b,HD 181234,1,1,Radial Velocity,2019,7593.40512,12.5,2980.91262925,,5386.0,1.059423,0.94,47.7458,0.0,43.47053676444786,30.0,10.0,20.867634191111964
HD 21411 b,HD 21411,1,1,Radial Velocity,2019,84.288,9.52,65.9,,5605.0,0.825605,0.89,29.1328,0.0,86.9796680116182,30.0,16.92778082191781,33.476862208384006
NGTS-4 b,NGTS-4,1,1,Transit,2019,1.3373508,3.18,20.6,1650.0,5143.0,0.84,0.75,280.555,0.0,79.1151455992781,80.0,0.0,39.77878639981952
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,2.882,1.65,3.35,1632.0,6196.0,1.26,1.21,62.5388,30.0,77.81410371929644,80.0,0.0,46.95352592982411
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,1,Microlensing,2019,,14.0,230.0,,,,0.33,6500.0,0.0,77.35037395988945,30.0,40.0,36.83759348997236
HD 45184 b,HD 45184,1,2,Radial Velocity,2019,5.8854,3.52,12.19,,5869.0,1.075139,1.03,21.9532,0.0,98.77730242948938,30.0,10.483731506849313,34.81525848408468
TOI-270 b,TOI-270,1,3,Transit,2019,3.35992,1.28,1.48,600.0,3506.0,0.38,0.386,22.4793,30.0,92.53824756524904,57.202399409482084,17.47615780821918,49.304201195737576
HD 156279 c,HD 156279,1,2,Radial Velocity,2018,4818.25358,12.5,3098.82696825,,5453.0,0.95,0.94,36.1945,0.0,47.52607137991809,30.0,10.0,21.881517844979523
HD 114783 c,HD 114783,1,2,Radial Velocity,2018,4352.0,13.4,603.8739733,,5135.0,0.840622,0.9,21.0628,0.0,67.48172520765891,30.0,10.0,26.870431301914728
HD 55696 b,HD 55696,1,1,Radial Velocity,2018,1827.0,12.9,1357.12729789,,6012.0,1.52,1.29,77.9693,0.0,66.72411805921777,30.0,10.0,26.681029514804443
HD 148164 b,HD 148164,1,2,Radial Velocity,2018,328.55,13.7,390.9309,,6032.0,1.34,1.21,77.1971,0.0,75.9993331085643,30.0,37.00410958904109,35.75086067440135
HD 148164 c,HD 148164,1,2,Radial Velocity,2018,5062.0,12.8,1640.0028,,6032.0,1.34,1.21,77.1971,0.0,58.68054616166791,30.0,10.0,24.670136540416976
HD 215152 c,HD 215152,1,4,Radial Velocity,2018,7.28243,,468.79690033,,4935.0,0.73,0.77,21.5974,0.0,96.17269755190475,30.0,40.59855589041096,41.692813360578924
OGLE-2016-BLG-1266L b,OGLE-2016-BLG-1266L,1,1,Microlensing,2018,,12.4,3813.940884,,,,0.015,3080.0,0.0,50.47574605792717,30.0,40.0,30.118936514481792
K2-194 b,K2-194,1,1,Transit,2018,39.721386,3.64229858,12.9,,5979.0,1.281115,1.110086,629.51,0.0,98.50944060981216,30.0,13.264771452054795,35.44355301546673
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,Microlensing,2018,,13.2,860.0,,,,0.33,6900.0,0.0,73.59769064275655,30.0,40.0,35.89942266068914
HD 215152 b,HD 215152,1,4,Radial Velocity,2018,5.75999,,565.41673605,,4935.0,0.73,0.77,21.5974,0.0,95.36463989731253,30.0,40.473423835616444,41.45951593323224
HAT-P-11 c,HAT-P-11,1,2,Radial Velocity,2018,3361.0,13.2,851.78013076,,4653.0,0.683,0.811,37.7647,0.0,67.58921839243224,30.0,10.0,26.89730459810806
K2-138 c,K2-138,1,6,Transit,2017,3.56004,2.299,6.31,1012.0,5356.3,0.863,0.935,202.585,0.0,93.57388011646981,80.0,0.0,43.39347002911745
K2-138 f,K2-138,1,6,Transit,2017,12.75758,2.904,1.63,653.0,5356.3,0.863,0.935,202.585,0.0,96.7490192804364,59.59452919751278,0.0,39.085887119487296
K2-138 e,K2-138,1,6,Transit,2017,8.26146,3.39,12.97,757.0,5356.3,0.863,0.935,202.585,0.0,98.32776562356332,63.77299540173631,0.0,40.525190256324905
HD 3167 d,HD 3167,1,4,Radial Velocity,2017,8.4112,1.92,4.33,859.5,5261.0,0.88,0.837,47.2899,30.0,96.42751663247265,80.0,0.0,51.60687915811816
WASP-53 b,WASP-53,1,2,Transit,2017,3.3098443,12.038466,677.61356,1053.0,4953.0,0.798,0.839,201.338,0.0,71.03347067131173,34.85581950694371,0.0,26.47232254456386
HD 27894 c,HD 27894,1,3,Radial Velocity,2017,36.07,8.24,51.48846,,4875.0,0.891767,0.8,43.8214,0.0,89.58436927219476,30.0,12.964657534246573,33.13725670161033
HD 27894 d,HD 27894,1,3,Radial Velocity,2017,5019.54244,12.7,2063.65984665,,4875.0,0.891767,0.81,43.8214,0.0,55.41385922127783,30.0,10.0,23.853464805319458
K2-138 d,K2-138,1,6,Transit,2017,5.40479,2.39,7.92,888.0,5356.3,0.863,0.935,202.585,0.0,96.66476259329919,80.0,0.0,44.1661906483248
K2-138 b,K2-138,1,6,Transit,2017,2.35309,1.51,3.1,1157.0,5356.3,0.863,0.935,202.585,30.0,88.67192552438861,80.0,0.0,49.66798138109715
Kepler-1515 b,Kepler-1515,1,1,Transit,2016,214.3114164,9.55,66.2,380.0,6511.0,1.41,1.3,539.321,0.0,77.16594549123221,34.340303407649166,18.031303631050235,32.384388132482904
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,24.1738579,2.45,6.57,595.0,5844.0,1.02,1.01,864.699,0.0,94.65453104238931,57.13835215731511,0.0,37.948220799926105
Kepler-953 c,Kepler-953,1,2,Transit,2016,9.10967112,1.19,1.81,873.0,5416.0,0.99,0.95,258.893,30.0,94.72458762139829,80.0,10.748740092054792,53.86833192836327
Kepler-1421 b,Kepler-1421,1,1,Transit,2016,6.9131112,0.93,0.749,1209.0,6335.0,1.42,1.25,783.401,30.0,86.35676767521306,80.0,30.938200920547953,56.823742148940255
Kepler-1442 b,Kepler-1442,1,1,Transit,2016,81.4162941,3.93,14.7,522.0,6394.0,1.44,1.34,608.68,0.0,91.68618616218927,52.60472407345911,0.0,36.07272755891209
K2-59 b,K2-59,1,2,Transit,2016,20.6921,2.41,6.39,,5055.0,0.731,0.774,311.313,10.0,99.06878671793437,30.0,11.700720547945203,37.69237681646989
Kepler-1200 b,Kepler-1200,1,1,Transit,2016,1.118549717,1.06,1.2,1174.0,4612.0,0.7,0.74,588.715,30.0,87.41304910586534,80.0,32.29193559317809,57.42624617476086
Kepler-698 b,Kepler-698,1,1,Transit,2016,16.32976218,3.68,13.1,727.0,5612.0,0.91,0.94,1995.57,0.0,97.08633077713398,62.016290280527016,0.0,39.77565526441525
Kepler-1321 b,Kepler-1321,1,3,Transit,2016,11.12830484,4.92,21.5,408.0,4094.0,0.53,0.54,769.146,0.0,87.22414778103702,46.19125646672796,0.0,33.35385106194124
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,1.003933739,1.71,3.57,1419.0,4971.0,0.75,0.79,820.905,30.0,82.91269568785681,80.0,0.0,48.2281739219642
Kepler-1581 b,Kepler-1581,1,1,Transit,2016,6.28385491,0.8,0.437,1108.0,6022.0,1.23,1.12,493.175,30.0,88.4746849889011,80.0,17.626481225479452,54.02529155359514
Kepler-644 b,Kepler-644,1,1,Transit,2016,3.173917103,3.15,10.1,1655.0,6747.0,1.81,1.49,1318.05,0.0,79.13008755953103,80.0,0.0,39.78252188988276
Kepler-1208 b,Kepler-1208,1,1,Transit,2016,11.08507637,2.32,5.99,665.0,5001.0,0.76,0.8,825.176,0.0,96.05956222741757,60.447509234965,0.0,39.12676786559564
Kepler-1101 b,Kepler-1101,1,1,Transit,2016,81.3151059,2.47,6.66,393.0,5614.0,0.91,0.94,742.473,0.0,89.85877437204876,47.686772823039206,5.745933361643832,35.82287013918295
Kepler-560 b,Kepler-560,2,1,Transit,2016,18.47764449,1.72,3.61,298.0,3556.0,0.33,0.34,109.308,88.4,86.31830806541146,43.25756976870554,18.87704383936073,59.213230418369434
Kepler-498 b,Kepler-498,1,1,Transit,2016,9.61375356,3.03,9.43,931.0,5744.0,0.96,0.98,938.844,0.0,96.31477655693529,80.0,0.0,44.07869413923382
Kepler-817 b,Kepler-817,1,1,Transit,2016,3.990106229,9.03,60.2,1124.0,5861.0,1.03,1.03,1484.46,0.0,80.1519669678239,50.441825260752324,0.0,32.64844805714405
Kepler-937 b,Kepler-937,1,2,Transit,2016,67.668827,3.72,13.4,495.0,6095.0,1.22,1.15,1571.46,0.0,91.48298802706746,51.62478912583291,0.0,35.776944288225096
Kepler-571 b,Kepler-571,1,1,Transit,2016,4.798599388,2.64,7.46,978.0,5527.0,0.9,0.93,723.875,0.0,95.02047724682173,80.0,0.0,43.75511931170543
Kepler-1458 b,Kepler-1458,1,1,Transit,2016,47.9872764,2.76,8.05,493.0,5653.0,0.94,0.96,544.45,0.0,92.81564036322558,52.25884612359144,0.0,36.268621621704256
HIP 41378 f,HIP 41378,1,6,Transit,2016,542.07975,9.2,12.0,294.0,6320.0,1.273,1.16,106.289,15.200000000000003,75.66420408812954,32.32119777424952,24.820500000000003,37.001475465594766
Kepler-626 b,Kepler-626,1,1,Transit,2016,14.48585199,2.29,5.86,784.0,5813.0,1.05,1.01,635.643,0.0,98.7923714719912,66.01943810137722,0.0,41.2029523933421
K2-39 b,K2-39,1,1,Transit,2016,4.60543,6.27704,28.6047,1670.0,4881.0,2.97,0.66,307.47,0.0,72.78622167051127,80.0,0.0,38.19655541762782
Kepler-1549 b,Kepler-1549,1,1,Transit,2016,214.886545,2.57,7.13,286.0,5324.0,0.84,0.88,803.052,48.8,87.30184910313072,42.6568893620953,27.453574474885848,51.55307823502797
K2-62 c,K2-62,1,2,Transit,2016,16.19697,1.99,4.62,495.0,4455.0,0.696,0.67,112.467,30.0,91.44962905823571,52.51402334873802,0.0,43.49091310174343
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,3.73089898,1.44,2.67,1128.0,5833.0,1.01,1.02,1217.73,30.0,89.21884562447052,80.0,0.0,49.80471140611763
Kepler-1288 b,Kepler-1288,1,1,Transit,2016,2.76122421,1.12,1.46,2017.0,6132.0,1.29,1.2,814.078,30.0,67.79008644333094,80.0,22.826949935068487,50.15425909459986
Kepler-1245 b,Kepler-1245,1,2,Transit,2016,4.35409304,1.44,2.67,1043.0,5306.0,0.83,0.86,805.936,30.0,91.21041623914198,80.0,0.0,50.302604059785494
Kepler-1068 b,Kepler-1068,1,1,Transit,2016,16.92344113,3.63,12.8,702.0,5806.0,1.01,1.01,1473.61,0.0,96.59596465258926,61.004070518379265,0.0,39.40000879274213
Kepler-1506 b,Kepler-1506,1,1,Transit,2016,14.0329154,1.32,2.3,783.0,5676.0,0.93,0.95,2366.02,30.0,96.92359420832356,65.67469482267785,1.5533903068493125,48.53791983446268
HD 3167 b,HD 3167,1,4,Transit,2016,0.959641,1.67,4.97,1774.0,5261.0,0.88,0.837,47.2899,30.0,74.53636534102826,80.0,0.0,46.13409133525707
HD 3167 c,HD 3167,1,4,Transit,2016,29.8454,3.0,11.13,564.0,5261.0,0.88,0.837,47.2899,0.0,94.53468299310184,55.41903577675565,0.0,37.48842969246437
Kepler-595 b,Kepler-595,1,2,Transit,2016,25.3029092,3.708,17.4,535.0,5138.5,0.821,0.93,643.009,0.0,92.4857146317796,53.44987695631687,0.0,36.48389789702412
Kepler-641 b,Kepler-641,1,1,Transit,2016,9.48961571,1.85,4.08,926.0,5713.0,1.13,1.02,969.918,30.0,94.73907643642555,80.0,0.0,51.184769109106384
Kepler-1398 c,Kepler-1398,1,2,Transit,2016,4.13827595,1.03,1.08,1324.0,6126.0,1.18,1.13,852.204,30.0,83.84881075853308,80.0,37.040132269863,57.72223575709902
Kepler-654 b,Kepler-654,1,1,Transit,2016,13.72465129,2.07,4.94,831.0,5865.0,1.11,1.04,974.124,0.0,97.39053374772129,80.0,0.0,44.34763343693032
Kepler-871 b,Kepler-871,1,1,Transit,2016,22.0459018,3.74,13.5,640.0,5993.0,1.14,1.11,1976.05,0.0,94.92298462871621,58.11318950963323,0.0,38.25904353458736
Kepler-696 b,Kepler-696,1,1,Transit,2016,4.190425575,6.14,31.3,1234.0,5903.0,1.08,1.06,1416.44,0.0,83.22941977796802,80.0,0.0,40.807354944492005
Kepler-1298 b,Kepler-1298,1,1,Transit,2016,7.12811928,1.31,2.27,1373.0,6339.0,2.0,1.45,544.163,30.0,83.24108119644822,80.0,1.2858728175342513,48.63173850349562
Kepler-677 b,Kepler-677,1,1,Transit,2016,6.57531678,5.38,25.0,1015.0,5723.0,0.99,1.0,1954.08,0.0,89.83781192000993,80.0,0.0,42.45945298000248
Kepler-1243 b,Kepler-1243,1,1,Transit,2016,16.8320729,1.75,3.71,690.0,5667.0,0.94,0.96,758.17,30.0,95.55774709553069,61.608748365756554,0.0,46.79162386532181
Kepler-1241 b,Kepler-1241,1,1,Transit,2016,18.5525701,2.63,7.41,612.0,5261.0,0.8,0.84,968.722,0.0,95.40691005440247,57.861477642529216,0.0,38.31709692423292
K2-26 b,K2-26,1,1,Transit,2016,14.5665,2.67,7.61,430.0,3785.0,0.52,0.56,99.0504,0.0,91.2288398279058,49.35720081143523,0.0,35.14651015983526
BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,153.22,13.8,337.21763,,4649.0,8.95,1.08,768.045,0.0,76.5780589228247,30.0,22.593424657534246,32.292870895089735
HD 5583 b,HD 5583,1,1,Radial Velocity,2016,139.35,12.8,1837.0574,,4830.0,9.09,1.01,219.216,0.0,65.97527482074298,30.0,21.453424657534246,29.357174869569306
HD 12484 b,HD 12484,1,1,Radial Velocity,2016,58.83,13.2,947.1334,,5920.0,1.001848,1.01,48.3367,0.0,72.78959830030605,30.0,14.835342465753424,29.40623519151487
HIP 65407 b,HIP 65407,1,2,Radial Velocity,2016,28.125,14.3,136.03124,,5460.0,0.952252,0.93,61.7804,0.0,77.54564445040764,30.0,12.31164383561644,29.964322071506018
HIP 109384 b,HIP 109384,1,1,Radial Velocity,2016,499.48,13.5,495.8148,,5180.0,0.831075,0.78,58.9582,0.0,75.189374837423,30.0,28.94684931506849,33.53405603812287
HD 220842 b,HD 220842,2,1,Radial Velocity,2016,218.47,13.1,1010.6994,,5960.0,1.41647,1.13,64.6498,0.0,72.15723863964124,30.0,27.956438356164384,32.52841924895141
Kepler-945 b,Kepler-945,1,1,Transit,2016,31.0033814,2.63,7.41,616.0,5718.0,0.97,0.97,1651.25,0.0,95.47797322980679,58.047742421666086,0.0,38.381428912868216
KELT-15 b,KELT-15,2,1,Transit,2016,3.32944,19.50366,416.3573,1642.0,6003.0,1.78,2.06,324.683,0.0,45.438406869543336,1.1757810319290343,0.0,11.653546975368092
Kepler-1130 b,Kepler-1130,2,3,Transit,2016,5.45298175,0.8,0.437,904.0,5403.0,0.81,0.9,249.343,30.0,93.250230613342,80.0,17.558190280821915,55.20210522354098
Kepler-1213 b,Kepler-1213,1,1,Transit,2016,5.34982412,1.19,1.81,1156.0,6050.0,1.21,1.14,807.812,30.0,88.09076989621923,80.0,10.439711571506848,52.13262036693152
Kepler-1020 b,Kepler-1020,1,1,Transit,2016,96.9151496,2.28,5.82,325.0,5227.0,0.8,0.87,415.358,40.0,87.87528840507196,44.53576569650022,14.111462067579904,46.63062904228802
Kepler-682 b,Kepler-682,1,1,Transit,2016,12.611906672,7.37,42.6,753.0,5559.0,0.89,0.92,1979.25,0.0,90.54172595502519,52.760136402510206,0.0,35.825465589383846
Kepler-579 b,Kepler-579,1,1,Transit,2016,9.66857723,2.0,4.66,730.0,5636.0,0.96,0.99,530.765,30.0,96.96874458445087,63.5250666694204,0.0,47.62345281346782
Kepler-1074 b,Kepler-1074,1,1,Transit,2016,5.94566534,1.25,2.1,568.0,4002.0,0.57,0.6,250.817,30.0,91.74258692086033,55.70036619181246,3.822018155799082,45.31624281711797
Kepler-700 b,Kepler-700,1,1,Transit,2016,80.8720639,5.99,30.0,452.0,5692.0,0.96,0.98,1491.76,0.0,86.06272313435444,46.130651111406024,0.0,33.04834356144012
Kepler-948 b,Kepler-948,1,1,Transit,2016,7.76846622,1.85,4.08,841.0,5679.0,0.94,0.96,868.017,30.0,96.72639087584321,80.0,0.0,51.6815977189608
Kepler-1278 b,Kepler-1278,1,1,Transit,2016,3.23941344,1.01,1.01,1213.0,6074.0,1.16,1.11,889.426,30.0,86.4084210264503,80.0,39.66625315945206,59.01866854647559
Kepler-472 b,Kepler-472,1,1,Transit,2016,4.176255514,3.22,10.5,876.0,4996.0,0.78,0.85,306.602,0.0,97.24594258831068,80.0,0.0,44.311485647077674
Kepler-1129 b,Kepler-1129,1,2,Transit,2016,24.3397804,2.96,9.06,737.0,5831.0,1.0,1.0,1183.88,0.0,98.6556296304403,63.40316538561641,0.0,40.51469875401418
Kepler-1275 b,Kepler-1275,1,1,Transit,2016,3.65691115,1.48,2.79,1368.0,6296.0,1.36,1.23,1153.98,30.0,83.6745555132168,80.0,0.0,48.4186388783042
WASP-138 b,WASP-138,1,1,Transit,2016,3.634433,12.21781,387.7526,1590.0,6272.0,1.36,1.22,414.234,0.0,60.53920459297861,30.08229073250832,0.0,22.655373831371733
K2-8 c,K2-8,1,2,Transit,2016,5.06416,2.41,6.39,801.0,4870.0,0.74,0.78,403.513,0.0,98.72611904850243,66.7649922230023,0.0,41.372777817876184
Kepler-1339 b,Kepler-1339,1,1,Transit,2016,1.341555127,0.71,0.285,1642.0,5586.0,0.93,0.94,371.049,30.0,75.79126148678723,80.0,9.9602648049589,48.93788157293653
Kepler-694 b,Kepler-694,1,1,Transit,2016,6.365841612,2.8,8.25,914.0,5700.0,0.95,0.97,1023.06,0.0,96.82822132539545,80.0,0.0,44.20705533134886
Kepler-919 b,Kepler-919,1,1,Transit,2016,11.04603384,2.25,5.69,869.0,6113.0,1.21,1.15,1119.87,0.0,96.83916284553086,80.0,0.0,44.209790711382716
Kepler-1121 b,Kepler-1121,1,1,Transit,2016,13.15141081,1.91,4.31,1008.0,6231.0,1.59,1.29,482.047,30.0,92.939814543192,80.0,0.0,50.734953635798
Kepler-720 b,Kepler-720,1,1,Transit,2016,4.708326542,8.41,53.4,1162.0,5618.0,0.92,0.95,1065.37,0.0,80.48117223944999,52.86654803151241,0.0,33.336930067740596
Kepler-1118 b,Kepler-1118,1,1,Transit,2016,38.6715075,2.74,7.95,502.0,5688.0,0.97,0.96,888.325,0.0,93.00501829895353,52.6872009649665,0.0,36.42305481598001
Kepler-620 b,Kepler-620,1,1,Transit,2016,12.91375431,3.32,11.0,849.0,6155.0,1.22,1.15,1355.28,0.0,97.71096087831505,80.0,0.0,44.427740219578766
Kepler-1471 b,Kepler-1471,1,2,Transit,2016,3.63899398,1.41,2.57,1238.0,5660.0,0.93,0.95,978.678,30.0,86.58580204883624,80.0,0.0,49.14645051220906
HD 95872 b,HD 95872,1,1,Radial Velocity,2015,4375.0,13.0,1188.6842,,5312.0,0.84,0.7,72.2195,0.0,63.31484987274084,30.0,10.0,25.82871246818521
K2-10 b,K2-10,1,1,Transit,2015,19.30553,3.773,25.2,649.0,5533.0,0.956,0.88,272.36,0.0,94.97939780346287,58.464304831594575,0.0,38.36092565876436
K2-25 b,K2-25,1,1,Transit,2015,3.48456408,3.44,24.5,494.0,3207.0,0.2932,0.2634,44.9565,0.0,91.97070682239091,51.84947320871175,0.0,35.95504500777567
HD 1605 c,HD 1605,1,2,Radial Velocity,2015,2149.0,13.0,1150.5446,,4915.0,3.49,1.33,88.8047,0.0,67.67405209166554,30.0,10.0,26.918513022916386
51 Eri b,51 Eri,3,1,Imaging,2015,9100.0,,3464.3296363,700.0,7295.0,1.48726,1.75,29.7575,0.0,52.69591645239395,30.0,10.0,23.17397911309849
KELT-7 b,KELT-7,1,1,Transit,2015,2.73477,17.9344,441.7837,2048.0,6768.0,1.81,1.76,136.681,0.0,38.656873155059166,0.0,0.0,9.664218288764792
Kepler-453 b,Kepler-453,2,1,Transit,2015,240.503,6.204,16.0,,5527.0,0.833,0.944,442.846,0.0,93.32180469291826,30.0,29.7673698630137,38.27229363898299
WASP-83 b,WASP-83,1,1,Transit,2015,4.971252,11.65736,95.349,1120.0,5510.0,1.05,1.11,271.103,0.0,75.03422487662569,39.35278980279014,0.0,28.596753669853957
KIC 3558849 b,KIC 3558849,1,1,Transit,2015,1322.3,6.9,38.1,,6175.0,1.01,0.98,1215.7,0.0,89.87020356150312,30.0,10.0,32.467550890375776
Kepler-440 b,Kepler-440,1,1,Transit,2015,101.11141,1.86,4.12,229.0,4134.0,0.559,0.575,301.03,40.0,84.81894504151052,40.04255393165097,16.364693515981738,45.306548122285804
Kepler-447 b,Kepler-447,1,1,Transit,2015,7.79430132,18.49,435.41,882.0,5493.0,1.05,1.0,268.041,0.0,64.98285617815738,9.235497355260705,0.0,18.55458838335452
WASP-89 b,WASP-89,1,1,Transit,2015,3.3564227,11.65736,1875.197,1120.0,5130.0,0.88,0.92,290.946,0.0,60.196862038586595,19.236016753832104,0.0,19.858219698104676
K2-13 b,K2-13,1,1,Transit,2015,39.91488,1.89,4.23,511.0,5698.0,0.78,0.8,342.394,40.0,91.59072018459077,53.256427804366176,0.0,46.21178699723924
KIC 8540376 b,KOI-7892,1,3,Transit,2015,31.8099,4.1,15.8,,6474.0,1.26,1.04,1072.3,0.0,97.64249966891259,30.0,12.614512328767123,35.06425299941993
KIC 8540376 c,KOI-7892,1,3,Transit,2015,75.2,2.4,6.35,,6474.0,1.26,1.04,1072.3,20.0,98.95076686465757,30.0,16.18082191780822,41.28289719561645
Kepler-436 b,Kepler-436,1,2,Transit,2015,64.00205,2.73,7.9,322.0,4651.0,0.697,0.729,588.867,42.400000000000006,88.72483911572898,44.2928000207738,11.718775799086753,46.78410373389739
Kepler-441 b,Kepler-441,1,1,Transit,2015,207.2482,1.64,3.33,189.0,4340.0,0.55,0.572,268.003,40.0,83.27099891958323,38.14045341557125,27.521598630137,47.23326274132287
WASP-20 b,WASP-20,2,1,Transit,2015,4.8996284,16.388,98.841,1379.0,5940.0,1.392,1.2,211.877,0.0,60.08097316269942,17.851693859701697,0.0,19.48316675560028
K2-14 b,K2-14,1,1,Transit,2015,8.36802,4.81,20.7,488.0,3789.0,0.45,0.47,364.048,0.0,89.30515485282133,49.843618125780615,0.0,34.78719324465049
K2-15 b,K2-15,1,1,Transit,2015,11.8104,2.48,6.71,676.0,5131.0,0.68,0.72,493.992,0.0,96.62409698550037,60.90959586912289,0.0,39.38342321365582
K2-17 b,K2-17,1,1,Transit,2015,17.96753,2.23,5.6,487.0,4320.0,0.66,0.71,125.106,0.0,91.71669318767607,52.12988567608715,0.0,35.96164471594081
