t,agent_id,phase,CE,internal_error,H_narr,omega_modes_active,reconstruction_error,qfield_coherence,qfield_energy,phase_curvature,phase_speed,near_attractor,lambda_decoherence,collapse_pressure,psi_norm,phase_entropy
9,ADAM,warmup,0.9999520085863727,0.02900838366957561,0.0,3,0.6515393136259793,0.3519749773007687,0.6917106337371175,1.6808042934644922,0.43576585621179154,False,0.0,0.7901234567901234,1.000635804246156,0.8979457248567797
9,IRIS,warmup,0.999999999999984,0.017202112523391357,0.0,3,0.5773801001730525,0.43646652444745454,0.7532096194316698,1.6995604397084358,0.44730391574810513,False,0.0,0.4444444444444445,1.0004255994601685,1.0549201679861442
10,NEO,warmup,0.9999970186592952,0.04052730904882231,0.0,2,0.3988268828220634,0.3683364394983587,0.709099622413807,1.4803638689568128,0.5930178532706369,False,0.0,0.9,1.001997710410699,0.9502705392332347
10,EVA,warmup,0.9999999981802863,0.02614335941847525,0.0,2,0.721235694145496,0.3286485279857716,0.7562517253870018,1.692731862946837,0.8659429608805409,False,0.0,0.9,1.0011965123587205,0.6730116670092565
10,ALEX,warmup,0.6422966201559883,0.031382415246816564,0.5916727785823275,3,0.7298780594962083,0.3565642028384081,0.7062554723404345,1.5605443002375197,0.7020439262031549,False,0.002829919286556889,0.36000000000000004,0.8079677688258745,0.9433483923290391
10,ADAM,warmup,0.9999346296852869,0.0310538062024573,0.0,3,0.7547759009728261,0.3377957362172586,0.6681595257656222,1.6670344282915122,0.49010376649632015,False,0.0,0.81,1.0006420557969866,0.8979457248567797
10,IRIS,warmup,1.0,0.01145021797822927,0.0,2,0.9005813441411716,0.4172396151513624,0.7463940651964551,1.690068607497317,0.41228735657088195,False,0.0,0.0,1.0004654232337145,1.0549201679861442
11,NEO,warmup,0.9999991085355804,0.041363328238540685,0.0,5,0.7161403358063467,0.3432451096940157,0.7844374351964685,1.5356495022103072,0.4359123774994495,False,0.0,0.7272727272727273,1.0020320897088826,0.9502705392332347
11,EVA,warmup,0.9999999421283658,0.03476011781039836,0.0,3,0.5923087564795027,0.3194539743556297,0.7446292220090434,1.653774308955703,0.5869390514638148,False,0.0,0.9090909090909091,1.0013919673867855,0.6730116670092565
11,ALEX,warmup,0.6714731255288855,0.03804290003040741,0.5435644431995964,5,0.2935137703199565,0.35395431927702337,0.7464766873089763,1.5650705732552914,0.5495761008763784,False,0.0018911273007639143,0.3305785123966942,0.8064515156633761,0.6931471805599453
11,ADAM,warmup,0.9999132057680185,0.033018678336283705,0.0,3,0.4955258195346725,0.3244786109367334,0.7386231646499949,1.6566213324460135,0.4863166222811823,False,0.0,0.8264462809917354,1.0006628393326913,0.8979457248567797
11,IRIS,warmup,0.9999999999996154,0.019736244863596448,0.0,3,0.40943161253315724,0.4137132301507551,0.7844981900387227,1.6626630783878424,0.2987571122674533,False,0.0,0.9090909090909091,1.0005098159482628,1.0549201679861442
12,NEO,warmup,0.0,0.040984819293805964,0.6252993742043006,4,0.6267545345399085,0.3579637156477023,0.7396240759758034,1.4813033782748957,0.389316429991134,False,0.07994262170315385,0.8402777777777777,0.9252155164752621,1.0296530140645737
12,EVA,warmup,0.0,0.04183680047020368,0.0,4,0.03438676798146056,0.32790489444397397,0.7304303161884427,1.7056382892059405,0.775563429703492,False,0.0,0.9166666666666666,1.00143153883887,0.9502705392332347
12,ALEX,warmup,0.003451113983152514,0.043668960582467546,0.6252993742043006,2,0.27457898067785885,0.3304135483866266,0.7619494197641543,1.5566655540670973,0.6408069526966796,False,0.0011238199203669082,0.8402777777777777,0.8055939396206429,0.6931471805599453
12,ADAM,warmup,0.0,0.03919145416719736,0.579380164285695,4,0.285956663791449,0.32553317568125645,0.7752249540593735,1.6485766257550203,0.8603605293233801,False,0.06941759573310254,0.8402777777777777,0.9335682591311109,0.8979457248567797
12,IRIS,warmup,0.0,0.028699732868359206,0.48215936096968104,4,0.08771340204617083,0.4615382796301256,0.7657637046401429,1.638008745735308,0.7812575750402139,False,0.049123876876968516,0.9166666666666666,0.9538343527205013,1.0888999753452238
13,NEO,warmup,0.0,0.0405568859316438,0.6126016192893442,4,0.2904530147927847,0.3439400085018091,0.750878475976416,1.4760471446896855,0.34308110842398454,False,0.07847702781430971,0.7159763313609467,0.8553850999072307,0.8979457248567797
13,EVA,warmup,0.0,0.04308073270766098,0.0,4,0.5297399296818607,0.3210762875743878,0.7073551319808653,1.7178450931209812,0.4205567287763892,False,0.0,0.8461538461538461,1.0014483613126235,0.9502705392332347
13,ALEX,warmup,0.0036733832993519713,0.048676606723419315,0.6126016192893442,3,0.6918451677101172,0.34909336625115556,0.7392090037776415,1.5583600350608466,0.6081143519744536,False,0.0012881123608069747,0.7810650887573964,0.8045603504918258,0.9433483923290391
13,ADAM,warmup,0.0,0.044772043781760286,0.5560326498763891,2,0.5644564276594067,0.31630770649239837,0.7906166476677973,1.5883699907299356,0.5077972393976193,False,0.06691260807862119,0.7810650887573964,0.8732107528265769,0.8979457248567797
13,IRIS,warmup,0.0,0.0349501049873218,0.45548591500359525,4,0.5045710138542101,0.5030298235504099,0.7392758233106023,1.6426118860287104,0.6932441794701253,False,0.04667647201759707,0.8461538461538461,0.9104958168824416,1.0888999753452238
14,NEO,warmup,0.000317075589886035,0.0401945801379434,0.5966452229439912,4,0.1591187653876068,0.36985336146365344,0.7496397099094643,1.514728720469976,0.4025302999331796,False,0.00013741444230470538,0.5612244897959183,0.8552808751843192,1.0888999753452238
14,EVA,warmup,0.0,0.04481940791621277,0.0,5,0.687531700286069,0.3031737733128425,0.7308270884444432,1.7157182602028953,0.592394711692407,False,0.0,0.7857142857142857,1.001583659856444,0.8979457248567797
14,ALEX,warmup,0.003958546016595146,0.0547244967337049,0.5966452229439912,4,0.33311477460246014,0.3511205123809865,0.7711911933308587,1.5760944466335218,0.4958477903677451,False,0.00013741444230470538,0.7857142857142857,0.8044701791447821,0.9433483923290391
14,ADAM,warmup,0.0,0.04979526937464523,0.5966452229439912,5,0.37441698255084666,0.29434510686566495,0.6828709121365765,1.6001669345359013,0.8719486522582696,False,0.00027687551546648546,0.7295918367346939,0.8729709488827904,0.8979457248567797
14,IRIS,warmup,0.0005349669903763105,0.03770512260569588,0.43158020163114585,3,0.43107073244851163,0.5344461919569079,0.7625705434233974,1.6569831289633052,0.4734679406592462,False,0.0004266187200045256,0.7857142857142857,0.9101132043464453,1.0888999753452238
15,NEO,warmup,0.0005746790275064438,0.041633348684669225,0.579380164285695,3,0.26861483398912017,0.40098901660546427,0.7553392036775594,1.5451311492227269,0.5167216438896962,False,0.00018400545880035852,0.7333333333333334,0.8551468497779262,1.0888999753452238
15,EVA,warmup,0.0,0.04228150472785462,0.0,1,0.32491413703099664,0.2997926767017283,0.6854073832465785,1.7305908344967589,0.5557297680892812,False,0.0,0.6355555555555557,1.0017275055415402,1.0296530140645737
15,ALEX,warmup,0.004341380895975718,0.05875243537062384,0.579380164285695,4,0.3752754672666419,0.33790570056638003,0.7676444062592886,1.5839511251451643,0.7580800664389549,False,0.00018400545880035852,0.7333333333333334,0.8048028946441298,0.9433483923290391
15,ADAM,warmup,0.0,0.05568866205819968,0.579380164285695,3,0.5322762680202923,0.2852479850362817,0.6197822881485899,1.5879436783157626,0.4434869365837707,False,0.00027687551546648546,0.6844444444444445,0.8727339134868414,0.8979457248567797
15,IRIS,warmup,0.0,0.04385144453566782,0.5118595071429148,3,0.343117414469014,0.37717128504740166,0.6862928493616025,1.6225502000511536,0.7553058334056856,False,0.001131410894548522,0.8,0.9092675761870422,1.0549201679861442
16,NEO,warmup,0.0008557341945702064,0.04386420107377555,0.5618376711211266,3,0.388759402774694,0.391804844220549,0.7262684474393876,1.5479309212770138,0.5664058009444104,False,0.00035941059453810907,0.6875,0.8548869052250576,1.0296530140645737
16,EVA,warmup,0.0020364061677927156,0.04021916611642322,0.0,5,0.07600736633846604,0.30066728667394516,0.748662436910553,1.679483550071868,0.45222347713331135,False,0.0,0.515625,1.0018067664835755,1.0888999753452238
16,ALEX,warmup,0.004754267797993358,0.06352006809879267,0.5618376711211266,3,0.3234180492531784,0.3224199413728821,0.765390807535892,1.5895049174597653,0.5963722174727037,False,0.00035941059453810907,0.6875,0.8047730625493491,0.9433483923290391
16,ADAM,warmup,0.0,0.05827740738993279,0.6064727741416686,5,0.454799045364996,0.28089089406280404,0.6966093313683303,1.602722291530425,0.5729242673599996,False,0.0003665759589127052,0.64453125,0.8724180595298435,0.8979457248567797
16,IRIS,warmup,0.0,0.04874589452374402,0.4917150007886507,4,0.8135259895572455,0.38758358215275057,0.5809014649056512,1.6177721715326645,0.5116821323764137,False,0.0009696073103876302,0.75,0.9085667196565387,1.0888999753452238
17,NEO,warmup,0.0011702805037840467,0.0459459139483815,0.5445684476282008,5,0.0075293831435442595,0.36667942813711496,0.7493645798478771,1.5128970388269853,0.3004485558915338,False,0.00037732377332814663,0.6470588235294117,0.854681337438314,1.0296530140645737
17,EVA,warmup,0.0,0.040536340053727735,0.23422152036528648,6,0.313588620329289,0.3088347242616292,0.672331490017068,1.7036892837874462,0.5625171918861981,False,0.010181469010683748,0.5397923875432525,0.9916929688344864,1.0888999753452238
17,ALEX,warmup,0.005288636886982249,0.06494591613559722,0.5445684476282008,4,0.4780312281604894,0.30629845749146084,0.6803446352334163,1.6006519391537044,0.4673401645010836,False,0.00037732377332814663,0.6470588235294117,0.8047344471058051,0.9433483923290391
17,ADAM,warmup,6.323153205083643e-05,0.060736608660480765,0.5932543881907629,3,0.11245788053862332,0.2958916340241687,0.7498124184723027,1.622390027133714,0.5792925069498065,False,9.420300609909415e-05,0.6470588235294117,0.8723636059923875,0.8979457248567797
17,IRIS,warmup,0.0,0.04966644275391076,0.5445684476282008,3,0.1558201638603745,0.4123438977092544,0.6895070469710494,1.6128863448402304,0.5502106998281362,False,0.0016906660241555926,0.7058823529411764,0.9071405009428649,1.0549201679861442
18,NEO,warmup,0.00047166470408430524,0.049262278542781944,0.579380164285695,4,0.11764889609072714,0.3616810247688122,0.6087164020543068,1.531731749403859,0.7398731429060793,False,0.00020854496531258455,0.7777777777777778,0.8548506189449637,1.0888999753452238
18,EVA,warmup,0.0,0.04214723585807336,0.22294491816723946,3,0.3474075130392107,0.3050709306467312,0.7034644717588573,1.6980658827124284,0.7770080523507912,False,0.012909629090871072,0.5555555555555557,0.9790276256395677,1.0888999753452238
18,ALEX,warmup,0.004510701410546755,0.0685580466478918,0.579380164285695,4,0.3264391117499805,0.2863103905523142,0.6430044545087464,1.5845134088145456,0.6388605459023096,False,0.00020854496531258455,0.7222222222222222,0.8045799566490683,0.9433483923290391
18,ADAM,warmup,0.0004610376946492687,0.06157396478230418,0.579380164285695,5,0.07742877577820402,0.30771829668964007,0.7718630630447203,1.5959442890938895,0.5022466323580881,False,0.00012671724837266246,0.6111111111111112,0.8722604562869238,0.9502705392332347
18,IRIS,warmup,0.0,0.04291806193115899,0.527861537140782,3,0.3055942653436581,0.4692579749048571,0.5931718548825798,1.6458014130171157,0.6349573900605815,False,0.000381786725668402,0.5555555555555557,0.906876779946093,0.9433483923290392
19,NEO,warmup,0.002333657563280653,0.049151327516632294,0.4943497041442487,3,0.5281636916746798,0.3608300792159285,0.7655307076460016,1.568059978373036,0.522357509311517,False,0.001006769630858083,0.5484764542936288,0.8543019731628637,1.0888999753452238
19,EVA,warmup,0.0,0.04380961911918073,0.4943497041442487,3,0.011698484232189804,0.3107998769074586,0.667459131701278,1.6946734559566443,0.4132140805852285,False,0.029738525045822972,0.5983379501385041,0.9503576892137567,1.0888999753452238
19,ALEX,warmup,0.0033219983685189997,0.07169520754786121,0.635891110799899,5,0.10934023989150034,0.30159583278200336,0.5403954455243679,1.590232372245642,0.5402376676859603,False,0.0011758063878530122,0.9473684210526316,0.8036667235348264,0.9433483923290391
19,ADAM,warmup,0.0,0.05608338804984989,0.635891110799899,3,0.4865121338325898,0.31190102517594204,0.7964472082578036,1.6294811769511974,0.6450163854448533,False,0.00043593769091216316,0.5401662049861496,0.8719554689714621,0.6108643020548935
19,IRIS,warmup,0.0,0.0395286533377112,0.599096205521549,4,0.10539685306506688,0.5085260386087351,0.6016913192671379,1.6612165155808583,0.6385701829188862,False,0.0014951086331545845,0.4986149584487534,0.9055566203329235,0.8979457248567798
20,NEO,warmup,0.0023261936880349184,0.04854116782212485,0.4987512731845576,4,0.04805452309145879,0.3266384278227741,0.7307861877224137,1.5569930559530119,0.4926776657060108,False,0.001222476367980036,0.54,0.8533177468107689,1.0888999753452238
20,EVA,warmup,0.0,0.045480136289841364,0.4987512731845576,4,0.18188421125219226,0.2930077413732515,0.7507226991017852,1.6816480145900958,0.5680453437826474,False,0.01765271326814963,0.6,0.9337409047393375,1.0888999753452238
20,ALEX,warmup,0.0034043835848550246,0.07644946336431539,0.6319667147428167,5,0.13936474595596648,0.270834135818261,0.6685918127041764,1.5670681220165839,0.604913762919596,False,0.0014456804054166581,0.9,0.8025812193219937,0.9433483923290391
20,ADAM,warmup,0.0,0.05590623203870796,0.6266487892315216,3,0.11752043151183983,0.309363721406461,0.7739156603857077,1.621305455451208,0.4748093422987028,False,0.0005396336828135843,0.48750000000000004,0.8716488412167138,0.6108643020548935
20,IRIS,warmup,0.0,0.04033079938605909,0.5830435300531966,4,0.47755761385153656,0.5046904144938478,0.7486253607429044,1.64762402401931,0.5993571863196835,False,0.0008186946846568589,0.48,0.904852165203198,0.8979457248567798
21,NEO,warmup,0.0025694292819949498,0.04631418449978246,0.4955380299191111,5,0.0595930265609062,0.32440164041571284,0.753885584440267,1.5759570438236126,0.23248814402499554,False,0.0012978017461420203,0.4489795918367347,0.8522720915494587,1.0888999753452238
21,EVA,warmup,0.0,0.045317231454885434,0.5,5,0.35548171645531634,0.28190955701188,0.7251244667523041,1.6850083810030148,0.6757335906932359,False,0.013961205014250067,0.5442176870748299,0.9208800503086603,1.0549201679861442
21,ALEX,warmup,0.0036115712441281735,0.07825032519807082,0.6258145836939114,3,0.14479780680133633,0.2783856037732958,0.6303379688824574,1.5918056359897896,0.5092972396039037,False,0.0005165938472416364,0.8095238095238095,0.8024223265835477,0.9433483923290391
21,ADAM,warmup,0.0,0.05747074403710526,0.6258145836939114,5,0.27599740722343935,0.279123041214369,0.7240705589050795,1.610358719390491,0.7589586902275652,False,0.00048549031537689966,0.5011337868480726,0.8712789975670872,0.8979457248567797
21,IRIS,warmup,0.00013450435784441022,0.047265639574953014,0.5674849873019705,3,0.29979814237902647,0.49037594746152474,0.7554641611865941,1.6240066569326919,0.5738643103237655,False,0.0006987909674281632,0.5170068027210885,0.9043006725131991,0.8979457248567798
22,NEO,warmup,0.0,0.044764493618116415,0.6181932054356448,3,0.38687795274470826,0.3387673872488228,0.7461877497122326,1.5576581016870352,0.6541222857888138,False,0.0027846609432741606,0.6673553719008264,0.8499829122216508,1.0888999753452238
22,EVA,warmup,0.0,0.04530629816100815,0.4990004419361498,4,0.03316604881368005,0.2860945484951014,0.6411249830224746,1.6801189549945519,0.43096679326981463,False,4.7218236625588485e-06,0.4958677685950413,0.920927962788745,1.0549201679861442
22,ALEX,warmup,0.0038378154460350896,0.0772899114157896,0.6224203349859606,5,0.19725507045584825,0.2727705922163452,0.5099726842872436,1.6187023411949497,0.7099994137954369,False,2.7430628237267628e-05,0.6942148760330579,0.8024816362095138,0.9433483923290391
22,ADAM,warmup,0.00015242849967172964,0.05924468946906604,0.6181932054356448,4,0.057859981339319404,0.25885533136456085,0.660523433548951,1.6239745375785384,0.4767109839894352,False,3.940163267121653e-05,0.4958677685950413,0.8712532901537213,0.8979457248567797
22,IRIS,warmup,0.0002562835241857369,0.054361715845822965,0.5525069985567661,4,0.07178829407630392,0.49385292098861133,0.7574059118569989,1.6224825467196158,0.621084133407135,False,0.000301559026462853,0.5454545454545454,0.9041207862781292,0.8979457248567798
23,NEO,warmup,0.0,0.045789356991037616,0.6172488983973203,5,0.0011012205794965666,0.32840521163771413,0.7803911345721244,1.5677010530078983,0.799166183846268,False,0.003622896061584681,0.6465028355387524,0.84697859802697,1.0888999753452238
23,EVA,warmup,0.0,0.044514940828873875,0.5,5,0.11448757918840965,0.29443764537144,0.7693612034529027,1.6790140523309447,0.6632809149481256,False,3.2368458472799925e-07,0.43100189035916825,0.9209403413004004,1.0549201679861442
23,ALEX,warmup,0.004020666069545093,0.07556822254913906,0.6172488983973203,5,0.005213848268063679,0.2773583434276774,0.5630646854727857,1.64321860449293,0.5008780068445656,False,2.8576173764380094e-05,0.5671077504725898,0.8025494017030862,0.9433483923290391
23,ADAM,warmup,0.0005591278262608375,0.055923085586147045,0.6096203523184244,3,0.415123601276349,0.30479384772666235,0.7311104470828825,1.633842125463989,0.6228036356541932,False,4.7247318015416454e-05,0.332703213610586,0.8712558269752402,0.6108643020548935
23,IRIS,warmup,0.0,0.05972192257609852,0.5705767639396527,3,0.49747664273900116,0.4917257845421644,0.7606381150861341,1.6174266704381093,0.5407841324356542,False,0.00011813503723444034,0.6086956521739131,0.9040997569555735,0.9502705392332347
24,NEO,warmup,4.2313646189335086e-05,0.04611901071711078,0.6142881900144458,4,0.003021594893347229,0.2751778493336652,0.6954786961667225,1.5623722554490387,0.6719358577757232,False,0.0027414845244783203,0.6597222222222222,0.8447484235371552,1.0888999753452238
24,EVA,warmup,0.0,0.046242102265080166,0.4991818362969065,3,0.45281088980958467,0.30560457224830545,0.7053104928887401,1.6700758595748852,0.6803729569445469,False,2.1061997127982362e-07,0.5,0.9210269764639883,0.9433483923290392
24,ALEX,warmup,0.004268266626711377,0.072988087627848,0.610847453818164,3,0.5397619799374415,0.28556122670970185,0.6015929531618129,1.6279322887972871,0.37348714299319025,False,3.1909025108090915e-05,0.5208333333333334,0.8026081056212745,1.0549201679861442
24,ADAM,warmup,0.0007909315514019867,0.0576484655957342,0.6004551397547642,2,0.2877301177022109,0.2852304685400377,0.6722981578101705,1.6439609638703696,0.805425642591797,False,8.971531539669486e-05,0.3628472222222222,0.8712599096307914,0.8979457248567797
24,IRIS,warmup,0.0001270224849196008,0.06383652287738338,0.557760046790966,4,0.4781787569262722,0.4273209918511513,0.646965960417973,1.651542701138019,0.6596593913620851,False,5.292550329185598e-05,0.5833333333333333,0.9040977803960931,0.9502705392332347
25,NEO,warmup,8.883034770922399e-05,0.047860811076862575,0.6098742467303783,4,0.37982641004103523,0.2799985531324075,0.7460921475763328,1.57983406344348,0.5790410670374898,False,0.00228278412144943,0.6688000000000001,0.8428736268799653,1.0888999753452238
25,EVA,warmup,0.0,0.04811448966809018,0.49701510573847824,4,0.1460329409903654,0.297474091731895,0.6808800485390125,1.6732740283410585,0.4245392944757861,False,1.1930141321472843e-06,0.48,0.9211457138577828,0.9433483923290392
25,ALEX,warmup,0.004326630822543132,0.07254575829392541,0.6098742467303783,2,0.04402282432839848,0.2781464323432282,0.5780667909266202,1.6285038618553012,0.6978263385363278,False,3.9094151007433976e-05,0.48,0.8026559818625176,1.0888999753452238
