timestamp,crypto_BTCUSDT_close,crypto_BTCUSDT_volume,crypto_ETHUSDT_close,crypto_ETHUSDT_volume,crypto_BNBUSDT_close,crypto_BNBUSDT_volume,crypto_SOLUSDT_close,crypto_SOLUSDT_volume,crypto_ADAUSDT_close,crypto_ADAUSDT_volume,solar_density,solar_speed,solar_temperature,geomag_kp,solar_xray,seismic_count,seismic_max_mag,climate_temperature,climate_humidity,climate_pressure,climate_wind_speed
2025-12-03 23:00:00,93429.95,665.85289,3188.36,30244.3446,920.76,13420.507,144.67,180850.094,0.4499,4440806.0,15.95,500.7,212015.0,4.67,1.209522793033102e-07,2.0,4.2,5.2,73,1021.9,8.3
2025-12-04 00:00:00,93054.86,1095.83853,3198.29,24628.0917,922.48,16473.388,145.01,114011.952,0.4503,5793699.0,16.3,540.4,350741.0,5.0,3.448717578180549e-08,3.0,4.1,5.0,73,1021.5,10.5
2025-12-04 01:00:00,93195.07,1304.157,3202.99,38689.5286,919.9,10509.896,144.18,174274.944,0.4485,6518176.7,18.08,588.0,581651.0,5.0,2.4593374448045324e-08,0.0,0.0,4.6,78,1020.8,11.1
2025-12-04 02:00:00,93943.24,944.67997,3221.56,12170.4067,921.86,8200.753,145.6,83194.088,0.4503,3706958.2,16.83,607.6,486640.0,5.0,3.557327232783791e-08,0.0,0.0,4.6,83,1020.4,13.2
2025-12-04 03:00:00,93543.04,500.0247,3210.13,9571.4474,916.8,6574.693,144.67,68731.339,0.4494,3073959.4,20.01,633.7,769631.0,5.0,3.573677986423718e-06,5.0,5.5,4.7,86,1020.2,14.9
2025-12-04 04:00:00,93360.58,388.95379,3191.63,12943.1849,913.17,6282.047,144.17,59093.238,0.4473,4956475.9,16.65,619.1,648618.0,5.0,1.332381742713551e-07,3.0,5.3,4.5,93,1019.4,16.3
2025-12-04 05:00:00,92979.25,931.22487,3185.31,20725.147,908.07,9632.598,143.24,92367.986,0.4474,4711390.3,17.14,652.7,822413.0,5.0,7.729417461632693e-08,1.0,3.059156117103804,5.0,97,1018.5,17.4
2025-12-04 06:00:00,93140.74,1076.30029,3205.13,21196.2917,913.41,7202.53,143.96,81169.589,0.4515,6055725.1,21.23,661.7,1242003.0,4.67,7.951362590574718e-08,3.0,2.8,6.0,96,1018.0,17.5
2025-12-04 07:00:00,93397.67,674.02891,3190.1,21456.4265,910.79,5713.269,143.47,125423.493,0.4518,4585824.4,0.14,590.9,2000.0,4.67,4.346552273659654e-08,2.0,5.8,6.5,96,1017.6,18.6
2025-12-04 08:00:00,93260.63,411.88207,3184.05,12935.83,908.5,4783.496,142.9,63497.327,0.4483,4660764.4,18.89,644.7,773580.0,4.67,5.5530374964973817e-08,1.0,3.1,7.1,93,1017.8,19.4
2025-12-04 09:00:00,93454.7,402.88554,3200.04,10724.1419,911.01,4816.915,143.91,68326.484,0.4488,3140210.7,18.89,644.7,773580.0,4.0,9.681377122205959e-08,0.0,0.0,7.4,93,1017.6,17.9
2025-12-04 10:00:00,93260.0,373.45816,3188.41,7794.0963,909.93,3528.407,143.35,57914.328,0.4454,2903679.0,18.89,644.7,773580.0,4.0,8.899579739818364e-08,1.0,2.6058920091601823,7.6,94,1017.7,19.7
2025-12-04 11:00:00,92948.31,728.79798,3186.55,9878.365,908.88,3076.613,143.06,91661.961,0.4464,1939366.0,18.89,644.7,773580.0,4.0,1.4824021832282597e-07,1.0,2.52,8.7,87,1017.7,17.1
2025-12-04 12:00:00,92990.18,474.71729,3176.8,8575.9308,908.7,2515.581,142.88,78252.97,0.447,1883539.2,0.23,610.5,2000.0,4.0,9.285916036105846e-08,3.0,5.1,9.1,83,1017.1,14.7
2025-12-04 13:00:00,92516.38,997.53962,3170.57,23021.3798,903.13,6473.29,142.23,152773.599,0.4439,5192416.0,0.24,610.5,2000.0,4.0,6.618243730827089e-08,8.0,4.8,9.6,82,1016.3,13.6
2025-12-04 14:00:00,91894.01,1176.07323,3144.5,35043.9636,902.69,8056.077,141.82,168508.42,0.441,6749257.5,0.19,610.5,2000.0,4.0,5.299151695226101e-08,1.0,3.13,9.8,80,1015.8,14.7
2025-12-04 15:00:00,92971.49,1647.82775,3208.15,42754.2623,910.76,10519.731,143.21,233885.396,0.4506,9172902.8,0.18,610.5,2000.0,4.33,3.673404691539872e-08,0.0,0.0,10.0,76,1015.7,12.4
2025-12-04 16:00:00,92431.72,1073.45255,3169.0,30700.3682,906.08,7714.242,142.62,121354.23,0.447,5234547.8,0.3,610.5,2000.0,4.33,9.083068164272845e-08,1.0,4.7,9.9,65,1015.8,14.2
2025-12-04 17:00:00,92426.76,1204.88261,3160.57,22079.8423,905.69,7951.242,142.14,120102.874,0.445,2823778.4,0.24,610.5,2000.0,4.33,2.699282752871568e-08,2.0,4.5,8.9,72,1016.5,13.5
2025-12-04 18:00:00,92127.52,605.6924,3141.27,14934.751,899.69,5964.06,140.75,105505.95,0.4429,1977074.2,0.19,610.5,2000.0,3.67,2.360242135068802e-08,1.0,3.67,8.2,80,1017.1,13.9
2025-12-04 19:00:00,91975.44,1976.68364,3119.27,56125.9451,898.52,14593.082,139.67,290381.511,0.4414,8266244.4,0.23,610.5,2000.0,3.67,2.8209402813672568e-08,4.0,5.3,7.5,86,1017.5,13.5
2025-12-04 20:00:00,92476.25,812.83088,3141.36,23638.1184,901.45,6402.783,140.37,104406.31,0.4425,4097043.9,0.33,549.0,2000.0,3.67,1.5587739099487408e-08,4.0,3.13,7.1,88,1017.6,12.2
2025-12-04 21:00:00,92158.23,581.65983,3123.34,13501.8787,897.4,4090.877,138.72,108024.509,0.4382,2715080.3,0.22,610.5,2000.0,3.0,7.547584779388217e-09,2.0,3.35,6.6,89,1017.9,10.2
2025-12-04 22:00:00,92348.78,231.66801,3143.66,8277.5638,902.19,2717.993,139.39,80918.497,0.4409,1860867.6,22.32,611.5,992151.0,3.0,2.4124847897155632e-08,1.0,3.4876444477302186,6.3,90,1018.1,9.5
2025-12-04 23:00:00,92078.06,188.68097,3133.26,5331.437,899.92,1986.0,139.01,50461.246,0.4394,1530506.1,0.15,610.5,2000.0,3.0,3.792022695847663e-08,0.0,0.0,6.3,89,1018.4,9.8
2025-12-05 00:00:00,92299.08,300.89002,3146.68,11725.4847,902.77,2369.988,139.24,72058.7,0.4412,2326473.5,0.22,610.5,2000.0,3.33,4.2130434252385385e-08,0.0,0.0,7.0,76,1018.2,12.8
2025-12-05 01:00:00,92358.03,512.17408,3163.56,10712.2543,903.64,3144.446,139.82,79938.515,0.4396,1927325.7,0.32,613.4,11661.0,3.33,3.51994593472682e-08,1.0,3.35,6.8,74,1018.0,13.7
2025-12-05 02:00:00,92518.4,403.18655,3183.22,12525.5029,904.64,2810.705,139.81,101601.457,0.4407,2623340.6,0.24,610.5,2000.0,3.33,5.573298835770402e-07,2.0,3.55,6.2,74,1018.2,13.9
2025-12-05 03:00:00,92142.75,535.04122,3170.98,8866.7787,901.81,2806.288,138.56,104393.147,0.4397,2039879.9,0.14,591.0,2000.0,3.33,3.7686945120185555e-08,0.0,0.0,5.4,81,1018.8,12.6
2025-12-05 04:00:00,92028.14,507.97714,3168.15,11195.3947,902.2,3910.692,138.52,97628.063,0.4391,2948282.4,0.2,591.0,2000.0,3.33,2.2645853192670984e-08,5.0,4.6,5.0,86,1019.1,11.4
2025-12-05 05:00:00,91932.85,239.31127,3155.96,6886.6454,899.82,3852.128,138.04,94173.457,0.4368,3258599.4,0.54,579.3,11601.0,3.33,3.201239806571721e-08,0.0,0.0,4.6,88,1019.2,8.5
2025-12-05 06:00:00,92275.26,277.29503,3169.07,7192.0378,904.38,3048.098,138.89,60035.591,0.4394,3102134.7,0.38,577.4,2000.0,3.33,4.0877992546484165e-08,0.0,0.0,5.1,83,1018.8,10.3
2025-12-05 07:00:00,92258.65,362.60812,3173.94,11142.9948,901.65,4871.614,139.68,161682.94,0.4416,2527118.7,0.21,610.5,2000.0,3.33,3.527665981550854e-08,0.0,0.0,5.0,83,1019.4,10.6
2025-12-05 08:00:00,92112.04,447.11606,3155.17,14202.9244,899.49,3866.895,138.19,135576.525,0.4378,2952997.4,0.26,610.5,2000.0,3.33,4.519053220519709e-08,1.0,2.8158875580104463,5.2,84,1019.9,10.7
2025-12-05 09:00:00,91128.56,1077.36085,3121.8,41406.6243,890.94,9199.364,136.34,229985.947,0.4306,5902944.2,0.26,610.5,2000.0,2.33,1.825809370359366e-08,2.0,4.4,6.1,86,1020.2,9.1
2025-12-05 10:00:00,91272.85,493.57021,3134.88,17638.3244,894.64,4827.413,137.71,147047.808,0.4317,2301784.3,0.26,610.5,2000.0,2.33,3.932912306936487e-08,2.0,5.5,7.8,79,1020.7,8.7
2025-12-05 11:00:00,91351.43,413.65104,3131.38,14723.0945,894.09,3921.042,137.02,100748.05,0.4304,3179668.3,0.26,610.5,2000.0,2.33,2.419777977991089e-08,2.0,4.9,9.1,70,1020.6,11.1
2025-12-05 12:00:00,91242.4,357.37789,3128.25,17363.7515,892.8,3277.237,136.67,179328.148,0.4307,2634464.3,0.31,600.3,13218.0,2.0,2.6391344221110558e-08,1.0,4.8,9.9,74,1020.2,9.4
2025-12-05 13:00:00,90465.14,1524.52886,3099.05,33644.7524,886.58,10644.131,135.94,143257.041,0.4262,5510222.8,0.49,588.3,13136.0,2.0,1.9536217976678927e-08,1.0,3.39,9.5,79,1020.1,11.3
2025-12-05 14:00:00,90287.67,1551.1367,3103.51,29190.0699,887.73,7582.016,134.74,188627.584,0.4247,5815585.1,0.61,592.1,12446.0,2.0,1.7414695463457974e-08,0.0,0.0,9.7,82,1019.6,13.1
2025-12-05 15:00:00,90459.35,1911.11908,3106.34,50806.5259,888.87,15037.657,135.05,290534.912,0.4262,9258937.1,12.62,591.5,413157.0,2.0,1.6918615841632345e-08,1.0,4.4,9.8,85,1019.9,14.4
2025-12-05 16:00:00,88810.89,3451.73023,3032.78,87395.2477,878.92,22584.472,132.2,416442.876,0.4137,16726275.9,15.59,603.2,607505.0,2.0,4.060676417338982e-08,1.0,4.3,10.0,89,1020.1,11.8
2025-12-05 17:00:00,89336.13,1157.12551,3033.52,29444.754,882.96,7787.523,132.16,188683.579,0.4148,4997140.5,14.17,597.6,515759.0,2.0,5.067947839165754e-08,0.0,0.0,9.7,94,1020.5,12.2
2025-12-05 18:00:00,88936.04,857.04766,3007.53,31503.4147,877.64,6417.805,131.35,130922.888,0.4109,5356032.2,13.78,588.8,483543.0,3.0,7.042132921242228e-08,2.0,4.5,10.1,95,1020.2,13.0
2025-12-05 19:00:00,89629.26,1041.63454,3038.49,31788.9137,883.69,6144.456,132.5,147747.82,0.4161,4306721.4,16.8,608.5,643969.0,3.0,0.0,6.0,5.5,9.7,95,1020.8,13.0
2025-12-05 20:00:00,89301.75,1024.68482,3022.52,22355.3795,880.41,3258.891,132.56,103897.292,0.4141,2310708.6,13.06,605.1,650183.0,3.0,1.930044923881269e-08,1.0,5.0,9.5,96,1021.2,12.7
2025-12-05 21:00:00,89177.68,695.18131,3020.22,16361.8439,880.69,2434.99,132.4,106120.318,0.4141,2675770.9,0.17,600.1,2000.0,2.67,1.5562063993002084e-07,1.0,4.3,9.7,97,1021.5,12.6
2025-12-05 22:00:00,89232.47,401.94285,3027.13,6481.3665,882.7,1888.478,132.72,37192.609,0.4162,1559224.1,0.16,601.8,2000.0,2.67,3.357695277372841e-08,0.0,0.0,9.6,98,1021.5,11.0
2025-12-05 23:00:00,89330.04,249.28114,3021.78,5828.818,883.57,1807.67,133.29,49733.876,0.4157,1378186.2,0.22,610.5,2000.0,2.67,1.946487486748083e-07,2.0,4.6,9.8,99,1021.6,11.2
2025-12-06 00:00:00,89422.25,286.14614,3025.96,6102.8285,885.41,2773.697,133.46,45224.674,0.4156,2465463.9,0.28,610.5,2000.0,2.67,5.578253237104036e-08,2.0,5.1,10.0,99,1021.8,11.9
2025-12-06 01:00:00,89333.83,226.8064,3026.82,4826.6088,884.61,2413.746,133.49,37205.336,0.4165,1347736.1,0.27,610.5,2000.0,2.67,7.578706551214509e-09,0.0,0.0,10.3,99,1021.4,11.1
2025-12-06 02:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.3,610.5,2000.0,2.67,2.6768812944055753e-08,1.0,5.1,10.5,98,1021.3,10.5
2025-12-06 03:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.5,98,1021.1,10.3
2025-12-06 04:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.7,98,1020.9,11.8
2025-12-06 05:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.8,98,1021.1,12.9
2025-12-06 06:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.7,98,1021.6,12.7
2025-12-06 07:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.5,98,1022.2,13.1
2025-12-06 08:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.4,98,1022.7,12.8
2025-12-06 09:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.7,96,1023.2,16.5
2025-12-06 10:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,11.1,94,1023.8,15.1
2025-12-06 11:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,11.5,92,1024.1,13.9
2025-12-06 12:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,12.1,88,1023.4,15.4
2025-12-06 13:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,12.8,83,1022.5,15.5
2025-12-06 14:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,13.2,79,1022.1,14.2
2025-12-06 15:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,13.1,79,1022.1,13.5
2025-12-06 16:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,12.7,81,1022.3,11.1
2025-12-06 17:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,11.6,87,1022.7,10.6
2025-12-06 18:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.9,92,1022.9,10.4
2025-12-06 19:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.6,94,1023.2,10.7
2025-12-06 20:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.9,94,1023.5,11.7
2025-12-06 21:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.7,95,1023.8,11.1
2025-12-06 22:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.5,96,1024.1,10.6
2025-12-06 23:00:00,89232.91,148.38163,3023.17,2787.4003,882.3,1430.783,132.95,20013.858,0.4144,549214.5,0.26,610.5,2000.0,2.67,2.1878264533370384e-08,0.0,0.0,10.7,96,1024.2,10.4
