timestamp,xray_flux
2025-11-29 02:58:00+00:00,2.8895660761918407e-06
2025-11-29 02:59:00+00:00,1.3031734624746605e-07
2025-11-29 02:59:00+00:00,2.9335042199818417e-06
2025-11-29 03:00:00+00:00,1.225964041395855e-07
2025-11-29 03:00:00+00:00,2.927903551608324e-06
2025-11-29 03:01:00+00:00,1.1287944801097183e-07
2025-11-29 03:01:00+00:00,2.8873407700302778e-06
2025-11-29 03:02:00+00:00,1.0456217580667726e-07
2025-11-29 03:02:00+00:00,2.861401071641012e-06
2025-11-29 03:03:00+00:00,9.630269914850942e-08
2025-11-29 03:03:00+00:00,2.8436215870897286e-06
2025-11-29 03:04:00+00:00,9.696520919533214e-08
2025-11-29 03:04:00+00:00,2.8273757379793096e-06
2025-11-29 03:05:00+00:00,1.0559425334122352e-07
2025-11-29 03:05:00+00:00,2.8311962978477823e-06
2025-11-29 03:06:00+00:00,1.082410250319299e-07
2025-11-29 03:06:00+00:00,2.814405888784677e-06
2025-11-29 03:07:00+00:00,1.0519810444975519e-07
2025-11-29 03:07:00+00:00,2.7704768399416935e-06
2025-11-29 03:08:00+00:00,1.0222061064268928e-07
2025-11-29 03:08:00+00:00,2.7147609671374084e-06
2025-11-29 03:09:00+00:00,8.980521215562476e-08
2025-11-29 03:09:00+00:00,2.670710273378063e-06
2025-11-29 03:10:00+00:00,8.171548415703e-08
2025-11-29 03:10:00+00:00,2.631531060615089e-06
2025-11-29 03:11:00+00:00,8.056387912347418e-08
2025-11-29 03:11:00+00:00,2.587717744972906e-06
2025-11-29 03:12:00+00:00,7.798963252980684e-08
2025-11-29 03:12:00+00:00,2.539546812840854e-06
2025-11-29 03:13:00+00:00,7.11917635953796e-08
2025-11-29 03:13:00+00:00,2.482187483110465e-06
2025-11-29 03:14:00+00:00,6.795167450945883e-08
2025-11-29 03:14:00+00:00,2.461356416461058e-06
2025-11-29 03:15:00+00:00,7.109962041340623e-08
2025-11-29 03:15:00+00:00,2.466593969074893e-06
2025-11-29 03:16:00+00:00,6.996943113790621e-08
2025-11-29 03:16:00+00:00,2.442990307827131e-06
2025-11-29 03:17:00+00:00,7.313261107810831e-08
2025-11-29 03:17:00+00:00,2.45369847107213e-06
2025-11-29 03:18:00+00:00,7.224524978255431e-08
2025-11-29 03:18:00+00:00,2.4337284685316263e-06
2025-11-29 03:19:00+00:00,7.294465120821769e-08
2025-11-29 03:19:00+00:00,2.427137360427878e-06
2025-11-29 03:20:00+00:00,7.39361141199879e-08
2025-11-29 03:20:00+00:00,2.4348858005396323e-06
2025-11-29 03:21:00+00:00,7.33340002057048e-08
2025-11-29 03:21:00+00:00,2.4407677301496733e-06
2025-11-29 03:22:00+00:00,7.283352232434481e-08
2025-11-29 03:22:00+00:00,2.4585085611761315e-06
2025-11-29 03:23:00+00:00,7.699099313640545e-08
2025-11-29 03:23:00+00:00,2.497754167052335e-06
2025-11-29 03:24:00+00:00,7.294052295492293e-08
2025-11-29 03:24:00+00:00,2.4825042146403575e-06
2025-11-29 03:25:00+00:00,7.310788419090386e-08
2025-11-29 03:25:00+00:00,2.4538853722333442e-06
2025-11-29 03:26:00+00:00,7.446055860782508e-08
2025-11-29 03:26:00+00:00,2.4365001536352793e-06
2025-11-29 03:27:00+00:00,7.409176561168351e-08
2025-11-29 03:27:00+00:00,2.4287562609970337e-06
2025-11-29 03:28:00+00:00,7.443240690463426e-08
2025-11-29 03:28:00+00:00,2.4444275368296076e-06
2025-11-29 03:29:00+00:00,7.286991632327044e-08
2025-11-29 03:29:00+00:00,2.4779189971013693e-06
2025-11-29 03:30:00+00:00,7.874209728697679e-08
2025-11-29 03:30:00+00:00,2.5143845050479285e-06
2025-11-29 03:31:00+00:00,7.925664391450482e-08
2025-11-29 03:31:00+00:00,2.517416078262613e-06
2025-11-29 03:32:00+00:00,7.641308030770233e-08
2025-11-29 03:32:00+00:00,2.4881367153284373e-06
2025-11-29 03:33:00+00:00,7.163940551890846e-08
2025-11-29 03:33:00+00:00,2.459825054756948e-06
2025-11-29 03:34:00+00:00,7.199849250127954e-08
2025-11-29 03:34:00+00:00,2.428105972285266e-06
2025-11-29 03:35:00+00:00,7.308081961809876e-08
2025-11-29 03:35:00+00:00,2.4090923034236766e-06
2025-11-29 03:36:00+00:00,6.923941242575893e-08
2025-11-29 03:36:00+00:00,2.411464492979576e-06
2025-11-29 03:37:00+00:00,6.793876394795006e-08
2025-11-29 03:37:00+00:00,2.4127148208208382e-06
2025-11-29 03:38:00+00:00,7.455006567624878e-08
2025-11-29 03:38:00+00:00,2.4365340323129203e-06
2025-11-29 03:39:00+00:00,7.523341594151134e-08
2025-11-29 03:39:00+00:00,2.4324147034349153e-06
2025-11-29 03:40:00+00:00,7.229574094935742e-08
2025-11-29 03:40:00+00:00,2.4303665213665226e-06
2025-11-29 03:41:00+00:00,7.458859130338169e-08
2025-11-29 03:41:00+00:00,2.4614373614895158e-06
2025-11-29 03:42:00+00:00,8.901404413563796e-08
2025-11-29 03:42:00+00:00,2.534546183596831e-06
2025-11-29 03:43:00+00:00,1.0574995457091063e-07
2025-11-29 03:43:00+00:00,2.607927399367327e-06
2025-11-29 03:44:00+00:00,1.152952719962741e-07
2025-11-29 03:44:00+00:00,2.6772409000841435e-06
2025-11-29 03:45:00+00:00,1.1657009935106544e-07
2025-11-29 03:45:00+00:00,2.6872385205933824e-06
2025-11-29 03:46:00+00:00,1.1361930063458203e-07
2025-11-29 03:46:00+00:00,2.706098484850372e-06
2025-11-29 03:47:00+00:00,1.0674067851823565e-07
2025-11-29 03:47:00+00:00,2.716397602853249e-06
2025-11-29 03:48:00+00:00,1.0217311796623108e-07
2025-11-29 03:48:00+00:00,2.7380640403862344e-06
2025-11-29 03:49:00+00:00,9.454405613951167e-08
2025-11-29 03:49:00+00:00,2.710504986680462e-06
2025-11-29 03:50:00+00:00,9.284623558869498e-08
2025-11-29 03:50:00+00:00,2.6786358375829877e-06
2025-11-29 03:51:00+00:00,8.707346665914883e-08
2025-11-29 03:51:00+00:00,2.6551706469035707e-06
2025-11-29 03:52:00+00:00,8.26486470373311e-08
2025-11-29 03:52:00+00:00,2.6441889531270135e-06
2025-11-29 03:53:00+00:00,8.905302451012176e-08
2025-11-29 03:53:00+00:00,2.647998599059065e-06
2025-11-29 03:54:00+00:00,8.19760970216521e-08
2025-11-29 03:54:00+00:00,2.621118483148166e-06
2025-11-29 03:55:00+00:00,7.552954173206672e-08
2025-11-29 03:55:00+00:00,2.5723174985614605e-06
2025-11-29 03:56:00+00:00,7.587939165887292e-08
2025-11-29 03:56:00+00:00,2.5465017188253114e-06
2025-11-29 03:57:00+00:00,7.535442136941128e-08
2025-11-29 03:57:00+00:00,2.5696740522107575e-06
2025-11-29 03:58:00+00:00,7.808866087088973e-08
2025-11-29 03:58:00+00:00,2.5895744784065755e-06
2025-11-29 03:59:00+00:00,8.262663442337725e-08
2025-11-29 03:59:00+00:00,2.601624373710365e-06
2025-11-29 04:00:00+00:00,8.700644826831194e-08
2025-11-29 04:00:00+00:00,2.6637769678927725e-06
2025-11-29 04:01:00+00:00,8.677729113060195e-08
2025-11-29 04:01:00+00:00,2.680789521036786e-06
2025-11-29 04:02:00+00:00,1.0665512917285014e-07
2025-11-29 04:02:00+00:00,2.8228573683009017e-06
2025-11-29 04:03:00+00:00,1.2489869050114066e-07
2025-11-29 04:03:00+00:00,3.023147428393713e-06
2025-11-29 04:04:00+00:00,1.2078460542852554e-07
2025-11-29 04:04:00+00:00,3.0506832899845904e-06
2025-11-29 04:05:00+00:00,1.1393029097916951e-07
2025-11-29 04:05:00+00:00,2.9512721084756777e-06
2025-11-29 04:06:00+00:00,1.058087661931495e-07
2025-11-29 04:06:00+00:00,2.884135255953879e-06
2025-11-29 04:07:00+00:00,1.0704746244982744e-07
2025-11-29 04:07:00+00:00,2.8549297894642223e-06
2025-11-29 04:08:00+00:00,9.94476820892487e-08
2025-11-29 04:08:00+00:00,2.8297133667365415e-06
2025-11-29 04:09:00+00:00,9.752672269769391e-08
2025-11-29 04:09:00+00:00,2.823861450451659e-06
2025-11-29 04:10:00+00:00,1.023142033318436e-07
2025-11-29 04:10:00+00:00,2.849017846529023e-06
2025-11-29 04:11:00+00:00,1.046020869921449e-07
2025-11-29 04:11:00+00:00,2.8606127671082504e-06
2025-11-29 04:12:00+00:00,1.0310712639238773e-07
2025-11-29 04:12:00+00:00,2.8383576591295423e-06
2025-11-29 04:13:00+00:00,9.64232285127764e-08
2025-11-29 04:13:00+00:00,2.8052463676431216e-06
2025-11-29 04:14:00+00:00,9.301057701804893e-08
2025-11-29 04:14:00+00:00,2.775654820652562e-06
2025-11-29 04:15:00+00:00,8.975388254839345e-08
2025-11-29 04:15:00+00:00,2.778505404421594e-06
2025-11-29 04:16:00+00:00,9.598357308959748e-08
2025-11-29 04:16:00+00:00,2.81664415524574e-06
2025-11-29 04:17:00+00:00,1.9924202376842004e-07
2025-11-29 04:17:00+00:00,3.268435193604091e-06
2025-11-29 04:18:00+00:00,1.737231627885194e-06
2025-11-29 04:18:00+00:00,9.107407095143571e-06
2025-11-29 04:19:00+00:00,2.851989165719715e-06
2025-11-29 04:19:00+00:00,1.4087353520153556e-05
2025-11-29 04:20:00+00:00,3.1092570225155214e-06
2025-11-29 04:20:00+00:00,1.5699302821303718e-05
2025-11-29 04:21:00+00:00,1.9509031972120283e-06
2025-11-29 04:21:00+00:00,1.2751353096973617e-05
2025-11-29 04:22:00+00:00,9.790066997084068e-07
2025-11-29 04:22:00+00:00,9.105915523832664e-06
2025-11-29 04:23:00+00:00,4.5561719730358163e-07
2025-11-29 04:23:00+00:00,6.184854100865778e-06
2025-11-29 04:24:00+00:00,2.399323193458258e-07
2025-11-29 04:24:00+00:00,4.3957425077678636e-06
2025-11-29 04:25:00+00:00,1.572774408487021e-07
2025-11-29 04:25:00+00:00,3.4322583815082908e-06
2025-11-29 04:26:00+00:00,1.409431860110999e-07
2025-11-29 04:26:00+00:00,3.1194215353025356e-06
2025-11-29 04:27:00+00:00,1.3263435505450616e-07
2025-11-29 04:27:00+00:00,3.022298869836959e-06
2025-11-29 04:28:00+00:00,1.4126418079740688e-07
2025-11-29 04:28:00+00:00,3.0192632038961165e-06
2025-11-29 04:29:00+00:00,1.350617822026834e-07
2025-11-29 04:29:00+00:00,3.012818751813029e-06
2025-11-29 04:30:00+00:00,1.3094732764784567e-07
2025-11-29 04:30:00+00:00,2.995466275024228e-06
2025-11-29 04:31:00+00:00,1.2936854432155087e-07
2025-11-29 04:31:00+00:00,2.979239525302546e-06
2025-11-29 04:32:00+00:00,1.2519996062110295e-07
2025-11-29 04:32:00+00:00,2.957550805149367e-06
2025-11-29 04:33:00+00:00,1.2488294487411622e-07
2025-11-29 04:33:00+00:00,2.9488680866052164e-06
2025-11-29 04:34:00+00:00,1.230552015840658e-07
2025-11-29 04:34:00+00:00,2.9681323212571442e-06
2025-11-29 04:35:00+00:00,1.2348347411261784e-07
2025-11-29 04:35:00+00:00,3.0004478048795136e-06
2025-11-29 04:36:00+00:00,1.2483995703860273e-07
2025-11-29 04:36:00+00:00,3.020085387106519e-06
2025-11-29 04:37:00+00:00,1.1811620481694263e-07
2025-11-29 04:37:00+00:00,2.993289854202885e-06
2025-11-29 04:38:00+00:00,1.1712452874235169e-07
2025-11-29 04:38:00+00:00,2.9585205538751325e-06
2025-11-29 04:39:00+00:00,1.1238592634299494e-07
2025-11-29 04:39:00+00:00,2.933068799393368e-06
2025-11-29 04:40:00+00:00,1.1182159198597219e-07
2025-11-29 04:40:00+00:00,2.903599579440197e-06
2025-11-29 04:41:00+00:00,1.1257246512741403e-07
2025-11-29 04:41:00+00:00,2.8917236249981215e-06
2025-11-29 04:42:00+00:00,1.1397766996879e-07
2025-11-29 04:42:00+00:00,2.89809167952626e-06
2025-11-29 04:43:00+00:00,1.1857219561761667e-07
2025-11-29 04:43:00+00:00,2.9142511266400106e-06
2025-11-29 04:44:00+00:00,1.2750135169881105e-07
2025-11-29 04:44:00+00:00,2.9896036721765995e-06
2025-11-29 04:45:00+00:00,1.2885553246633208e-07
2025-11-29 04:45:00+00:00,3.027602133442997e-06
2025-11-29 04:46:00+00:00,1.3212905969339772e-07
2025-11-29 04:46:00+00:00,3.04016680274799e-06
2025-11-29 04:47:00+00:00,1.3947496313448937e-07
2025-11-29 04:47:00+00:00,3.0543558295903495e-06
2025-11-29 04:48:00+00:00,1.4502394662940787e-07
2025-11-29 04:48:00+00:00,3.088443691012799e-06
2025-11-29 04:49:00+00:00,1.4413595295081905e-07
2025-11-29 04:49:00+00:00,3.114317905783537e-06
2025-11-29 04:50:00+00:00,1.442745514168564e-07
2025-11-29 04:50:00+00:00,3.124829618172953e-06
2025-11-29 04:51:00+00:00,1.423296822622433e-07
2025-11-29 04:51:00+00:00,3.1429751743417e-06
2025-11-29 04:52:00+00:00,1.3595168013580405e-07
2025-11-29 04:52:00+00:00,3.133520294795744e-06
2025-11-29 04:53:00+00:00,1.2974319929526246e-07
2025-11-29 04:53:00+00:00,3.1058550575835397e-06
2025-11-29 04:54:00+00:00,1.273272403068404e-07
2025-11-29 04:54:00+00:00,3.078816462220857e-06
2025-11-29 04:55:00+00:00,1.260054318663606e-07
2025-11-29 04:55:00+00:00,3.0853000225761207e-06
2025-11-29 04:56:00+00:00,1.3007533539166616e-07
2025-11-29 04:56:00+00:00,3.124694330836064e-06
2025-11-29 04:57:00+00:00,1.2798919613032922e-07
2025-11-29 04:57:00+00:00,3.134798589599086e-06
2025-11-29 04:58:00+00:00,1.2762416190525983e-07
2025-11-29 04:58:00+00:00,3.122061571048107e-06
2025-11-29 04:59:00+00:00,1.2614506772479217e-07
2025-11-29 04:59:00+00:00,3.0836013138468843e-06
2025-11-29 05:00:00+00:00,1.2396202464515227e-07
2025-11-29 05:00:00+00:00,3.0487944968626834e-06
2025-11-29 05:01:00+00:00,1.2149432393471216e-07
2025-11-29 05:01:00+00:00,3.0376063477888238e-06
2025-11-29 05:02:00+00:00,1.162603595616929e-07
2025-11-29 05:02:00+00:00,3.0269811759353615e-06
2025-11-29 05:03:00+00:00,1.214708902352868e-07
2025-11-29 05:03:00+00:00,3.0363944460987113e-06
2025-11-29 05:04:00+00:00,1.3095144879571308e-07
2025-11-29 05:04:00+00:00,3.093496843575849e-06
2025-11-29 05:05:00+00:00,1.6372695199606824e-07
2025-11-29 05:05:00+00:00,3.3242044992221054e-06
2025-11-29 05:06:00+00:00,1.7117844208769384e-07
2025-11-29 05:06:00+00:00,3.4349320685578277e-06
2025-11-29 05:07:00+00:00,1.751749749701048e-07
2025-11-29 05:07:00+00:00,3.515340267767897e-06
2025-11-29 05:08:00+00:00,1.9173275234152243e-07
2025-11-29 05:08:00+00:00,3.6657461350841913e-06
2025-11-29 05:09:00+00:00,3.685477736325993e-07
2025-11-29 05:09:00+00:00,4.549810000753496e-06
2025-11-29 05:10:00+00:00,2.2437743041336944e-07
2025-11-29 05:10:00+00:00,4.029275260108989e-06
2025-11-29 05:11:00+00:00,1.6257320112345042e-07
2025-11-29 05:11:00+00:00,3.5041225601162296e-06
2025-11-29 05:12:00+00:00,1.5324165758556774e-07
2025-11-29 05:12:00+00:00,3.4248205338371918e-06
2025-11-29 05:13:00+00:00,1.4467354958469514e-07
2025-11-29 05:13:00+00:00,3.3661153793218546e-06
2025-11-29 05:14:00+00:00,1.4546635895840154e-07
2025-11-29 05:14:00+00:00,3.345463710502372e-06
2025-11-29 05:15:00+00:00,1.36043894372051e-07
2025-11-29 05:15:00+00:00,3.2671878216206096e-06
2025-11-29 05:16:00+00:00,1.244189746785196e-07
2025-11-29 05:16:00+00:00,3.1914487408357672e-06
2025-11-29 05:17:00+00:00,1.1908662145287963e-07
2025-11-29 05:17:00+00:00,3.1418771868629847e-06
2025-11-29 05:18:00+00:00,1.1544010902753143e-07
2025-11-29 05:18:00+00:00,3.1176250558928587e-06
2025-11-29 05:19:00+00:00,1.1603359695300242e-07
2025-11-29 05:19:00+00:00,3.092893393841223e-06
2025-11-29 05:20:00+00:00,1.1683476230928136e-07
2025-11-29 05:20:00+00:00,3.063689973714645e-06
2025-11-29 05:21:00+00:00,1.1529804311294356e-07
2025-11-29 05:21:00+00:00,3.036249609067454e-06
2025-11-29 05:22:00+00:00,1.1631753693563951e-07
2025-11-29 05:22:00+00:00,3.010347654708312e-06
2025-11-29 05:23:00+00:00,1.1674099908987046e-07
2025-11-29 05:23:00+00:00,2.9779182568745455e-06
2025-11-29 05:24:00+00:00,1.1274060085497695e-07
2025-11-29 05:24:00+00:00,2.949564077425748e-06
2025-11-29 05:25:00+00:00,1.1106909170166546e-07
2025-11-29 05:25:00+00:00,2.9306436317710904e-06
2025-11-29 05:26:00+00:00,1.1221516160730971e-07
2025-11-29 05:26:00+00:00,2.929051561295637e-06
2025-11-29 05:27:00+00:00,1.0818575901794247e-07
2025-11-29 05:27:00+00:00,2.9103246106387815e-06
2025-11-29 05:28:00+00:00,1.0650255433120037e-07
2025-11-29 05:28:00+00:00,2.8845233828178607e-06
2025-11-29 05:29:00+00:00,1.0216586332489896e-07
2025-11-29 05:29:00+00:00,2.871557171602035e-06
2025-11-29 05:30:00+00:00,1.0535315908555276e-07
2025-11-29 05:30:00+00:00,2.886711854444002e-06
2025-11-29 05:31:00+00:00,1.0361098645716993e-07
2025-11-29 05:31:00+00:00,2.8952442789886845e-06
2025-11-29 05:32:00+00:00,1.0643817205391315e-07
2025-11-29 05:32:00+00:00,2.9206562430772465e-06
2025-11-29 05:33:00+00:00,1.2334089660726022e-07
2025-11-29 05:33:00+00:00,3.003013034685864e-06
2025-11-29 05:34:00+00:00,1.6237690658726933e-07
2025-11-29 05:34:00+00:00,3.218515985281556e-06
2025-11-29 05:35:00+00:00,2.0430574920737854e-07
2025-11-29 05:35:00+00:00,3.444890353421215e-06
2025-11-29 05:36:00+00:00,2.0636259989714745e-07
2025-11-29 05:36:00+00:00,3.540590796546894e-06
2025-11-29 05:37:00+00:00,1.7040848376836948e-07
2025-11-29 05:37:00+00:00,3.437721943555516e-06
2025-11-29 05:38:00+00:00,1.411315508903499e-07
2025-11-29 05:38:00+00:00,3.301980541436933e-06
2025-11-29 05:39:00+00:00,1.2364343149329216e-07
2025-11-29 05:39:00+00:00,3.2188620480155805e-06
2025-11-29 05:40:00+00:00,1.1968694479946862e-07
2025-11-29 05:40:00+00:00,3.2002517400542274e-06
2025-11-29 05:41:00+00:00,1.1402314470387864e-07
2025-11-29 05:41:00+00:00,3.197149908373831e-06
2025-11-29 05:42:00+00:00,1.2685632100328803e-07
2025-11-29 05:42:00+00:00,3.2713855944166426e-06
2025-11-29 05:43:00+00:00,1.5841160916352237e-07
2025-11-29 05:43:00+00:00,3.5120481243211543e-06
2025-11-29 05:44:00+00:00,1.7771925797660515e-07
2025-11-29 05:44:00+00:00,3.778624204642256e-06
2025-11-29 05:45:00+00:00,1.8372794841070572e-07
2025-11-29 05:45:00+00:00,3.707999894686509e-06
2025-11-29 05:46:00+00:00,2.0764176156262693e-07
2025-11-29 05:46:00+00:00,3.841746092803078e-06
2025-11-29 05:47:00+00:00,1.5542647702204704e-07
2025-11-29 05:47:00+00:00,3.4992151540791383e-06
2025-11-29 05:48:00+00:00,1.427589353397707e-07
2025-11-29 05:48:00+00:00,3.3623816761974012e-06
2025-11-29 05:49:00+00:00,1.53396229052305e-07
2025-11-29 05:49:00+00:00,3.415096898606862e-06
2025-11-29 05:50:00+00:00,1.3171224111374613e-07
2025-11-29 05:50:00+00:00,3.219246991648106e-06
2025-11-29 05:51:00+00:00,1.171399617305724e-07
2025-11-29 05:51:00+00:00,3.05832668345829e-06
2025-11-29 05:52:00+00:00,1.0994403965014499e-07
2025-11-29 05:52:00+00:00,2.9486300263670273e-06
2025-11-29 05:53:00+00:00,1.0412015427618826e-07
2025-11-29 05:53:00+00:00,2.89254353447177e-06
2025-11-29 05:54:00+00:00,1.080487379567785e-07
2025-11-29 05:54:00+00:00,2.8657411803578725e-06
2025-11-29 05:55:00+00:00,1.0701562302983803e-07
2025-11-29 05:55:00+00:00,2.8142671908426564e-06
2025-11-29 05:56:00+00:00,1.0542439810024007e-07
2025-11-29 05:56:00+00:00,2.78280481325055e-06
2025-11-29 05:57:00+00:00,1.1146499900860363e-07
2025-11-29 05:57:00+00:00,2.8102788292017067e-06
2025-11-29 05:58:00+00:00,1.2137815019741538e-07
2025-11-29 05:58:00+00:00,2.8523058972496074e-06
2025-11-29 05:59:00+00:00,1.2692937900737888e-07
2025-11-29 05:59:00+00:00,2.8579361242009327e-06
2025-11-29 06:00:00+00:00,1.3383061059357715e-07
2025-11-29 06:00:00+00:00,2.893415285143419e-06
2025-11-29 06:01:00+00:00,1.5107264061953174e-07
2025-11-29 06:01:00+00:00,2.9904085749876685e-06
2025-11-29 06:02:00+00:00,1.7312659394974617e-07
2025-11-29 06:02:00+00:00,3.17242847813759e-06
2025-11-29 06:03:00+00:00,1.7946490515896585e-07
2025-11-29 06:03:00+00:00,3.1980202948034275e-06
2025-11-29 06:04:00+00:00,1.8592108119719342e-07
2025-11-29 06:04:00+00:00,3.2480209029017715e-06
2025-11-29 06:05:00+00:00,1.8748039565252839e-07
2025-11-29 06:05:00+00:00,3.2537234346818877e-06
2025-11-29 06:06:00+00:00,1.9116154703624488e-07
2025-11-29 06:06:00+00:00,3.297516514066956e-06
2025-11-29 06:07:00+00:00,1.897043091503292e-07
2025-11-29 06:07:00+00:00,3.3348424040013924e-06
2025-11-29 06:08:00+00:00,1.919249115189814e-07
2025-11-29 06:08:00+00:00,3.376802169441362e-06
2025-11-29 06:09:00+00:00,1.9303105602830328e-07
2025-11-29 06:09:00+00:00,3.409861392356106e-06
2025-11-29 06:10:00+00:00,1.8460667661202024e-07
2025-11-29 06:10:00+00:00,3.431742015891359e-06
2025-11-29 06:11:00+00:00,1.8339761709285085e-07
2025-11-29 06:11:00+00:00,3.4562149267003406e-06
2025-11-29 06:12:00+00:00,1.7810735641887732e-07
2025-11-29 06:12:00+00:00,3.480220584606286e-06
2025-11-29 06:13:00+00:00,1.7347021241675975e-07
2025-11-29 06:13:00+00:00,3.494199518172536e-06
2025-11-29 06:14:00+00:00,1.714151949272491e-07
2025-11-29 06:14:00+00:00,3.5040645798289916e-06
2025-11-29 06:15:00+00:00,1.7792838491459406e-07
2025-11-29 06:15:00+00:00,3.641645662355586e-06
2025-11-29 06:16:00+00:00,1.81009340849414e-07
2025-11-29 06:16:00+00:00,3.756498472284875e-06
2025-11-29 06:17:00+00:00,1.7261686480196659e-07
2025-11-29 06:17:00+00:00,3.7269326185196405e-06
2025-11-29 06:18:00+00:00,1.5940707953632227e-07
2025-11-29 06:18:00+00:00,3.645614697234123e-06
2025-11-29 06:19:00+00:00,1.510651372882421e-07
2025-11-29 06:19:00+00:00,3.5737684811465442e-06
2025-11-29 06:20:00+00:00,1.4412520954465435e-07
2025-11-29 06:20:00+00:00,3.4932870676129824e-06
2025-11-29 06:21:00+00:00,1.381782226417272e-07
2025-11-29 06:21:00+00:00,3.4171107472502626e-06
2025-11-29 06:22:00+00:00,1.304896670717426e-07
2025-11-29 06:22:00+00:00,3.344216565892566e-06
2025-11-29 06:23:00+00:00,1.260941502323476e-07
2025-11-29 06:23:00+00:00,3.276817324149306e-06
2025-11-29 06:24:00+00:00,1.229377915024088e-07
2025-11-29 06:24:00+00:00,3.2362097499571973e-06
2025-11-29 06:25:00+00:00,1.207195197139299e-07
2025-11-29 06:25:00+00:00,3.200305400241632e-06
2025-11-29 06:26:00+00:00,1.1377012043567447e-07
2025-11-29 06:26:00+00:00,3.1541364933218574e-06
2025-11-29 06:27:00+00:00,1.1664113941378673e-07
2025-11-29 06:27:00+00:00,3.155908189000911e-06
2025-11-29 06:28:00+00:00,1.25121218275126e-07
2025-11-29 06:28:00+00:00,3.2067118809209205e-06
2025-11-29 06:29:00+00:00,1.2877465849214786e-07
2025-11-29 06:29:00+00:00,3.265535269747488e-06
2025-11-29 06:30:00+00:00,1.3087942818401643e-07
2025-11-29 06:30:00+00:00,3.2982914035528665e-06
2025-11-29 06:31:00+00:00,1.470624937383036e-07
2025-11-29 06:31:00+00:00,3.4214444895042107e-06
2025-11-29 06:32:00+00:00,1.3537882637137955e-07
2025-11-29 06:32:00+00:00,3.355005674166023e-06
2025-11-29 06:33:00+00:00,1.3782268126760755e-07
2025-11-29 06:33:00+00:00,3.331356992930523e-06
2025-11-29 06:34:00+00:00,1.2182231046153902e-07
2025-11-29 06:34:00+00:00,3.2931138775893487e-06
2025-11-29 06:35:00+00:00,1.1911050279422852e-07
2025-11-29 06:35:00+00:00,3.261005986132659e-06
2025-11-29 06:36:00+00:00,1.1942934463604615e-07
2025-11-29 06:36:00+00:00,3.2415844088973245e-06
