timestamp,density,speed,temperature
2025-11-29 02:25:00,0.46,568.2,2000
2025-11-29 02:26:00,0.52,570.8,7970
2025-11-29 02:27:00,0.32,570.4,2000
2025-11-29 02:28:00,0.33,582.8,2000
2025-11-29 02:29:00,0.37,581.5,2000
2025-11-29 02:30:00,0.48,583.0,2000
2025-11-29 02:31:00,0.95,587.6,8898
2025-11-29 02:32:00,1.24,585.4,11081
2025-11-29 02:33:00,1.11,586.5,10056
2025-11-29 02:34:00,0.41,589.8,2000
2025-11-29 02:35:00,0.31,582.7,2000
2025-11-29 02:36:00,0.25,572.5,2000
2025-11-29 02:37:00,0.24,582.9,2000
2025-11-29 02:38:00,0.24,581.8,2000
2025-11-29 02:39:00,0.3,584.3,2000
2025-11-29 02:40:00,0.25,583.0,2000
2025-11-29 02:41:00,0.45,567.1,2000
2025-11-29 02:42:00,0.42,573.8,8652
2025-11-29 02:43:00,0.47,570.7,2000
2025-11-29 02:44:00,0.45,566.0,2000
2025-11-29 02:45:00,0.28,582.6,2000
2025-11-29 02:46:00,0.2,585.1,2000
2025-11-29 02:47:00,0.24,579.3,2000
2025-11-29 02:48:00,0.19,583.8,2000
2025-11-29 02:49:00,0.21,582.6,2000
2025-11-29 02:50:00,0.19,572.5,2000
2025-11-29 02:51:00,0.37,600.4,13634
2025-11-29 02:52:00,0.34,602.3,13604
2025-11-29 02:53:00,0.38,601.3,13990
2025-11-29 02:54:00,0.18,591.6,2000
2025-11-29 02:55:00,0.3,604.6,10565
2025-11-29 02:56:00,0.26,608.6,5357
2025-11-29 02:57:00,0.25,610.5,2000
2025-11-29 02:58:00,0.23,604.7,2000
2025-11-29 02:59:00,0.22,610.5,2000
2025-11-29 03:00:00,0.24,608.7,5261
2025-11-29 03:01:00,0.23,610.5,2000
2025-11-29 03:02:00,0.21,610.5,2000
2025-11-29 03:03:00,0.22,610.5,2000
2025-11-29 03:04:00,0.22,610.5,2000
2025-11-29 03:05:00,0.27,608.8,5044
2025-11-29 03:06:00,0.25,610.5,2000
2025-11-29 03:07:00,0.26,610.5,2000
2025-11-29 03:08:00,0.22,610.5,2000
2025-11-29 03:09:00,0.22,610.5,2000
2025-11-29 03:10:00,0.27,607.6,6783
2025-11-29 03:11:00,0.33,604.9,11461
2025-11-29 03:12:00,0.31,606.7,7681
2025-11-29 03:14:00,0.1,596.4,2000
2025-11-29 03:15:00,0.08,597.8,2000
2025-11-29 03:16:00,0.19,597.5,2000
2025-11-29 03:17:00,0.15,591.0,2000
2025-11-29 03:18:00,0.07,591.0,2000
2025-11-29 03:19:00,0.19,572.5,2000
2025-11-29 03:20:00,0.18,572.5,2000
2025-11-29 03:24:00,0.06,591.0,2000
2025-11-29 03:25:00,0.21,572.5,2000
2025-11-29 03:26:00,0.15,599.6,2000
2025-11-29 03:27:00,0.13,594.3,2000
2025-11-29 03:28:00,0.28,593.3,2000
2025-11-29 03:29:00,0.34,592.0,2000
2025-11-29 03:30:00,0.59,587.8,7578
2025-11-29 03:31:00,0.49,587.5,6555
2025-11-29 03:32:00,0.42,590.2,4610
2025-11-29 03:34:00,0.21,572.5,2000
2025-11-29 03:35:00,0.37,606.4,9318
2025-11-29 03:37:00,0.22,598.3,6268
2025-11-29 03:39:00,0.09,599.2,2000
2025-11-29 03:40:00,0.1,591.0,2000
2025-11-29 03:41:00,0.22,594.7,2000
2025-11-29 03:42:00,0.32,590.7,2000
2025-11-29 03:43:00,0.07,593.9,2000
2025-11-29 03:45:00,0.12,590.7,2000
2025-11-29 03:46:00,0.12,592.3,2000
2025-11-29 03:47:00,0.16,597.9,2000
2025-11-29 03:48:00,0.29,604.9,2000
2025-11-29 03:49:00,0.33,576.3,2000
2025-11-29 03:50:00,0.25,610.5,2000
2025-11-29 03:51:00,0.27,609.4,3796
2025-11-29 03:52:00,0.24,610.5,2000
2025-11-29 03:53:00,0.21,572.5,2000
2025-11-29 03:54:00,0.14,590.6,2000
2025-11-29 03:55:00,0.09,594.2,2000
2025-11-29 03:56:00,0.11,595.1,2000
2025-11-29 03:57:00,0.47,591.3,7007
2025-11-29 03:58:00,0.45,591.6,6196
2025-11-29 03:59:00,0.3,595.9,2000
2025-11-29 04:00:00,0.33,593.8,2000
2025-11-29 04:01:00,0.15,593.4,2000
2025-11-29 04:02:00,0.27,596.6,2000
2025-11-29 04:03:00,0.39,592.4,2000
2025-11-29 04:04:00,0.25,595.2,2000
2025-11-29 04:05:00,0.28,597.0,2000
2025-11-29 04:06:00,0.25,595.4,2000
2025-11-29 04:07:00,0.23,595.7,2000
2025-11-29 04:08:00,0.26,594.8,2000
2025-11-29 04:09:00,0.14,600.7,2000
2025-11-29 04:10:00,0.29,594.1,2000
2025-11-29 04:11:00,0.16,600.2,2000
2025-11-29 04:12:00,0.3,587.1,2000
2025-11-29 04:13:00,0.64,587.9,11281
2025-11-29 04:14:00,0.14,593.0,2000
2025-11-29 04:15:00,0.35,592.1,2000
2025-11-29 04:16:00,0.67,588.3,10539
2025-11-29 04:17:00,0.32,596.6,2000
2025-11-29 04:18:00,0.28,596.1,2000
2025-11-29 04:19:00,0.28,596.5,2000
2025-11-29 04:20:00,0.29,596.7,2000
2025-11-29 04:21:00,0.26,596.3,2000
2025-11-29 04:22:00,0.4,593.0,4893
2025-11-29 04:23:00,1.04,585.8,12274
2025-11-29 04:24:00,0.95,587.3,12240
2025-11-29 04:25:00,0.46,593.8,2000
2025-11-29 04:26:00,0.64,590.0,9438
2025-11-29 04:27:00,0.74,588.8,10650
2025-11-29 04:28:00,0.87,586.7,11268
2025-11-29 04:29:00,0.9,586.1,11715
2025-11-29 04:30:00,0.76,586.6,10545
2025-11-29 04:31:00,0.44,590.7,5099
2025-11-29 04:32:00,0.55,588.8,7430
2025-11-29 04:33:00,0.38,591.5,2000
2025-11-29 04:34:00,0.21,591.6,2000
2025-11-29 04:35:00,0.32,591.6,2000
2025-11-29 04:36:00,0.09,591.0,2000
2025-11-29 04:38:00,0.23,601.2,6999
2025-11-29 04:39:00,0.09,591.0,2000
2025-11-29 04:40:00,0.13,592.2,2000
2025-11-29 04:41:00,0.07,605.1,2000
2025-11-29 04:42:00,0.07,593.3,2000
2025-11-29 04:43:00,0.21,595.4,2000
2025-11-29 04:44:00,0.33,602.8,13320
2025-11-29 04:45:00,0.26,605.8,10092
2025-11-29 04:46:00,0.24,607.5,5905
2025-11-29 04:47:00,0.22,608.8,4924
2025-11-29 04:48:00,0.24,610.5,2000
2025-11-29 04:49:00,0.21,610.5,2000
2025-11-29 04:50:00,0.21,610.5,2000
2025-11-29 04:51:00,0.23,610.5,2000
2025-11-29 04:52:00,0.24,610.5,2000
2025-11-29 04:53:00,0.26,607.7,6783
2025-11-29 04:54:00,0.27,607.4,7454
2025-11-29 04:55:00,0.26,607.0,8121
2025-11-29 04:56:00,0.27,608.0,6252
2025-11-29 04:57:00,0.34,597.2,11512
2025-11-29 04:58:00,0.38,602.2,13751
2025-11-29 04:59:00,0.36,603.4,13032
2025-11-29 05:00:00,0.38,602.4,13532
2025-11-29 05:01:00,0.39,601.5,13964
2025-11-29 05:02:00,0.39,600.6,13736
2025-11-29 05:03:00,0.35,604.2,11978
2025-11-29 05:04:00,0.37,602.2,13419
2025-11-29 05:05:00,0.34,598.4,12883
2025-11-29 05:06:00,0.23,602.6,2000
2025-11-29 05:07:00,0.23,593.7,2000
2025-11-29 05:08:00,0.32,592.7,5702
2025-11-29 05:09:00,0.55,589.3,8526
2025-11-29 05:10:00,0.87,583.9,12112
2025-11-29 05:11:00,0.81,584.6,12006
2025-11-29 05:12:00,0.48,588.7,8481
2025-11-29 05:13:00,0.4,593.0,7161
2025-11-29 05:14:00,0.35,592.0,7688
2025-11-29 05:15:00,0.44,589.2,5882
2025-11-29 05:16:00,0.26,594.4,2000
2025-11-29 05:17:00,0.33,596.0,8703
2025-11-29 05:18:00,0.33,597.9,12497
2025-11-29 05:19:00,0.3,607.2,7513
2025-11-29 05:20:00,0.26,607.9,6468
2025-11-29 05:21:00,0.32,605.6,9539
2025-11-29 05:22:00,0.27,607.8,6677
2025-11-29 05:23:00,0.37,602.8,13661
2025-11-29 05:24:00,0.27,610.5,2000
2025-11-29 05:25:00,0.23,610.5,2000
2025-11-29 05:26:00,0.23,610.5,2000
2025-11-29 05:27:00,0.2,610.5,2000
2025-11-29 05:28:00,0.3,607.6,7213
2025-11-29 05:29:00,0.31,603.3,8169
2025-11-29 05:30:00,0.33,604.4,12093
2025-11-29 05:31:00,0.31,603.2,8404
2025-11-29 05:32:00,0.21,610.5,2000
2025-11-29 05:33:00,0.28,593.5,2000
2025-11-29 05:34:00,0.38,591.9,6853
2025-11-29 05:35:00,0.24,593.8,2000
2025-11-29 05:36:00,0.37,594.3,7627
2025-11-29 05:37:00,0.37,603.5,10255
2025-11-29 05:38:00,0.33,606.7,8670
2025-11-29 05:39:00,0.22,610.5,2000
2025-11-29 05:40:00,0.23,610.5,2000
2025-11-29 05:41:00,0.25,608.4,5602
2025-11-29 05:42:00,0.23,610.5,2000
2025-11-29 05:43:00,0.21,610.5,2000
2025-11-29 05:44:00,0.24,610.5,2000
2025-11-29 05:45:00,0.22,609.1,4416
2025-11-29 05:46:00,0.25,605.7,2000
2025-11-29 05:47:00,0.37,596.5,11378
2025-11-29 05:48:00,0.28,602.1,6813
2025-11-29 05:49:00,0.26,610.5,2000
2025-11-29 05:50:00,0.23,610.5,2000
2025-11-29 05:51:00,0.19,610.5,2000
2025-11-29 05:52:00,0.28,608.1,6307
2025-11-29 05:53:00,0.2,610.5,2000
2025-11-29 05:54:00,0.24,608.4,2000
2025-11-29 05:55:00,0.27,608.2,6045
2025-11-29 05:56:00,0.27,610.5,2000
2025-11-29 05:57:00,0.25,608.8,4957
2025-11-29 05:58:00,0.17,610.5,2000
2025-11-29 05:59:00,0.26,608.8,4565
2025-11-29 06:00:00,0.22,610.5,2000
2025-11-29 06:01:00,0.35,603.6,12852
2025-11-29 06:02:00,0.22,610.5,2000
2025-11-29 06:03:00,0.2,610.5,2000
2025-11-29 06:04:00,0.21,610.5,2000
2025-11-29 06:05:00,0.22,610.5,2000
2025-11-29 06:06:00,0.19,610.5,2000
2025-11-29 06:07:00,0.25,610.5,2000
2025-11-29 06:08:00,0.21,610.5,2000
2025-11-29 06:09:00,0.22,610.5,2000
2025-11-29 06:10:00,0.22,610.5,2000
2025-11-29 06:11:00,0.22,610.5,2000
2025-11-29 06:12:00,0.21,610.5,2000
2025-11-29 06:13:00,0.22,610.5,2000
2025-11-29 06:14:00,0.21,610.5,2000
2025-11-29 06:15:00,0.25,610.5,2000
2025-11-29 06:16:00,0.2,610.5,2000
2025-11-29 06:17:00,0.21,610.5,2000
2025-11-29 06:18:00,0.2,610.5,2000
2025-11-29 06:19:00,0.19,610.5,2000
2025-11-29 06:20:00,0.22,610.5,2000
2025-11-29 06:21:00,0.21,610.5,2000
2025-11-29 06:22:00,0.21,610.5,2000
2025-11-29 06:23:00,0.2,610.5,2000
2025-11-29 06:24:00,0.2,610.5,2000
2025-11-29 06:25:00,0.2,610.5,2000
2025-11-29 06:26:00,0.23,610.5,2000
2025-11-29 06:27:00,0.19,610.5,2000
2025-11-29 06:28:00,0.25,608.9,4830
2025-11-29 06:29:00,0.23,610.5,2000
2025-11-29 06:30:00,0.26,608.6,5285
2025-11-29 06:31:00,0.21,610.5,2000
2025-11-29 06:32:00,0.21,610.5,2000
2025-11-29 06:33:00,0.26,608.2,6038
2025-11-29 06:34:00,0.3,608.0,6231
2025-11-29 06:35:00,0.22,610.5,2000
2025-11-29 06:36:00,0.24,610.5,2000
2025-11-29 06:37:00,0.29,607.8,6723
2025-11-29 06:38:00,0.23,610.5,2000
2025-11-29 06:39:00,0.17,610.5,2000
2025-11-29 06:40:00,0.2,610.5,2000
2025-11-29 06:41:00,0.22,610.5,2000
2025-11-29 06:42:00,0.22,610.5,2000
2025-11-29 06:43:00,0.22,610.5,2000
2025-11-29 06:44:00,0.19,610.5,2000
2025-11-29 06:45:00,0.22,610.5,2000
2025-11-29 06:46:00,0.21,610.5,2000
2025-11-29 06:47:00,0.2,610.5,2000
2025-11-29 06:48:00,0.24,610.5,2000
2025-11-29 06:49:00,0.2,610.5,2000
2025-11-29 06:50:00,0.22,610.5,2000
2025-11-29 06:51:00,0.21,610.5,2000
2025-11-29 06:52:00,0.23,610.5,2000
2025-11-29 06:53:00,0.21,610.5,2000
2025-11-29 06:54:00,0.26,610.5,2000
2025-11-29 06:55:00,0.25,610.5,2000
2025-11-29 06:56:00,0.27,610.5,2000
2025-11-29 06:57:00,0.26,596.8,2000
2025-11-29 06:58:00,0.36,604.3,12176
2025-11-29 06:59:00,0.25,610.5,2000
2025-11-29 07:00:00,0.49,542.9,2000
2025-11-29 07:01:00,0.4,544.7,2000
2025-11-29 07:02:00,0.32,566.2,2000
2025-11-29 07:03:00,0.2,570.2,2000
2025-11-29 07:04:00,0.18,581.8,2000
2025-11-29 07:05:00,0.16,581.7,2000
2025-11-29 07:06:00,0.22,590.1,2000
2025-11-29 07:07:00,0.37,572.6,2000
2025-11-29 07:08:00,0.72,572.5,15693
2025-11-29 07:09:00,0.5,574.1,2000
2025-11-29 07:10:00,0.64,570.3,2000
2025-11-29 07:11:00,0.76,574.6,15643
2025-11-29 07:12:00,1.49,572.7,43181
2025-11-29 07:13:00,1.51,572.0,50842
2025-11-29 07:14:00,1.44,576.0,50966
2025-11-29 07:15:00,1.57,573.0,51126
2025-11-29 07:16:00,1.59,572.6,51224
2025-11-29 07:17:00,1.53,572.3,50055
2025-11-29 07:18:00,1.44,574.0,53288
2025-11-29 07:19:00,1.57,574.9,50716
2025-11-29 07:20:00,1.71,573.6,51528
2025-11-29 07:21:00,1.59,566.5,51683
2025-11-29 07:22:00,0.6,588.4,12520
2025-11-29 07:23:00,0.39,597.1,12030
2025-11-29 07:24:00,0.27,593.8,5782
2025-11-29 07:25:00,0.4,587.8,8029
2025-11-29 07:26:00,0.72,593.2,12289
2025-11-29 07:27:00,0.66,588.8,12102
2025-11-29 07:28:00,1.01,580.4,30760
2025-11-29 07:29:00,1.48,577.4,43805
2025-11-29 07:30:00,1.4,580.9,32980
2025-11-29 07:31:00,1.14,582.6,12422
2025-11-29 11:40:00,0.48,591.7,8933
2025-11-29 11:41:00,0.54,589.8,10848
2025-11-29 11:42:00,0.19,592.0,2000
2025-11-29 11:43:00,0.21,593.3,2000
2025-11-29 11:44:00,0.16,592.9,2000
2025-11-29 11:45:00,0.27,595.3,2000
2025-11-29 11:46:00,0.28,592.9,2000
2025-11-29 11:47:00,0.26,593.9,2000
2025-11-29 11:48:00,0.56,586.4,10051
2025-11-29 11:49:00,0.56,586.5,9443
2025-11-29 11:50:00,0.67,584.0,11755
2025-11-29 11:51:00,0.74,584.2,12054
2025-11-29 11:52:00,0.72,585.1,12291
2025-11-29 11:53:00,0.77,586.2,12303
2025-11-29 11:54:00,0.84,589.0,12492
2025-11-29 11:55:00,0.79,587.0,12428
2025-11-29 11:56:00,0.72,590.6,11932
2025-11-29 11:57:00,0.45,595.1,6445
2025-11-29 11:58:00,0.29,591.6,2000
2025-11-29 11:59:00,0.08,591.0,2000
2025-11-29 12:00:00,0.12,591.0,2000
2025-11-29 12:01:00,0.14,591.0,2000
2025-11-29 12:02:00,0.17,592.8,2000
2025-11-29 12:03:00,0.2,599.7,2000
2025-11-29 12:04:00,0.21,594.1,2000
2025-11-29 12:05:00,0.3,592.6,2000
2025-11-29 12:06:00,1.13,578.2,38462
2025-11-29 12:07:00,1.26,575.0,44904
2025-11-29 12:08:00,0.34,594.5,2000
2025-11-29 12:09:00,0.33,594.1,2000
2025-11-29 12:10:00,0.08,591.0,2000
2025-11-29 12:11:00,0.07,591.0,2000
2025-11-29 12:12:00,0.11,591.0,2000
2025-11-29 12:13:00,0.2,594.8,2000
2025-11-29 12:14:00,0.13,572.6,2000
2025-11-29 12:15:00,0.23,592.4,2000
2025-11-29 12:16:00,0.13,592.6,2000
2025-11-29 12:17:00,0.28,596.9,2000
2025-11-29 12:19:00,0.19,572.6,2000
2025-11-29 12:20:00,0.19,572.6,2000
2025-11-29 12:21:00,0.17,572.6,2000
2025-11-29 12:22:00,0.27,594.8,2000
2025-11-29 12:23:00,0.32,594.5,2000
2025-11-29 12:24:00,0.31,591.9,5287
2025-11-29 12:25:00,0.24,594.6,2000
2025-11-29 12:26:00,0.32,592.3,2000
2025-11-29 12:27:00,0.41,588.9,6051
2025-11-29 12:31:00,0.28,585.2,6756
2025-11-29 12:32:00,0.19,593.2,2000
2025-11-29 12:35:00,0.14,601.8,2000
2025-11-29 12:36:00,0.14,591.0,2000
2025-11-29 12:37:00,0.14,591.0,2000
2025-11-29 12:38:00,0.19,591.0,2000
2025-11-29 12:40:00,0.2,610.5,2000
2025-11-29 12:43:00,0.13,594.6,2000
2025-11-29 12:45:00,0.08,591.0,2000
2025-11-29 12:46:00,0.92,587.9,27119
2025-11-29 12:48:00,0.27,610.5,2000
2025-11-29 12:49:00,0.17,610.5,2000
2025-11-29 12:51:00,0.18,597.2,2000
2025-11-29 12:52:00,0.13,572.6,2000
2025-11-29 12:53:00,0.17,572.6,2000
2025-11-29 12:54:00,0.21,578.7,2000
2025-11-29 12:55:00,0.98,571.2,24076
2025-11-29 12:56:00,0.59,573.3,2000
2025-11-29 12:57:00,1.28,575.0,52133
2025-11-29 12:58:00,1.38,571.7,45778
2025-11-29 12:59:00,6.14,567.2,250830
2025-11-29 13:00:00,12.66,563.3,565984
2025-11-29 13:01:00,12.66,562.5,580503
2025-11-29 13:02:00,12.57,562.6,574334
2025-11-29 13:03:00,12.56,562.8,574476
2025-11-29 13:04:00,12.85,564.0,580566
2025-11-29 13:05:00,0.5,591.1,12311
2025-11-29 13:06:00,7.02,580.9,291019
2025-11-29 13:07:00,13.04,582.9,586430
2025-11-29 13:08:00,12.84,582.0,559025
2025-11-29 13:09:00,12.77,582.3,545455
2025-11-29 13:10:00,7.49,584.5,316041
2025-11-29 13:11:00,0.51,591.2,9806
2025-11-29 13:12:00,0.45,586.9,8631
2025-11-29 13:13:00,0.21,610.5,2000
2025-11-29 13:14:00,0.15,591.1,2000
2025-11-29 13:15:00,0.14,594.1,2000
2025-11-29 13:16:00,0.23,591.4,2000
2025-11-29 13:17:00,0.17,594.4,2000
2025-11-29 13:18:00,0.11,594.2,2000
2025-11-29 13:19:00,0.25,593.1,2000
2025-11-29 13:20:00,0.36,590.4,5639
2025-11-29 13:21:00,0.72,584.8,12064
2025-11-29 13:22:00,0.24,592.4,2000
2025-11-29 13:23:00,0.21,595.4,2000
2025-11-29 13:24:00,0.12,592.7,2000
2025-11-29 13:25:00,0.22,595.6,2000
2025-11-29 13:26:00,0.3,590.8,2000
2025-11-29 13:27:00,0.23,592.1,2000
2025-11-29 13:28:00,0.12,572.6,2000
2025-11-29 13:29:00,0.09,591.0,2000
2025-11-29 13:30:00,0.07,591.0,2000
2025-11-29 13:31:00,0.15,597.6,2000
2025-11-29 13:32:00,0.2,610.5,2000
2025-11-29 13:33:00,0.24,610.5,2000
2025-11-29 13:34:00,0.25,610.5,2000
2025-11-29 13:39:00,0.11,591.0,2000
2025-11-29 13:43:00,0.18,592.2,2000
2025-11-29 13:44:00,1.34,573.0,46941
2025-11-29 13:45:00,0.6,586.0,8936
2025-11-29 13:46:00,0.35,590.0,4471
2025-11-29 13:48:00,0.28,610.5,2000
2025-11-29 13:50:00,0.23,610.5,2000
2025-11-29 13:52:00,0.24,610.5,2000
2025-11-29 13:53:00,0.36,552.0,2000
2025-11-29 13:55:00,0.1,591.0,2000
2025-11-29 13:56:00,0.17,600.9,2000
2025-11-29 13:57:00,0.09,593.6,2000
2025-11-29 14:04:00,0.26,559.1,2000
2025-11-29 14:06:00,0.07,591.0,2000
2025-11-29 14:07:00,0.09,613.5,2000
2025-11-29 14:08:00,0.06,591.0,2000
2025-11-29 14:17:00,0.05,591.0,2000
2025-11-29 14:19:00,0.19,594.9,2000
2025-11-29 14:20:00,0.47,615.5,13434
2025-11-29 14:21:00,0.14,610.5,2000
2025-11-29 14:26:00,0.27,610.5,2000
2025-11-29 14:27:00,0.23,610.5,2000
2025-11-29 14:28:00,0.18,610.5,2000
2025-11-29 14:29:00,0.2,610.5,2000
2025-11-29 14:30:00,0.21,610.5,2000
2025-11-29 14:31:00,0.2,610.5,2000
2025-11-29 14:32:00,0.24,610.5,2000
2025-11-29 14:35:00,0.16,610.5,2000
2025-11-29 14:38:00,0.44,508.6,10094
2025-11-29 14:40:00,0.25,610.5,2000
2025-11-29 14:41:00,0.14,592.9,2000
2025-11-29 14:42:00,0.21,589.4,2000
2025-11-29 14:45:00,0.24,610.5,2000
2025-11-29 14:55:00,0.06,593.8,2000
2025-11-29 14:56:00,0.05,591.0,2000
2025-11-29 14:57:00,1.2,577.1,33099
2025-11-29 14:58:00,0.48,587.2,7074
2025-11-29 14:59:00,0.24,593.5,2000
2025-11-29 15:00:00,0.16,598.1,2000
2025-11-29 15:01:00,0.17,597.1,2000
2025-11-29 15:02:00,0.13,598.5,2000
2025-11-29 15:10:00,0.21,572.6,2000
2025-11-29 15:14:00,0.25,572.6,2000
2025-11-29 15:15:00,0.26,576.4,2000
2025-11-29 15:20:00,0.21,572.6,2000
2025-11-29 15:22:00,0.09,593.1,2000
2025-11-29 15:23:00,0.05,591.0,2000
2025-11-29 15:25:00,0.07,591.0,2000
2025-11-29 15:26:00,0.16,572.6,2000
2025-11-29 15:27:00,0.15,572.6,2000
2025-11-29 15:28:00,0.17,572.6,2000
2025-11-29 15:29:00,0.33,579.1,2000
2025-11-29 15:30:00,0.43,541.4,2000
2025-11-29 15:31:00,0.15,572.6,2000
2025-11-29 15:32:00,0.1,592.5,2000
2025-11-29 15:33:00,0.15,572.6,2000
2025-11-29 15:34:00,0.18,572.6,2000
2025-11-29 15:35:00,0.17,572.6,2000
2025-11-29 15:41:00,0.1,587.5,2000
2025-11-29 15:42:00,0.24,610.5,2000
2025-11-29 15:43:00,0.38,550.4,2000
2025-11-29 15:44:00,0.23,610.5,2000
2025-11-29 15:52:00,0.17,572.6,2000
2025-11-29 15:53:00,0.2,572.6,2000
2025-11-29 15:56:00,0.11,600.3,2000
2025-11-29 15:58:00,0.12,597.6,2000
2025-11-29 15:59:00,0.13,593.7,2000
2025-11-29 16:00:00,0.08,591.0,2000
2025-11-29 16:08:00,0.14,572.6,2000
2025-11-29 16:10:00,0.18,572.6,2000
2025-11-29 16:11:00,0.15,572.6,2000
2025-11-29 16:12:00,0.15,572.6,2000
2025-11-29 16:13:00,0.11,594.4,2000
2025-11-29 16:15:00,0.22,609.1,4302
2025-11-29 16:16:00,0.23,606.2,9666
2025-11-29 16:17:00,0.35,549.8,2000
2025-11-29 16:18:00,0.15,572.6,2000
2025-11-29 16:19:00,0.25,555.4,2000
2025-11-29 16:21:00,0.22,592.4,2000
2025-11-29 16:22:00,14.08,586.5,626467
2025-11-29 16:23:00,13.92,589.0,589233
2025-11-29 16:24:00,13.94,590.5,623586
2025-11-29 16:25:00,13.79,592.8,632723
2025-11-29 16:26:00,14.42,592.0,626029
2025-11-29 16:27:00,14.27,613.4,548189
2025-11-29 16:28:00,14.28,593.6,637824
2025-11-29 16:29:00,14.79,636.0,601358
2025-11-29 16:30:00,15.18,631.3,611061
2025-11-29 16:31:00,14.18,628.7,591819
2025-11-29 16:32:00,14.33,625.9,624185
2025-11-29 16:33:00,14.14,626.6,622168
2025-11-29 16:34:00,13.62,630.8,592757
2025-11-29 16:35:00,13.66,630.4,511151
2025-11-29 16:36:00,13.64,623.5,549718
2025-11-29 16:37:00,14.47,624.0,625322
2025-11-29 16:38:00,14.4,619.1,651764
2025-11-29 16:39:00,15.01,616.6,699649
2025-11-29 16:40:00,13.03,614.8,543907
2025-11-29 16:41:00,12.51,627.7,481992
2025-11-29 16:42:00,13.22,624.3,473150
2025-11-29 16:43:00,12.81,625.3,473107
2025-11-29 16:44:00,15.52,623.0,647317
2025-11-29 16:45:00,13.19,623.4,474966
2025-11-29 16:46:00,12.8,632.2,447468
2025-11-29 16:47:00,12.88,625.2,475581
2025-11-29 16:48:00,13.07,624.8,502230
2025-11-29 16:49:00,14.76,615.0,577544
2025-11-29 16:50:00,15.06,614.0,598169
2025-11-29 16:51:00,14.67,614.4,590783
2025-11-29 16:52:00,15.2,614.4,590752
2025-11-29 16:53:00,14.8,613.6,581772
2025-11-29 16:54:00,15.17,614.1,580375
2025-11-29 16:55:00,14.86,613.9,582402
2025-11-29 16:56:00,14.88,613.7,576590
2025-11-29 16:57:00,14.61,613.4,595336
2025-11-29 16:58:00,14.28,614.3,595603
2025-11-29 16:59:00,14.52,612.9,595217
2025-11-29 17:00:00,14.5,611.6,596233
2025-11-29 17:01:00,14.0,611.0,575779
2025-11-29 17:02:00,14.58,607.6,598051
2025-11-29 17:03:00,13.86,598.8,572724
2025-11-29 17:04:00,13.87,610.1,566938
2025-11-29 17:05:00,13.57,603.4,564000
2025-11-29 17:06:00,14.06,608.9,590180
2025-11-29 17:07:00,13.63,609.6,570973
2025-11-29 17:08:00,8.84,606.5,359459
2025-11-29 17:09:00,0.18,598.1,2000
2025-11-29 17:10:00,0.14,591.0,2000
2025-11-29 17:12:00,0.18,610.5,2000
2025-11-29 17:19:00,0.37,559.1,6658
2025-11-29 17:20:00,0.21,572.6,2000
2025-11-29 17:21:00,0.05,591.0,2000
2025-11-29 17:25:00,0.15,572.6,2000
2025-11-29 17:29:00,0.11,572.6,2000
2025-11-29 17:30:00,0.19,572.6,2000
2025-11-29 17:31:00,0.21,572.6,2000
2025-11-29 17:32:00,0.21,572.6,2000
2025-11-29 17:33:00,0.18,572.6,2000
2025-11-29 17:34:00,0.18,572.6,2000
2025-11-29 17:38:00,0.12,572.6,2000
2025-11-29 17:43:00,0.15,572.6,2000
2025-11-29 17:45:00,0.32,576.6,2000
2025-11-29 17:46:00,0.25,607.6,7234
2025-11-29 17:48:00,0.29,588.4,2000
2025-11-29 17:49:00,0.2,572.6,2000
2025-11-29 17:50:00,0.19,572.6,2000
2025-11-29 17:51:00,0.27,591.2,2000
2025-11-29 17:52:00,0.25,558.0,2000
2025-11-29 17:53:00,0.32,590.4,2000
2025-11-29 18:00:00,0.17,572.6,2000
2025-11-29 18:02:00,0.26,557.5,2000
2025-11-29 18:03:00,0.28,559.4,2000
2025-11-29 18:08:00,0.19,572.6,2000
2025-11-29 18:13:00,0.23,572.6,2000
2025-11-29 18:14:00,0.05,591.0,2000
2025-11-29 18:15:00,0.06,591.0,2000
2025-11-29 18:16:00,0.06,593.9,2000
2025-11-29 18:17:00,0.16,572.6,2000
2025-11-29 18:20:00,0.07,591.0,2000
2025-11-29 18:21:00,0.1,591.3,2000
2025-11-29 18:22:00,0.06,591.0,2000
2025-11-29 18:23:00,0.12,572.6,2000
2025-11-29 18:24:00,0.36,602.1,13704
2025-11-29 18:25:00,0.32,601.7,13464
2025-11-29 18:26:00,0.38,604.3,12257
2025-11-29 18:27:00,0.39,602.2,13775
2025-11-29 18:28:00,0.34,603.5,12966
2025-11-29 18:29:00,0.18,572.6,2000
2025-11-29 18:30:00,0.33,574.7,2000
2025-11-29 18:31:00,0.25,591.1,8152
2025-11-29 18:32:00,0.21,572.6,2000
2025-11-29 18:33:00,0.2,572.6,2000
2025-11-29 18:34:00,0.18,572.6,2000
2025-11-29 18:35:00,0.31,605.4,10944
2025-11-29 18:36:00,0.28,607.1,7985
2025-11-29 18:37:00,0.28,606.7,8819
2025-11-29 18:38:00,0.27,608.1,6171
2025-11-29 18:39:00,0.24,608.7,4515
2025-11-29 18:40:00,0.17,572.6,2000
2025-11-29 18:41:00,0.11,572.6,2000
2025-11-29 18:42:00,0.38,603.1,12772
