idx,neo_t,neo_S,neo_N,neo_C,eva_t,eva_S,eva_N,eva_C
70,70,0.3333333333333333,0.3333333333333333,0.3333333333333333,70,0.3333333333333333,0.3333333333333333,0.3333333333333333
71,71,0.3333333333333333,0.3333333333333333,0.3333333333333333,71,0.3333333333333333,0.3333333333333333,0.3333333333333333
72,72,0.3333333333333333,0.3333333333333333,0.3333333333333333,72,0.3333333333333333,0.3333333333333333,0.3333333333333333
73,73,0.3333333333333333,0.3333333333333333,0.3333333333333333,73,0.3333333333333333,0.3333333333333333,0.3333333333333333
74,74,0.3333333333333333,0.3333333333333333,0.3333333333333333,74,0.3333333333333333,0.3333333333333333,0.3333333333333333
75,75,0.3333333333333333,0.3333333333333333,0.3333333333333333,75,0.3333333333333333,0.3333333333333333,0.3333333333333333
76,76,0.3333333333333333,0.3333333333333333,0.3333333333333333,76,0.3333333333333333,0.3333333333333333,0.3333333333333333
77,77,0.3333333333333333,0.3333333333333333,0.3333333333333333,77,0.3333333333333333,0.3333333333333333,0.3333333333333333
78,78,0.3333333333333333,0.3333333333333333,0.3333333333333333,78,0.3333333333333333,0.3333333333333333,0.3333333333333333
79,79,0.3333333333333333,0.3333333333333333,0.3333333333333333,79,0.3333333333333333,0.3333333333333333,0.3333333333333333
80,80,0.3333333333333333,0.3333333333333333,0.3333333333333333,80,0.3333333333333333,0.3333333333333333,0.3333333333333333
81,81,0.3333333333333333,0.3333333333333333,0.3333333333333333,81,0.3333333333333333,0.3333333333333333,0.3333333333333333
82,82,0.3333333333333333,0.3333333333333333,0.3333333333333333,82,0.3333333333333333,0.3333333333333333,0.3333333333333333
83,83,0.3333333333333333,0.3333333333333333,0.3333333333333333,83,0.3333333333333333,0.3333333333333333,0.3333333333333333
84,84,0.3333333333333333,0.3333333333333333,0.3333333333333333,84,0.3333333333333333,0.3333333333333333,0.3333333333333333
85,85,0.3333333333333333,0.3333333333333333,0.3333333333333333,85,0.3333333333333333,0.3333333333333333,0.3333333333333333
86,86,0.3333333333333333,0.3333333333333333,0.3333333333333333,86,0.3333333333333333,0.3333333333333333,0.3333333333333333
87,87,0.3333333333333333,0.3333333333333333,0.3333333333333333,87,0.3333333333333333,0.3333333333333333,0.3333333333333333
88,88,0.3333333333333333,0.3333333333333333,0.3333333333333333,88,0.3333333333333333,0.3333333333333333,0.3333333333333333
89,89,0.3333333333333333,0.3333333333333333,0.3333333333333333,89,0.3333333333333333,0.3333333333333333,0.3333333333333333
90,90,0.3333333333333333,0.3333333333333333,0.3333333333333333,90,0.3333333333333333,0.3333333333333333,0.3333333333333333
91,91,0.3333333333333333,0.3333333333333333,0.3333333333333333,91,0.3333333333333333,0.3333333333333333,0.3333333333333333
92,92,0.3333333333333333,0.3333333333333333,0.3333333333333333,92,0.3333333333333333,0.3333333333333333,0.3333333333333333
93,93,0.3333333333333333,0.3333333333333333,0.3333333333333333,93,0.3333333333333333,0.3333333333333333,0.3333333333333333
94,94,0.3333333333333333,0.3333333333333333,0.3333333333333333,94,0.3333333333333333,0.3333333333333333,0.3333333333333333
95,95,0.3333333333333333,0.3333333333333333,0.3333333333333333,95,0.3333333333333333,0.3333333333333333,0.3333333333333333
96,96,0.3333333333333333,0.3333333333333333,0.3333333333333333,96,0.3333333333333333,0.3333333333333333,0.3333333333333333
97,97,0.3333333333333333,0.3333333333333333,0.3333333333333333,97,0.3333333333333333,0.3333333333333333,0.3333333333333333
98,98,0.3333333333333333,0.3333333333333333,0.3333333333333333,98,0.3333333333333333,0.3333333333333333,0.3333333333333333
99,99,0.3333333333333333,0.3333333333333333,0.3333333333333333,99,0.3333333333333333,0.3333333333333333,0.3333333333333333
100,100,0.3333333333333333,0.3333333333333333,0.3333333333333333,100,0.3333333333333333,0.3333333333333333,0.3333333333333333
101,101,0.3333333333333333,0.3333333333333333,0.3333333333333333,101,0.3333333333333333,0.3333333333333333,0.3333333333333333
102,102,0.3333333333333333,0.3333333333333333,0.3333333333333333,102,0.3333333333333333,0.3333333333333333,0.3333333333333333
103,103,0.3333333333333333,0.3333333333333333,0.3333333333333333,103,0.3333333333333333,0.3333333333333333,0.3333333333333333
104,104,0.3333333333333333,0.3333333333333333,0.3333333333333333,104,0.3333333333333333,0.3333333333333333,0.3333333333333333
105,105,0.3333333333333333,0.3333333333333333,0.3333333333333333,105,0.3333333333333333,0.3333333333333333,0.3333333333333333
106,106,0.3333333333333333,0.3333333333333333,0.3333333333333333,106,0.3333333333333333,0.3333333333333333,0.3333333333333333
107,107,0.3333333333333333,0.3333333333333333,0.3333333333333333,107,0.3333333333333333,0.3333333333333333,0.3333333333333333
108,108,0.3333333333333333,0.3333333333333333,0.3333333333333333,108,0.3333333333333333,0.3333333333333333,0.3333333333333333
109,109,0.3333333333333333,0.3333333333333333,0.3333333333333333,109,0.3333333333333333,0.3333333333333333,0.3333333333333333
110,110,0.3333333333333333,0.3333333333333333,0.3333333333333333,110,0.3333333333333333,0.3333333333333333,0.3333333333333333
111,111,0.3333333333333333,0.3333333333333333,0.3333333333333333,111,0.3333333333333333,0.3333333333333333,0.3333333333333333
112,112,0.3333333333333333,0.3333333333333333,0.3333333333333333,112,0.3333333333333333,0.3333333333333333,0.3333333333333333
113,113,0.3333333333333333,0.3333333333333333,0.3333333333333333,113,0.3333333333333333,0.3333333333333333,0.3333333333333333
114,114,0.3333333333333333,0.3333333333333333,0.3333333333333333,114,0.3333333333333333,0.3333333333333333,0.3333333333333333
115,115,0.3333333333333333,0.3333333333333333,0.3333333333333333,115,0.3333333333333333,0.3333333333333333,0.3333333333333333
116,116,0.3333333333333333,0.3333333333333333,0.3333333333333333,116,0.3333333333333333,0.3333333333333333,0.3333333333333333
117,117,0.3333333333333333,0.3333333333333333,0.3333333333333333,117,0.3333333333333333,0.3333333333333333,0.3333333333333333
118,118,0.3333333333333333,0.3333333333333333,0.3333333333333333,118,0.3333333333333333,0.3333333333333333,0.3333333333333333
119,119,0.3333333333333333,0.3333333333333333,0.3333333333333333,119,0.3333333333333333,0.3333333333333333,0.3333333333333333
120,120,0.3333333333333333,0.3333333333333333,0.3333333333333333,120,0.3333333333333333,0.3333333333333333,0.3333333333333333
121,121,0.3333333333333333,0.3333333333333333,0.3333333333333333,121,0.3333333333333333,0.3333333333333333,0.3333333333333333
122,122,0.3333333333333333,0.3333333333333333,0.3333333333333333,122,0.3333333333333333,0.3333333333333333,0.3333333333333333
123,123,0.3333333333333333,0.3333333333333333,0.3333333333333333,123,0.3333333333333333,0.3333333333333333,0.3333333333333333
124,124,0.3333333333333333,0.3333333333333333,0.3333333333333333,124,0.3333333333333333,0.3333333333333333,0.3333333333333333
125,125,0.3333333333333333,0.3333333333333333,0.3333333333333333,125,0.3333333333333333,0.3333333333333333,0.3333333333333333
126,126,0.3333333333333333,0.3333333333333333,0.3333333333333333,126,0.3333333333333333,0.3333333333333333,0.3333333333333333
127,127,0.3333333333333333,0.3333333333333333,0.3333333333333333,127,0.3333333333333333,0.3333333333333333,0.3333333333333333
128,128,0.3333333333333333,0.3333333333333333,0.3333333333333333,128,0.3333333333333333,0.3333333333333333,0.3333333333333333
129,129,0.3333333333333333,0.3333333333333333,0.3333333333333333,129,0.3333333333333333,0.3333333333333333,0.3333333333333333
130,130,0.3333333333333333,0.3333333333333333,0.3333333333333333,130,0.3333333333333333,0.3333333333333333,0.3333333333333333
131,131,0.3333333333333333,0.3333333333333333,0.3333333333333333,131,0.3333333333333333,0.3333333333333333,0.3333333333333333
132,132,0.3333333333333333,0.3333333333333333,0.3333333333333333,132,0.3333333333333333,0.3333333333333333,0.3333333333333333
133,133,0.3333333333333333,0.3333333333333333,0.3333333333333333,133,0.3333333333333333,0.3333333333333333,0.3333333333333333
134,134,0.3333333333333333,0.3333333333333333,0.3333333333333333,134,0.3333333333333333,0.3333333333333333,0.3333333333333333
135,135,0.3333333333333333,0.3333333333333333,0.3333333333333333,135,0.3333333333333333,0.3333333333333333,0.3333333333333333
136,136,0.3333333333333333,0.3333333333333333,0.3333333333333333,136,0.3333333333333333,0.3333333333333333,0.3333333333333333
137,137,0.3333333333333333,0.3333333333333333,0.3333333333333333,137,0.3333333333333333,0.3333333333333333,0.3333333333333333
138,138,0.3333333333333333,0.3333333333333333,0.3333333333333333,138,0.3333333333333333,0.3333333333333333,0.3333333333333333
139,139,0.3333333333333333,0.3333333333333333,0.3333333333333333,139,0.3333333333333333,0.3333333333333333,0.3333333333333333
140,140,0.3333333333333333,0.3333333333333333,0.3333333333333333,140,0.3333333333333333,0.3333333333333333,0.3333333333333333
141,141,0.3333333333333333,0.3333333333333333,0.3333333333333333,141,0.3333333333333333,0.3333333333333333,0.3333333333333333
142,142,0.3333333333333333,0.3333333333333333,0.3333333333333333,142,0.3333333333333333,0.3333333333333333,0.3333333333333333
143,143,0.3333333333333333,0.3333333333333333,0.3333333333333333,143,0.3333333333333333,0.3333333333333333,0.3333333333333333
144,144,0.3333333333333333,0.3333333333333333,0.3333333333333333,144,0.3333333333333333,0.3333333333333333,0.3333333333333333
145,145,0.3333333333333333,0.3333333333333333,0.3333333333333333,145,0.3333333333333333,0.3333333333333333,0.3333333333333333
146,146,0.3333333333333333,0.3333333333333333,0.3333333333333333,146,0.3333333333333333,0.3333333333333333,0.3333333333333333
147,147,0.3333333333333333,0.3333333333333333,0.3333333333333333,147,0.3333333333333333,0.3333333333333333,0.3333333333333333
148,148,0.3333333333333333,0.3333333333333333,0.3333333333333333,148,0.3333333333333333,0.3333333333333333,0.3333333333333333
149,149,0.3333333333333333,0.3333333333333333,0.3333333333333333,149,0.3333333333333333,0.3333333333333333,0.3333333333333333
150,150,0.3333333333333333,0.3333333333333333,0.3333333333333333,150,0.3333333333333333,0.3333333333333333,0.3333333333333333
151,151,0.3333333333333333,0.3333333333333333,0.3333333333333333,151,0.3333333333333333,0.3333333333333333,0.3333333333333333
152,152,0.3333333333333333,0.3333333333333333,0.3333333333333333,152,0.3333333333333333,0.3333333333333333,0.3333333333333333
153,153,0.3333333333333333,0.3333333333333333,0.3333333333333333,153,0.3333333333333333,0.3333333333333333,0.3333333333333333
154,154,0.3333333333333333,0.3333333333333333,0.3333333333333333,154,0.3333333333333333,0.3333333333333333,0.3333333333333333
155,155,0.3333333333333333,0.3333333333333333,0.3333333333333333,155,0.3333333333333333,0.3333333333333333,0.3333333333333333
156,156,0.3333333333333333,0.3333333333333333,0.3333333333333333,156,0.3333333333333333,0.3333333333333333,0.3333333333333333
157,157,0.3333333333333333,0.3333333333333333,0.3333333333333333,157,0.3333333333333333,0.3333333333333333,0.3333333333333333
158,158,0.3333333333333333,0.3333333333333333,0.3333333333333333,158,0.3333333333333333,0.3333333333333333,0.3333333333333333
159,159,0.3333333333333333,0.3333333333333333,0.3333333333333333,159,0.3333333333333333,0.3333333333333333,0.3333333333333333
160,160,0.3333333333333333,0.3333333333333333,0.3333333333333333,160,0.3333333333333333,0.3333333333333333,0.3333333333333333
161,161,0.3333333333333333,0.3333333333333333,0.3333333333333333,161,0.3333333333333333,0.3333333333333333,0.3333333333333333
162,162,0.3333333333333333,0.3333333333333333,0.3333333333333333,162,0.3333333333333333,0.3333333333333333,0.3333333333333333
163,163,0.3333333333333333,0.3333333333333333,0.3333333333333333,163,0.3333333333333333,0.3333333333333333,0.3333333333333333
164,164,0.3333333333333333,0.3333333333333333,0.3333333333333333,164,0.3333333333333333,0.3333333333333333,0.3333333333333333
165,165,0.3333333333333333,0.3333333333333333,0.3333333333333333,165,0.3333333333333333,0.3333333333333333,0.3333333333333333
166,166,0.3333333333333333,0.3333333333333333,0.3333333333333333,166,0.3333333333333333,0.3333333333333333,0.3333333333333333
167,167,0.3333333333333333,0.3333333333333333,0.3333333333333333,167,0.3333333333333333,0.3333333333333333,0.3333333333333333
168,168,0.3333333333333333,0.3333333333333333,0.3333333333333333,168,0.3333333333333333,0.3333333333333333,0.3333333333333333
169,169,0.3333333333333333,0.3333333333333333,0.3333333333333333,169,0.3333333333333333,0.3333333333333333,0.3333333333333333
170,170,0.3333333333333333,0.3333333333333333,0.3333333333333333,170,0.3333333333333333,0.3333333333333333,0.3333333333333333
171,171,0.3333333333333333,0.3333333333333333,0.3333333333333333,171,0.3333333333333333,0.3333333333333333,0.3333333333333333
172,172,0.3333333333333333,0.3333333333333333,0.3333333333333333,172,0.3333333333333333,0.3333333333333333,0.3333333333333333
173,173,0.3333333333333333,0.3333333333333333,0.3333333333333333,173,0.3333333333333333,0.3333333333333333,0.3333333333333333
174,174,0.3333333333333333,0.3333333333333333,0.3333333333333333,174,0.3333333333333333,0.3333333333333333,0.3333333333333333
175,175,0.3333333333333333,0.3333333333333333,0.3333333333333333,175,0.3333333333333333,0.3333333333333333,0.3333333333333333
176,176,0.3333333333333333,0.3333333333333333,0.3333333333333333,176,0.3333333333333333,0.3333333333333333,0.3333333333333333
177,177,0.3333333333333333,0.3333333333333333,0.3333333333333333,177,0.3333333333333333,0.3333333333333333,0.3333333333333333
178,178,0.3333333333333333,0.3333333333333333,0.3333333333333333,178,0.3333333333333333,0.3333333333333333,0.3333333333333333
179,179,0.3333333333333333,0.3333333333333333,0.3333333333333333,179,0.3333333333333333,0.3333333333333333,0.3333333333333333
180,180,0.3333333333333333,0.3333333333333333,0.3333333333333333,180,0.3333333333333333,0.3333333333333333,0.3333333333333333
181,181,0.3333333333333333,0.3333333333333333,0.3333333333333333,181,0.3333333333333333,0.3333333333333333,0.3333333333333333
182,182,0.3333333333333333,0.3333333333333333,0.3333333333333333,182,0.3333333333333333,0.3333333333333333,0.3333333333333333
183,183,0.3333333333333333,0.3333333333333333,0.3333333333333333,183,0.3333333333333333,0.3333333333333333,0.3333333333333333
184,184,0.3333333333333333,0.3333333333333333,0.3333333333333333,184,0.3333333333333333,0.3333333333333333,0.3333333333333333
185,185,0.3333333333333333,0.3333333333333333,0.3333333333333333,185,0.3333333333333333,0.3333333333333333,0.3333333333333333
186,186,0.3333333333333333,0.3333333333333333,0.3333333333333333,186,0.3333333333333333,0.3333333333333333,0.3333333333333333
187,187,0.3333333333333333,0.3333333333333333,0.3333333333333333,187,0.3333333333333333,0.3333333333333333,0.3333333333333333
188,188,0.3333333333333333,0.3333333333333333,0.3333333333333333,188,0.3333333333333333,0.3333333333333333,0.3333333333333333
189,189,0.3333333333333333,0.3333333333333333,0.3333333333333333,189,0.3333333333333333,0.3333333333333333,0.3333333333333333
190,190,0.3333333333333333,0.3333333333333333,0.3333333333333333,190,0.3333333333333333,0.3333333333333333,0.3333333333333333
191,191,0.3333333333333333,0.3333333333333333,0.3333333333333333,191,0.3333333333333333,0.3333333333333333,0.3333333333333333
192,192,0.3333333333333333,0.3333333333333333,0.3333333333333333,192,0.3333333333333333,0.3333333333333333,0.3333333333333333
193,193,0.3333333333333333,0.3333333333333333,0.3333333333333333,193,0.3333333333333333,0.3333333333333333,0.3333333333333333
194,194,0.3333333333333333,0.3333333333333333,0.3333333333333333,194,0.3333333333333333,0.3333333333333333,0.3333333333333333
195,195,0.3333333333333333,0.3333333333333333,0.3333333333333333,195,0.3333333333333333,0.3333333333333333,0.3333333333333333
196,196,0.3333333333333333,0.3333333333333333,0.3333333333333333,196,0.3333333333333333,0.3333333333333333,0.3333333333333333
197,197,0.3333333333333333,0.3333333333333333,0.3333333333333333,197,0.3333333333333333,0.3333333333333333,0.3333333333333333
198,198,0.3333333333333333,0.3333333333333333,0.3333333333333333,198,0.3333333333333333,0.3333333333333333,0.3333333333333333
199,199,0.3333333333333333,0.3333333333333333,0.3333333333333333,199,0.3333333333333333,0.3333333333333333,0.3333333333333333
200,200,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,0.3333333333333333,0.3333333333333333,0.3333333333333333
201,201,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
202,202,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
203,203,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
204,204,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
205,205,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
206,206,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
207,207,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
208,208,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
209,209,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
210,210,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
211,211,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
212,212,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
213,213,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
214,214,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
215,215,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
216,216,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
217,217,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
218,218,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
219,219,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
220,220,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
221,221,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
222,222,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
223,223,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
224,224,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
225,225,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
226,226,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
227,227,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
228,228,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
229,229,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
230,230,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
231,231,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
232,232,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
233,233,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
234,234,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
235,235,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
236,236,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
237,237,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
238,238,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
239,239,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
240,240,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
241,241,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
242,242,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
243,243,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
244,244,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
245,245,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
246,246,0.37421364504143806,0.36362268088176775,0.2621636740767942,,,,
247,247,0.4217080185394421,0.3754920096050596,0.20279997185549836,,,,
248,248,0.46530628321315093,0.38063047419628043,0.15406324259056853,,,,
249,249,0.5050972849972455,0.37973136024784243,0.1151713547549121,,,,
250,250,0.5411315386993991,0.37398294918331815,0.08488551211728276,,,,
251,251,0.5736767474232929,0.3645413953157226,0.06178185726098456,,,,
252,252,0.6031173582818646,0.3524319507394631,0.044450690978672366,,,,
