time_tag,satellite,flux,observed_flux,electron_correction,electron_contaminaton,energy
2025-11-29T13:47:00Z,18,1.3854669589363766e-07,1.772525592969032e-07,3.8705874061406575e-08,False,0.05-0.4nm
2025-11-29T13:47:00Z,18,3.1697047688794555e-06,3.209872147635906e-06,4.016728993860852e-08,False,0.1-0.8nm
2025-11-29T13:48:00Z,18,1.4865206310332724e-07,1.874180526328928e-07,3.876599308227924e-08,False,0.05-0.4nm
2025-11-29T13:48:00Z,18,3.2324746825906914e-06,3.273525408076239e-06,4.105061890413708e-08,False,0.1-0.8nm
2025-11-29T13:49:00Z,18,1.5261882424510986e-07,1.9568004461234523e-07,4.306120615638065e-08,False,0.05-0.4nm
2025-11-29T13:49:00Z,18,3.249897190471529e-06,3.293134113846463e-06,4.3236912716793086e-08,False,0.1-0.8nm
2025-11-29T13:50:00Z,18,1.9172388476818014e-07,2.3716577857157972e-07,4.544189735611326e-08,False,0.05-0.4nm
2025-11-29T13:50:00Z,18,3.4766826502163894e-06,3.5218315588281257e-06,4.5148837557462684e-08,False,0.1-0.8nm
2025-11-29T13:51:00Z,18,2.0801954292437586e-07,2.55929563763857e-07,4.791002083948115e-08,False,0.05-0.4nm
2025-11-29T13:51:00Z,18,3.5575801575760124e-06,3.6065655422135023e-06,4.898543082276774e-08,False,0.1-0.8nm
2025-11-29T13:52:00Z,18,2.374014229644672e-07,2.8308971877777367e-07,4.5688306471447504e-08,False,0.05-0.4nm
2025-11-29T13:52:00Z,18,3.7644890653609764e-06,3.8146365568536567e-06,5.014753412524442e-08,False,0.1-0.8nm
2025-11-29T13:53:00Z,18,2.222703443521823e-07,2.6823326493286004e-07,4.5962927686105104e-08,False,0.05-0.4nm
2025-11-29T13:53:00Z,18,3.7860797874600394e-06,3.836643372778781e-06,5.05637842707074e-08,False,0.1-0.8nm
2025-11-29T13:54:00Z,18,2.0510036335963377e-07,2.507570400211989e-07,4.565666245071043e-08,False,0.05-0.4nm
2025-11-29T13:54:00Z,18,3.792955112658092e-06,3.843395916192094e-06,5.0440693399878e-08,False,0.1-0.8nm
2025-11-29T13:55:00Z,18,2.224215194246426e-07,2.69537849817425e-07,4.711632684006872e-08,False,0.05-0.4nm
2025-11-29T13:55:00Z,18,3.9451565498893615e-06,3.9958799789019395e-06,5.0723361511018084e-08,False,0.1-0.8nm
2025-11-29T13:56:00Z,18,2.314928337909805e-07,2.812448940403556e-07,4.975206735480242e-08,False,0.05-0.4nm
2025-11-29T13:56:00Z,18,4.075962806382449e-06,4.126650765101658e-06,5.068798003549091e-08,False,0.1-0.8nm
2025-11-29T13:57:00Z,18,2.3710614982519473e-07,2.879025942092994e-07,5.079644793681837e-08,False,0.05-0.4nm
2025-11-29T13:57:00Z,18,4.10240772907855e-06,4.151553639530903e-06,4.914593887406227e-08,False,0.1-0.8nm
2025-11-29T13:58:00Z,18,2.257680904449444e-07,2.7670938607116113e-07,5.094130983707146e-08,False,0.05-0.4nm
2025-11-29T13:58:00Z,18,4.052772965223994e-06,4.101306785742054e-06,4.853340129784556e-08,False,0.1-0.8nm
2025-11-29T13:59:00Z,18,2.1818979689669504e-07,2.680910426988703e-07,4.9901238696747896e-08,False,0.05-0.4nm
2025-11-29T13:59:00Z,18,3.987137915828498e-06,4.033705408801325e-06,4.656765995036949e-08,False,0.1-0.8nm
2025-11-29T14:00:00Z,18,2.1305203290467034e-07,2.6307699840799614e-07,5.002497260875316e-08,False,0.05-0.4nm
2025-11-29T14:00:00Z,18,3.98936026613228e-06,4.034451649204129e-06,4.509141149355855e-08,False,0.1-0.8nm
2025-11-29T14:01:00Z,18,2.0459981442400021e-07,2.5531031155878736e-07,5.071051134564186e-08,False,0.05-0.4nm
2025-11-29T14:01:00Z,18,3.990724053437589e-06,4.035152414871845e-06,4.4428457357525986e-08,False,0.1-0.8nm
2025-11-29T14:02:00Z,18,2.009600592600691e-07,2.5053429908439284e-07,4.9574225613469025e-08,False,0.05-0.4nm
2025-11-29T14:02:00Z,18,3.993625796283595e-06,4.037487997265998e-06,4.386225427310819e-08,False,0.1-0.8nm
2025-11-29T14:03:00Z,18,2.064725777017884e-07,2.5451478791183035e-07,4.804221021004196e-08,False,0.05-0.4nm
2025-11-29T14:03:00Z,18,4.055385034007486e-06,4.098297722521238e-06,4.29127346990299e-08,False,0.1-0.8nm
2025-11-29T14:04:00Z,18,1.9699758979641047e-07,2.4419384203611116e-07,4.719624513427334e-08,False,0.05-0.4nm
2025-11-29T14:04:00Z,18,3.996535269834567e-06,4.039719442516798e-06,4.318432544891948e-08,False,0.1-0.8nm
2025-11-29T14:05:00Z,18,1.7909610505739693e-07,2.2610544192502857e-07,4.7009336867631646e-08,False,0.05-0.4nm
2025-11-29T14:05:00Z,18,3.880796612065751e-06,3.923237727576634e-06,4.244117235430167e-08,False,0.1-0.8nm
2025-11-29T14:06:00Z,18,1.643739864221061e-07,2.121370101804132e-07,4.77630237583071e-08,False,0.05-0.4nm
2025-11-29T14:06:00Z,18,3.7697507195844082e-06,3.8120135741337435e-06,4.2262740862497594e-08,False,0.1-0.8nm
2025-11-29T14:07:00Z,18,1.6521009627012972e-07,2.1417741891127662e-07,4.896732264114689e-08,False,0.05-0.4nm
2025-11-29T14:07:00Z,18,3.735352038347628e-06,3.7780901038786396e-06,4.273798737131074e-08,False,0.1-0.8nm
2025-11-29T14:08:00Z,18,1.7007114649914001e-07,2.2017879075519886e-07,5.010764425605885e-08,False,0.05-0.4nm
2025-11-29T14:08:00Z,18,3.7641520975739695e-06,3.807103439612547e-06,4.295137401300053e-08,False,0.1-0.8nm
2025-11-29T14:09:00Z,18,1.5479186288303026e-07,2.0456693050618924e-07,4.977507828130001e-08,False,0.05-0.4nm
2025-11-29T14:09:00Z,18,3.6897265545121627e-06,3.732385948751471e-06,4.265934094860313e-08,False,0.1-0.8nm
2025-11-29T14:10:00Z,18,1.7503836602372758e-07,2.2713315672717727e-07,5.209479070344969e-08,False,0.05-0.4nm
2025-11-29T14:10:00Z,18,3.80401161237387e-06,3.846612798952265e-06,4.2600948546578365e-08,False,0.1-0.8nm
2025-11-29T14:11:00Z,18,1.6428577964688884e-07,2.1320232690413832e-07,4.8916550809963155e-08,False,0.05-0.4nm
2025-11-29T14:11:00Z,18,3.747941946130595e-06,3.789805987253203e-06,4.186387414506498e-08,False,0.1-0.8nm
2025-11-29T14:12:00Z,18,1.3699408896172827e-07,1.8669598489395867e-07,4.97018959322304e-08,False,0.05-0.4nm
2025-11-29T14:12:00Z,18,3.591919039536151e-06,3.6340163660497637e-06,4.209734072446736e-08,False,0.1-0.8nm
2025-11-29T14:13:00Z,18,1.1617152040344081e-07,1.6684505510511372e-07,5.0673538254386585e-08,False,0.05-0.4nm
2025-11-29T14:13:00Z,18,3.40728047376615e-06,3.4513834634708473e-06,4.410305365354361e-08,False,0.1-0.8nm
2025-11-29T14:14:00Z,18,1.0323654464627907e-07,1.5412581433338346e-07,5.088927323981807e-08,False,0.05-0.4nm
2025-11-29T14:14:00Z,18,3.2446814657305367e-06,3.289105961812311e-06,4.442447831820573e-08,False,0.1-0.8nm
2025-11-29T14:15:00Z,18,9.234403819391446e-08,1.4511095969282906e-07,5.276692505162828e-08,False,0.05-0.4nm
2025-11-29T14:15:00Z,18,3.118099130006158e-06,3.1628546821593773e-06,4.475537451753553e-08,False,0.1-0.8nm
2025-11-29T14:16:00Z,18,8.731947787055105e-08,1.4408097115392593e-07,5.6761493283374875e-08,False,0.05-0.4nm
