time_tag,dsflag_de1,dsflag_de4,dsflag_p1,dsflag_p3,dsflag_p5,dsflag_p7,dsflag_fp6p,numpts_de1,numpts_de4,numpts_p1,numpts_p3,numpts_p5,numpts_p7,numpts_fp6p,de1,de4,p1,p3,p5,p7,fp6p,fp6p_ratio,dsflag_p2,dsflag_p4,dsflag_p6,dsflag_p8,numpts_p2,numpts_p4,numpts_p6,numpts_p8,p2,p4,p6,p8,dsflag_p1_30,dsflag_p2_30,dsflag_p4_30,dsflag_p3_30,dsflag_p5_30,dsflag_p6_30,dsflag_p7_30,dsflag_p8_30,numpts_p1_30,numpts_p2_30,numpts_p3_30,numpts_p4_30,numpts_p5_30,numpts_p6_30,numpts_p7_30,numpts_p8_30,p1_30,p2_30,p3_30,p4_30,p5_30,p6_30,p7_30,p8_30
2025-12-06T00:10:00,0,0,0,0,0,0,0,46,46,184,184,184,92,92,3610.3542,16.966253,8054.3359,37.495121,12.523427,3.3966467,11.114501,,0,0,0,0,184,184,92,92,81.464378,20.75378,7.4846053,0.78042603,0,0,0,0,0,0,0,0,46,46,46,46,23,23,23,23,13168.193,4294308.5,337177.03,1356.8079,19.126543,11.168736,5.4201312,1.0674088
2025-12-06T00:05:00,0,0,0,0,0,0,0,46,46,182,182,182,91,91,3364.8396,17.70179,7483.9302,39.983864,12.485981,3.1915777,10.67278,,0,0,0,0,182,182,91,91,77.162354,19.982382,7.159534,0.83896488,0,0,0,0,0,0,0,0,46,46,46,46,23,23,23,23,13232.504,4343872.0,359973.97,1552.6575,18.582865,11.328764,4.6486063,1.2191603
2025-12-06T00:00:00,0,0,0,0,0,0,0,50,50,198,198,198,99,99,3291.4463,15.922405,7804.457,38.289337,12.764479,3.20029,10.613521,,0,0,0,0,198,198,99,99,79.714424,19.780239,6.7478232,0.79363436,0,0,0,0,0,0,0,0,50,50,50,50,25,25,25,25,12701.652,4341129.5,353816.88,1438.9902,17.470919,10.330338,4.7380295,1.1389937
2025-12-05T23:55:00,0,0,0,0,0,0,0,46,46,182,182,182,91,91,3133.3945,19.891884,7799.7261,37.713882,11.272548,3.1555991,10.515107,,0,0,0,0,182,182,91,91,75.899063,19.86776,7.108079,0.82669914,0,0,0,0,0,0,0,0,46,46,46,46,23,23,23,23,13033.523,4321776.0,350932.63,1433.1874,18.121265,10.469577,4.4535246,1.1340282
2025-12-05T23:50:00,0,0,0,0,0,0,0,46,46,182,182,182,91,91,3645.7786,21.328587,7810.0664,38.947498,10.38996,3.1976268,10.701676,,0,0,0,0,182,182,91,91,72.171829,21.408785,6.8496752,0.82337904,0,0,0,0,0,0,0,0,46,46,46,46,23,23,23,23,13779.293,4333150.0,355285.34,1414.0875,16.649298,10.193212,5.5239568,1.1784779
2025-12-05T23:45:00,0,0,0,0,0,0,0,50,50,198,198,198,99,99,3220.9998,17.96773,7435.2324,35.102661,10.955289,3.0346415,10.199512,,0,0,0,0,198,198,99,99,70.733475,18.744205,6.8273444,0.79456675,0,0,0,0,0,0,0,0,50,50,50,50,25,25,25,25,12497.988,4314734.5,347546.88,1380.181,18.754742,9.4903879,5.0393987,1.1808902
2025-12-05T23:40:00,0,0,0,0,0,0,0,46,46,182,182,182,91,91,3109.8469,17.065207,7849.0898,35.313507,11.715326,3.0406587,9.2813616,,0,0,0,0,182,182,91,91,58.776539,19.390171,6.5047612,0.73973149,0,0,0,0,0,0,0,0,46,46,46,46,23,23,23,23,12720.188,4292035.5,344396.28,1442.8593,16.330338,8.880475,4.6297274,1.2585245
2025-12-05T23:35:00,0,0,0,0,0,0,0,46,46,182,182,182,91,91,3788.3743,13.38585,8065.4443,42.384235,10.827788,2.7773473,9.7022409,,0,0,0,0,182,182,91,91,90.728355,19.379555,6.584487,0.7195344,0,0,0,0,0,0,0,0,46,46,46,46,23,23,23,23,13545.125,4326251.5,347434.41,1328.0858,13.964886,9.7652912,4.5164542,1.1055881
2025-12-05T23:30:00,0,0,0,0,0,0,0,50,50,198,198,198,99,99,3292.2981,14.558855,7349.1641,34.706245,12.342911,3.7247453,8.3858423,,0,0,0,0,198,198,99,99,70.335945,19.596838,6.5617557,0.79499072,0,0,0,0,0,0,0,0,50,50,50,50,25,25,25,25,12349.613,4294681.5,339659.13,1259.5562,14.968831,8.7958937,4.3423743,1.1772544
2025-12-05T23:25:00,0,0,0,0,0,0,0,46,46,182,182,182,91,91,3390.241,17.532427,7774.0,39.616119,10.758449,2.8480308,9.0778303,,0,0,0,0,182,182,91,91,96.709007,19.065409,6.76373,0.79146934,0,0,0,0,0,0,0,0,46,46,46,46,23,23,23,23,12476.274,4281779.5,336465.03,1208.755,15.458645,9.3763733,5.0714931,1.2012675
2025-12-05T23:20:00,0,0,0,0,0,0,0,32,32,160,160,160,67,67,3199.8772,18.989243,7863.8301,38.359329,11.241473,3.1722615,9.4498997,,0,0,0,0,160,160,69,67,77.258453,18.123079,6.8525171,0.89744461,0,0,0,0,0,0,0,0,39,39,39,39,16,16,16,16,12981.672,4322421.5,360296.0,1445.7938,12.820019,7.394762,3.6859241,0.96769828
2025-12-05T23:15:00,0,0,0,0,0,0,0,26,26,159,159,159,58,58,3656.5322,17.819628,7798.5156,36.645214,11.062449,2.8689232,9.1818018,,0,0,0,0,159,159,60,58,77.420349,20.616964,6.5833411,0.94147074,0,0,0,0,0,0,0,0,37,37,37,37,13,13,12,13,13694.8,4308972.5,353939.03,1391.736,15.80468,8.7867355,4.2460852,1.145654
2025-12-05T23:10:00,0,0,0,0,0,0,0,24,24,148,148,148,55,55,2847.9216,19.615547,7536.1421,37.151897,10.796466,2.7714143,10.328156,,0,0,0,0,148,148,57,55,73.250916,19.276796,6.3200841,0.91760916,0,0,0,0,0,0,0,0,35,35,35,35,12,12,11,12,12063.043,4208126.5,303766.0,1078.3162,13.710809,9.2353106,5.2596526,0.96410471
2025-12-05T23:05:00,0,0,0,0,0,0,0,21,21,145,145,145,50,50,2895.0591,18.583843,7771.1597,34.396698,10.575024,3.0420313,9.0376034,,0,0,0,0,145,145,53,50,69.889297,19.602308,6.3227849,0.90516239,0,0,0,0,0,0,0,0,34,34,34,34,11,11,11,11,12048.106,4208126.0,308666.41,1129.4116,16.737829,10.683687,4.4453292,1.1420869
2025-12-05T23:00:00,0,0,0,0,0,0,0,26,26,158,158,158,58,58,3285.189,19.622431,7708.1108,32.502796,9.3262234,2.4588454,8.2125244,,0,0,0,0,158,158,60,58,66.978699,16.303858,5.6023393,0.79119039,0,0,0,0,0,0,0,0,37,37,37,37,13,13,13,13,12993.941,4208126.0,305188.59,981.29675,14.334148,8.4765453,4.0164728,1.3462863
2025-12-05T22:55:00,0,0,0,0,0,0,0,24,24,147,147,147,54,54,3059.7437,22.559814,7383.5288,33.760014,8.718873,2.6902113,7.4908051,,0,0,0,0,147,147,56,54,75.798225,14.93417,5.4845243,0.78696412,0,0,0,0,0,0,0,0,35,35,35,35,12,12,12,12,12370.067,4208126.5,305250.25,974.59991,14.041981,7.4919109,3.5513923,0.92941898
2025-12-05T22:50:00,0,0,0,0,0,0,0,21,21,146,146,146,50,50,2855.979,15.286173,7616.7334,35.951172,9.2499323,2.7716355,7.7326984,,0,0,0,0,146,146,53,50,70.983337,16.768301,4.7821188,0.66761667,0,0,0,0,0,0,0,0,34,34,34,34,11,11,11,11,11957.611,4212621.5,310568.25,1055.2328,11.085463,6.9302645,4.0707488,1.0856655
2025-12-05T22:45:00,0,0,0,0,0,0,0,26,26,156,156,156,58,58,3202.8088,19.330648,7928.1494,38.991364,9.2239666,3.1835744,8.4910936,,0,0,0,0,156,156,60,58,80.814362,18.186604,5.4800849,0.75863433,0,0,0,0,0,0,0,0,37,37,37,37,13,13,13,13,13460.239,4248666.0,325003.56,1113.161,13.167621,8.1385174,4.6542578,1.1614492
2025-12-05T22:40:00,0,0,0,0,0,0,0,23,23,147,147,147,54,54,3256.0903,22.588579,7571.6738,33.644783,9.0810518,2.5848484,8.3725061,,0,0,0,0,147,147,56,54,84.010284,15.64227,5.5831361,0.73935193,0,0,0,0,0,0,0,0,34,34,34,34,12,12,12,12,13035.552,4226234.0,320913.63,1186.5245,14.380103,7.8567076,4.0974207,1.2575033
2025-12-05T22:35:00,0,0,0,0,0,0,0,22,22,148,148,148,51,51,3143.7517,18.81316,7936.0923,39.8241,8.5816183,2.4798012,7.3960137,,0,0,0,0,148,148,54,51,94.484314,16.342867,3.7020874,0.8052057,0,0,0,0,0,0,0,0,34,34,34,34,11,11,11,11,12011.705,4208126.0,316789.44,1225.1532,14.843524,7.615592,3.6385357,0.98001939
2025-12-05T22:30:00,0,0,0,0,0,0,0,26,26,155,155,155,58,58,3088.9163,19.810007,7696.8926,40.678238,7.6664319,2.3956931,6.970706,,0,0,0,0,155,155,60,58,87.347244,17.56477,4.5200143,0.7693609,0,0,0,0,0,0,0,0,37,37,37,37,13,13,13,13,12453.098,4222926.5,326846.88,1440.8115,12.757569,6.4682622,2.8958578,1.1312031
2025-12-05T22:25:00,0,0,0,0,0,0,0,23,23,146,146,146,53,53,3569.9104,18.493736,7769.1133,37.915012,8.9082375,1.860896,6.010736,,0,0,0,0,146,146,55,53,88.284721,15.410604,4.9144068,0.68336976,0,0,0,0,0,0,0,0,34,34,34,34,11,11,11,11,13937.693,4261978.0,337286.06,1327.163,11.21489,5.5214911,2.704953,0.83355749
2025-12-05T22:20:00,0,0,0,0,0,0,0,22,22,150,150,150,52,52,3004.439,17.595316,7627.2544,45.874634,7.834815,2.1922588,6.7492037,,0,0,0,0,150,150,54,52,119.91352,17.383808,4.1791253,0.64479363,0,0,0,0,0,0,0,0,35,35,35,35,11,11,11,11,12237.744,4265417.0,335944.19,1329.4137,11.346532,5.752203,3.1292417,0.81029862
2025-12-05T22:15:00,0,0,0,0,0,0,0,26,26,154,154,154,57,57,2945.6504,16.225239,8103.6772,37.99947,6.684761,2.2172611,5.6805673,,0,0,0,0,154,154,59,57,100.46054,17.078892,3.9022729,0.64848417,0,0,0,0,0,0,0,0,36,36,36,36,13,13,13,13,12511.822,4229431.5,324620.75,1363.9409,10.141719,4.5633764,2.9576149,0.80118483
2025-12-05T22:10:00,0,0,0,0,0,0,0,22,22,145,145,145,52,52,3827.259,18.455708,8350.4756,47.487724,7.1725421,2.1132615,6.3743958,,0,0,0,0,145,145,54,52,163.03378,18.05784,3.960047,0.56550264,0,0,0,0,0,0,0,0,34,34,34,34,11,11,11,11,13222.186,4218125.5,321920.97,1286.0046,13.18976,5.4273305,4.1820097,0.98202294
2025-12-05T22:05:00,0,0,0,0,0,0,0,23,23,152,152,152,53,53,2858.5679,14.998403,7802.9883,43.709236,7.6581192,1.688912,5.5398536,,0,0,0,0,152,152,55,53,158.92685,15.868432,3.0470629,0.4635863,0,0,0,0,0,0,0,0,35,35,35,35,11,11,11,11,12152.224,4208126.0,313150.97,1259.8346,9.1634808,4.8676014,3.276495,0.6901229
2025-12-05T22:00:00,0,0,0,0,0,0,0,37,37,153,153,153,76,76,3026.1589,18.222589,7537.9653,37.573471,8.1392384,1.7497807,4.7914319,,0,0,0,0,153,153,77,76,90.680084,13.553816,4.3100019,0.66428638,0,0,0,0,0,0,0,0,38,38,38,38,19,19,19,19,12222.342,4218825.5,328842.09,1468.1964,8.730691,4.997838,2.2331784,0.74886173
2025-12-05T21:55:00,0,0,0,0,0,0,0,22,22,145,145,145,51,51,2792.7012,17.006802,7798.499,34.562439,7.1890359,1.3556919,4.3612247,,0,0,0,0,145,145,54,51,68.740463,13.864091,3.669966,0.59197241,0,0,0,0,0,0,0,0,34,34,34,34,11,11,10,11,13072.339,4246529.0,336357.56,1464.4799,8.9123793,3.6125641,2.4701529,0.74847114
2025-12-05T21:50:00,0,0,0,0,0,0,0,23,23,153,153,153,54,54,3290.4331,16.064535,7740.6826,29.439772,6.4532051,1.6322254,4.7485089,,0,0,0,0,153,153,56,54,69.757492,14.785555,3.3911958,0.48291606,0,0,0,0,0,0,0,0,36,36,36,36,12,12,12,12,14067.537,4336304.0,360017.81,1693.8883,10.193214,4.3611078,1.815174,0.66704845
2025-12-05T21:45:00,0,0,0,0,0,0,0,25,25,152,152,152,57,57,3002.8752,18.241167,7489.0649,29.837568,7.0091381,1.3678002,4.8919621,,0,0,0,0,152,152,59,57,71.187508,13.785378,3.5110073,0.46795112,0,0,0,0,0,0,0,0,36,36,36,36,13,13,13,12,13324.295,4319212.5,349292.19,1490.5094,8.9219227,4.3562822,1.8734332,0.63309669
2025-12-05T21:40:00,0,0,0,0,0,0,0,18,16,110,110,110,38,38,2872.8477,25.086727,7682.7412,29.509689,7.3646798,1.4421669,11813.432,,0,0,0,0,110,110,40,38,68.637451,13.210912,3.153857,2.8211851,0,0,0,0,0,0,0,0,29,26,27,29,9,9,9,9,56207.652,4323934.0,420745.5,9121.4824,8.7044764,4.9736681,1.5378827,0.59255224
2025-12-05T21:35:00,0,0,0,0,0,0,0,24,24,151,151,151,55,55,3422.3564,17.659182,7781.48,32.020138,5.8871527,1.7278208,7205.3804,,0,0,0,0,151,151,57,55,78.183258,16.26861,2.7541564,1.8405606,0,0,0,0,0,0,0,0,35,35,36,35,12,12,12,12,14518.978,4343872.0,416914.78,1635.7809,8.1536846,3.9940941,2.1961017,0.55063856
2025-12-05T21:30:00,0,0,0,0,0,0,0,25,25,150,150,150,56,56,3074.1538,15.269893,7474.0342,33.616024,6.0302415,1.5398618,4.0823627,,0,0,0,0,150,150,58,56,87.065048,16.82649,3.1270237,0.47625095,0,0,0,0,0,0,0,0,35,35,35,35,12,12,12,12,13329.924,4321977.0,352318.22,1516.2993,7.5871863,4.021769,2.1964841,0.45361528
2025-12-05T21:25:00,0,0,0,0,0,0,0,21,21,134,134,134,49,49,3070.2485,19.101664,7731.7764,33.341175,6.5648561,1.6825407,3.5610225,,0,0,0,0,134,134,52,49,75.992699,13.518259,2.7042608,0.4800292,0,0,0,0,0,0,0,0,31,31,31,31,11,11,10,11,13015.847,4332919.0,351317.91,1387.2826,8.4264526,4.3165073,1.9606664,0.60522717
2025-12-05T21:20:00,0,0,0,0,0,0,0,24,24,155,155,155,56,56,3282.137,16.004459,7851.5337,31.262079,6.964922,1.3826649,3.6760011,,0,0,0,0,155,155,58,56,69.935234,15.716791,2.9511714,0.49892181,0,0,0,0,0,0,0,0,37,37,37,37,12,12,11,11,13876.18,4329122.0,356229.16,1533.1436,7.3345618,3.5140886,1.91404,0.47370705
2025-12-05T21:15:00,0,0,0,0,0,0,0,25,25,145,145,145,56,56,3303.5964,26.123741,7664.2866,30.507521,6.1354871,1.2590705,3.4904547,,0,0,0,0,145,145,58,56,69.892838,11.336596,2.6679566,0.5134936,0,0,0,0,0,0,0,0,35,35,35,35,12,12,12,12,13851.016,4336136.0,350022.81,1495.6221,8.9602203,3.9289966,1.3801806,0.44224101
2025-12-05T21:10:00,0,0,0,0,0,0,0,21,21,142,142,142,50,50,3261.4597,21.17071,7753.1084,32.147053,6.6369128,1.352888,3.5229349,,0,0,0,0,142,142,53,50,79.742531,11.457029,2.6671889,0.40637848,0,0,0,0,0,0,0,0,33,33,33,33,11,11,11,11,13191.458,4316137.5,352069.47,1589.167,8.4365368,3.6734352,1.4960083,0.45260257
2025-12-05T21:05:00,0,0,0,0,0,0,0,21,21,136,136,136,46,46,3086.3398,15.898786,7726.0122,31.005264,6.7154527,1.3580089,3.4690747,,0,0,0,0,136,136,49,46,73.150055,13.673614,3.271955,0.45403704,0,0,0,0,0,0,0,0,31,31,31,31,10,10,10,10,12765.064,4298805.5,343265.31,1541.5544,10.825632,3.0582304,1.7950256,0.41425508
2025-12-05T21:00:00,0,0,0,0,0,0,0,22,22,133,133,133,50,50,3282.929,13.276202,7666.8716,28.848433,5.4185524,1.4042512,3.4918118,,0,0,0,0,133,133,52,50,53.755653,14.764407,2.8601003,0.42789352,0,0,0,0,0,0,0,0,30,30,30,30,11,11,11,11,13887.129,4324055.0,347832.03,1559.4417,7.874135,4.3953037,1.6385384,0.31013316
2025-12-05T20:55:00,0,0,0,0,0,0,0,21,21,143,143,143,49,49,3073.4424,15.191899,7254.2793,32.938484,6.2503891,1.4631042,3.8802142,,0,0,0,0,143,143,52,49,66.641235,11.748856,2.9862754,0.46793044,0,0,0,0,0,0,0,0,33,33,33,33,10,10,10,10,12852.137,4321397.0,350593.34,1480.0182,5.4202857,3.1264043,1.0707868,0.41216516
2025-12-05T20:50:00,0,0,0,0,0,0,0,23,23,147,147,147,52,52,3044.7234,18.89134,7800.0576,33.001091,6.3617444,1.439177,3.4018786,,0,0,0,0,147,147,54,52,69.595116,13.537873,2.6257772,0.35513696,0,0,0,0,0,0,0,0,34,34,34,34,12,12,12,11,13007.066,4319022.5,352908.13,1445.3663,8.5287781,3.4555585,1.3855251,0.25557035
2025-12-05T20:45:00,0,0,0,0,0,0,0,20,20,121,121,121,45,45,3564.1799,18.49424,7885.5586,31.830412,6.1844854,1.1819549,3.5239604,,0,0,0,0,121,121,47,45,58.96603,12.971056,2.9747229,0.35205045,0,0,0,0,0,0,0,0,26,26,26,26,10,10,9,10,13330.956,4271139.5,341551.59,1467.1732,8.5508137,3.0290644,1.8466775,0.41983664
2025-12-05T20:40:00,0,0,0,0,0,0,0,21,19,113,113,113,41,41,8559.75,12.175967,7446.1191,30.258091,5.442163,1.1162429,3.388123,,0,0,0,0,113,113,44,41,61.921555,14.093189,2.1640882,0.3513301,0,0,0,0,0,0,0,0,28,28,28,28,10,10,10,10,17343.246,4215126.5,340015.66,1517.9377,930.98895,38.536396,9.6578169,98.314316
2025-12-05T20:35:00,0,0,0,0,0,0,0,26,26,159,159,159,58,58,3188.6084,13.411615,7552.0732,34.209061,5.9683876,1.2317699,3.3419132,,0,0,0,0,159,159,60,58,64.122887,12.698911,2.3925431,0.44570738,0,0,0,0,0,0,0,0,37,37,37,37,13,13,13,13,13431.293,4336053.0,359832.69,1536.8927,8.1621571,3.499583,1.7752428,0.35455117
2025-12-05T20:30:00,0,0,0,0,0,0,0,24,24,146,146,146,55,55,3469.4766,17.650661,7793.2773,33.530655,6.0508013,1.1741933,2.448427,,0,0,0,0,146,146,57,55,63.022614,12.617503,2.8199253,0.36943904,0,0,0,0,0,0,0,0,34,34,34,34,12,12,12,11,13274.458,4303498.5,348631.84,1490.8158,6.5861592,3.7047148,1.8552356,0.45666113
2025-12-05T20:25:00,0,0,0,0,0,0,0,19,19,117,117,117,43,43,3549.2068,18.197281,7735.082,30.951031,5.7776871,1.2940931,3.5394247,,0,0,0,0,117,117,46,43,61.98156,13.486562,2.4636285,0.3153142,0,0,0,0,0,0,0,0,26,26,26,26,9,9,9,9,13051.67,4279765.5,344942.13,1406.0959,7.6631665,2.4121668,1.197239,0.43648443
2025-12-05T20:20:00,0,0,0,0,0,0,0,24,24,127,127,127,52,52,3207.3074,19.517651,7729.207,33.04211,6.5705767,0.9541015,2.8878396,,0,0,0,0,127,127,54,52,62.733929,13.224798,2.6866715,0.43502381,0,0,0,0,0,0,0,0,31,31,31,31,12,12,11,11,12981.681,4280289.0,348451.03,1504.2151,9.8080721,2.8660505,1.5109009,0.52763945
2025-12-05T20:15:00,0,0,0,0,0,0,0,24,24,137,137,137,53,53,3062.78,22.514942,7730.8608,30.912909,6.2897587,1.3072714,2.949347,,0,0,0,0,137,137,55,53,52.010101,12.671181,2.8509724,0.30478498,0,0,0,0,0,0,0,0,33,33,33,33,12,12,12,11,12832.255,4243559.0,335060.34,1367.6042,6.9182444,3.4719651,1.2244929,0.43070874
2025-12-05T20:10:00,0,0,0,0,0,0,0,21,21,144,144,144,50,50,3408.5088,20.136354,7869.2158,30.097633,6.7305102,1.3379385,3.4187164,,0,0,0,0,144,144,53,50,64.428246,13.93996,2.208966,0.34119365,0,0,0,0,0,0,0,0,34,34,34,34,11,11,11,11,13400.287,4268288.0,337129.84,1456.8473,7.4946361,4.4488821,1.8849045,0.50865436
2025-12-05T20:05:00,0,0,0,0,0,0,0,26,26,148,148,148,57,57,3075.9805,17.611212,7235.4961,35.832787,6.6861734,1.2389877,3.2655706,,0,0,0,0,148,148,59,57,63.446804,14.699927,2.9922593,0.35007316,0,0,0,0,0,0,0,0,35,35,35,35,13,13,12,13,12907.169,4259949.5,338302.66,1353.9164,7.1865168,3.2430792,1.5668924,0.47284696
2025-12-05T20:00:00,0,0,0,0,0,0,0,21,21,132,132,132,48,48,3137.7053,19.928293,7667.7334,32.457954,6.0745854,1.2651277,2.9244564,,0,0,0,0,132,132,50,48,67.971169,13.026939,2.8077941,0.35917374,0,0,0,0,0,0,0,0,31,31,31,31,11,11,10,9,13032.333,4284138.0,343965.75,1507.75,7.6076689,3.4206047,1.6418686,0.45869583
2025-12-05T19:55:00,0,0,0,0,0,0,0,22,22,148,148,148,51,51,3489.54,17.633499,7855.2017,34.914055,5.4115076,1.0973207,3.6534393,,0,0,0,0,148,148,54,51,60.969589,15.520151,2.0910051,0.34623376,0,0,0,0,0,0,0,0,34,34,34,34,11,11,11,10,13084.741,4321289.5,343440.66,1285.1561,6.5693331,3.6647694,1.1956325,0.33842206
2025-12-05T19:50:00,0,0,0,0,0,0,0,24,24,142,142,142,53,53,3572.0623,18.001883,8070.9736,45.346252,5.6125541,1.0410259,2.4102108,,0,0,0,0,142,142,55,53,165.90581,13.770658,2.6305737,0.2383087,0,0,0,0,0,0,0,0,33,33,33,33,12,12,12,11,13410.795,4248875.5,334709.28,1365.6433,6.7931609,3.7628973,0.88457537,0.37866208
2025-12-05T19:45:00,0,0,0,0,0,0,0,21,21,111,111,111,46,46,3096.6638,21.754959,7860.6411,34.871693,5.4898787,0.90507185,2.2302282,,0,0,0,0,111,111,48,46,128.26018,14.897031,2.4965832,0.19506513,0,0,0,0,0,0,0,0,25,25,25,25,10,10,10,9,12338.234,4222947.5,327380.56,1326.4496,6.6887684,2.7714238,0.92585582,0.24835162
2025-12-05T19:40:00,0,0,0,0,0,0,0,20,20,129,129,129,46,46,3169.6738,16.161743,8349.2881,43.289528,5.1399422,0.99820757,2.2659805,,0,0,0,0,129,129,48,46,172.78314,14.708235,2.0837934,0.28147933,0,0,0,0,0,0,0,0,30,30,30,30,10,10,9,10,11825.986,4217214.0,327734.56,1326.401,7.1799073,1.9450247,1.1484774,0.20524746
2025-12-05T19:35:00,0,0,0,0,0,0,0,24,24,141,141,141,52,52,3490.7971,17.199034,8037.9961,43.557167,4.7882786,0.74224049,2.3908265,,0,0,0,0,141,141,54,52,149.94983,13.446056,2.250303,0.24340506,0,0,0,0,0,0,0,0,33,33,33,33,12,12,12,10,13130.049,4237559.0,326655.25,1256.947,8.5077543,2.6884005,1.4596711,0.27771333
2025-12-05T19:30:00,0,0,0,0,0,0,0,22,22,145,145,145,52,52,3056.2207,17.945028,7379.3882,31.258898,4.9016414,1.1504606,2.5532739,,0,0,0,0,145,145,54,52,113.00616,11.809964,2.3248696,0.16629584,0,0,0,0,0,0,0,0,34,34,34,34,11,11,10,9,12500.9,4230125.5,322635.69,1182.8761,7.2958632,2.6785402,0.98230338,0.18093595
2025-12-05T19:25:00,0,0,0,0,0,0,0,23,23,152,152,152,53,53,3561.7817,15.245049,7925.0967,34.771549,5.6501956,0.78439206,2.1442077,,0,0,0,0,152,152,55,53,110.47009,13.11672,2.6715117,0.20265393,0,0,0,0,0,0,0,0,35,35,35,35,11,11,11,11,12471.761,4250337.0,329598.97,1354.7899,5.0877237,2.4113901,0.84791499,0.22953594
2025-12-05T19:20:00,0,0,0,0,0,0,0,25,25,153,153,153,57,57,3564.4084,17.915644,7876.2378,39.497746,5.1772184,0.89341211,2.4883356,,0,0,0,0,153,153,59,57,93.47052,14.683252,2.1568036,0.21244907,0,0,0,0,0,0,0,0,36,36,36,36,13,13,13,11,12994.043,4225035.5,324310.63,1187.4498,5.3721237,2.1328146,1.0862229,0.23265666
2025-12-05T19:15:00,0,0,0,0,0,0,0,22,22,139,139,139,51,51,3459.2773,17.76993,7506.0796,29.987543,5.8284397,0.90002567,2.75616,,0,0,0,0,139,139,54,51,70.59861,13.407136,2.2468588,0.26511848,0,0,0,0,0,0,0,0,33,33,33,33,10,11,11,10,12405.9,4223669.5,324756.13,1278.4998,6.4697895,2.3621502,0.87318259,0.17708963
2025-12-05T19:10:00,0,0,0,0,0,0,0,21,21,140,140,140,49,49,3451.207,20.453449,7622.7524,33.258556,4.4106612,0.82508343,2.3840785,,0,0,0,0,140,140,51,49,86.113907,14.304206,2.3227696,0.21832147,0,0,0,0,0,0,0,0,33,33,33,33,11,11,11,11,11699.353,4208126.0,313706.63,1190.0486,6.1615748,2.7842295,1.1670045,0.22514531
2025-12-05T19:05:00,0,0,0,0,0,0,0,23,23,107,107,107,49,49,3470.6714,19.424887,7688.4502,33.504215,5.7035546,0.92794222,2.3218272,,0,0,0,0,107,107,51,49,93.872475,13.446527,2.2557628,0.21124141,0,0,0,0,0,0,0,0,25,25,25,25,12,12,11,11,11729.932,4208126.5,308748.47,1118.6833,5.1431255,2.5824966,1.0122043,0.2843428
2025-12-05T19:00:00,0,0,0,0,0,0,0,22,22,144,144,144,51,51,3573.0295,16.945539,7719.0098,31.839546,5.7711954,0.71649539,2.7213628,,0,0,0,0,144,144,53,51,88.45916,12.792352,2.425879,0.20125262,0,0,0,0,0,0,0,0,34,34,34,34,11,11,11,9,13156.56,4220249.0,316587.09,1217.8807,4.9917722,2.3075514,1.1274946,0.25872678
2025-12-05T18:55:00,0,0,0,0,0,0,0,24,24,145,145,145,54,54,3632.7371,13.115034,7466.5923,31.753134,5.5216441,0.89356202,2.3782518,,0,0,0,0,145,145,56,54,76.183815,13.879303,2.245024,0.14004967,0,0,0,0,0,0,0,0,34,34,34,34,12,12,12,10,12143.555,4234041.0,327016.88,1254.7173,5.215764,2.9338672,1.2228845,0.21833682
2025-12-05T18:50:00,0,0,0,0,0,0,0,25,25,150,150,150,56,56,3461.0334,18.796993,7743.8311,34.235294,6.0060163,0.69546819,2.5934849,,0,0,0,0,150,150,58,56,72.811348,12.702872,2.0781126,0.16160063,0,0,0,0,0,0,0,0,35,35,35,35,12,12,12,11,12472.821,4235083.5,328665.22,1304.2246,5.6171932,2.5740948,0.79913914,0.2230462
2025-12-05T18:45:00,0,0,0,0,0,0,0,21,21,124,124,124,48,48,3595.2612,15.246625,7828.79,35.425457,5.6344538,1.032849,1.7996415,,0,0,0,0,124,124,51,48,74.308922,14.549572,2.6007137,0.1711531,0,0,0,0,0,0,0,0,29,29,29,29,11,11,11,10,13208.215,4242530.5,327127.59,1239.8988,5.0752139,1.8708807,1.2274603,0.3205241
2025-12-05T18:40:00,0,0,0,0,0,0,0,24,24,155,155,155,56,56,3435.1099,14.880952,7275.2271,38.115471,4.8579292,0.84742302,2.2025158,,0,0,0,0,155,155,58,56,77.490257,15.011168,2.1607585,0.18568043,0,0,0,0,0,0,0,0,37,37,37,37,12,12,11,10,12648.526,4263439.0,332976.47,1349.703,5.5261426,2.168983,1.1271999,0.21972549
2025-12-05T18:35:00,0,0,0,0,0,0,0,25,25,147,147,147,56,56,3653.0039,18.395332,7816.5654,36.622559,5.1946311,0.8097735,2.253526,,0,0,0,0,147,147,58,56,77.654129,12.692632,2.2672286,0.13871701,0,0,0,0,0,0,0,0,35,35,35,35,12,12,11,11,12809.356,4232060.0,330289.88,1326.4497,5.7069373,2.4954157,1.1711901,0.24023546
2025-12-05T18:30:00,0,0,0,0,0,0,0,17,17,100,100,100,38,38,3294.6609,15.522574,7726.5488,31.94787,5.6839156,0.83966511,2.6636333,,0,0,0,0,100,100,41,38,77.015373,13.524712,2.7510138,0.14072582,0,0,0,0,0,0,0,0,22,22,22,22,9,7,8,7,11685.026,4241540.5,329353.97,1354.2166,6.0312362,2.679872,0.89174551,0.16635817
